Player,touches,post_touches,post_fgm,post_fga,post_ftm,post_fta,post_pts,Passes,Assists,Turnovers,Fouls,FG%,ppp_post,post_pass_pct,post_ast_pct,post_to_pct,Foul%,possessions,Touches Per Poss,post_per_poss,season_year,player
Keshon Gilbert,110,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,151,0.7285,0.0,2026,Keshon Gilbert
Kevin Durant,5017,109,39,67,9,10,91,27,4,8,6,0.5821,0.8349,0.2477,0.0367,0.0734,0.055,5727,0.876,0.019,2026,Kevin Durant
Kevin Huerter,2590,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3256,0.7955,0.0,2026,Kevin Huerter
Kevin Love,1085,3,0,0,1,2,1,2,1,0,1,0.0,0.3333,0.6667,0.3333,0.0,0.3333,1256,0.8639,0.0024,2026,Kevin Love
Kevin McCullar Jr.,257,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,306,0.8399,0.0,2026,Kevin McCullar Jr.
Kevin Porter Jr.,3025,2,1,1,2,2,4,0,0,0,1,1.0,2.0,0.0,0.0,0.0,0.5,2559,1.1821,0.0008,2026,Kevin Porter Jr.
Kevon Looney,492,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,645,0.7628,0.0,2026,Kevon Looney
Keyonte George,4175,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3711,1.125,0.0,2026,Keyonte George
Khaman Maluach,530,3,0,2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.3333,0.0,816,0.6495,0.0037,2026,Khaman Maluach
Khris Middleton,1947,96,26,52,6,6,58,32,4,6,3,0.5,0.6042,0.3333,0.0417,0.0625,0.0312,2991,0.651,0.0321,2026,Khris Middleton
Killian Hayes,866,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,839,1.0322,0.0,2026,Killian Hayes
KJ Simpson,564,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,527,1.0702,0.0,2026,KJ Simpson
Klay Thompson,1632,2,0,1,0,0,0,1,1,0,0,0.0,0.0,0.5,0.5,0.0,0.0,3050,0.5351,0.0007,2026,Klay Thompson
Kobe Brown,1405,16,3,10,0,0,6,5,0,0,0,0.3,0.375,0.3125,0.0,0.0,0.0,1954,0.719,0.0082,2026,Kobe Brown
Kobe Bufkin,208,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,245,0.849,0.0,2026,Kobe Bufkin
Kobe Sanders,1843,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2740,0.6726,0.0004,2026,Kobe Sanders
Koby Brea,151,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,162,0.9321,0.0,2026,Koby Brea
Kon Knueppel,4146,6,2,2,2,2,6,2,1,0,2,1.0,1.0,0.3333,0.1667,0.0,0.3333,5206,0.7964,0.0012,2026,Kon Knueppel
Kris Dunn,4154,9,1,2,0,0,2,7,3,0,0,0.5,0.2222,0.7778,0.3333,0.0,0.0,4394,0.9454,0.002,2026,Kris Dunn
Kris Murray,1154,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,2771,0.4165,0.0004,2026,Kris Murray
Kristaps Porzingis,1242,113,33,61,16,18,85,28,4,6,10,0.541,0.7522,0.2478,0.0354,0.0531,0.0885,1541,0.806,0.0733,2026,Kristaps Porzingis
Kristaps PorziÅ†Ä£is,1242,113,33,61,16,18,85,28,4,6,10,0.541,0.7522,0.2478,0.0354,0.0531,0.0885,1541,0.806,0.0733,2026,Kristaps Porziis
Kyle Anderson,1430,4,3,3,0,0,6,1,0,0,0,1.0,1.5,0.25,0.0,0.0,0.0,1751,0.8167,0.0023,2026,Kyle Anderson
Kyle Filipowski,3175,47,12,21,3,4,28,11,0,10,2,0.5714,0.5957,0.234,0.0,0.2128,0.0426,3781,0.8397,0.0124,2026,Kyle Filipowski
Kyle Kuzma,2972,25,6,10,1,2,13,11,5,1,1,0.6,0.52,0.44,0.2,0.04,0.04,3626,0.8196,0.0069,2026,Kyle Kuzma
Kyle Lowry,175,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,252,0.6944,0.0,2026,Kyle Lowry
Kyshawn George,2798,32,5,13,5,6,15,9,3,2,3,0.3846,0.4688,0.2812,0.0938,0.0625,0.0938,2937,0.9527,0.0109,2026,Kyshawn George
Lachlan Olbrich,547,5,1,2,0,0,2,2,0,1,0,0.5,0.4,0.4,0.0,0.2,0.0,733,0.7462,0.0068,2026,Lachlan Olbrich
LaMelo Ball,5264,1,1,1,0,0,2,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,4127,1.2755,0.0002,2026,LaMelo Ball
Landry Shamet,1442,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2365,0.6097,0.0004,2026,Landry Shamet
Larry Nance Jr.,581,4,0,2,0,0,0,2,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,931,0.6241,0.0043,2026,Larry Nance Jr.
Lauri Markkanen,2170,39,10,19,9,10,31,8,1,6,5,0.5263,0.7949,0.2051,0.0256,0.1538,0.1282,2998,0.7238,0.013,2026,Lauri Markkanen
Lawson Lovering,43,2,0,1,0,0,0,1,1,0,0,0.0,0.0,0.5,0.5,0.0,0.0,110,0.3909,0.0182,2026,Lawson Lovering
Leaky Black,513,2,0,0,0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,918,0.5588,0.0022,2026,Leaky Black
LeBron James,4204,177,32,68,9,12,74,80,22,14,6,0.4706,0.4181,0.452,0.1243,0.0791,0.0339,4055,1.0367,0.0436,2026,LeBron James
Leonard Miller,1183,3,1,1,0,0,2,1,1,1,0,1.0,0.6667,0.3333,0.3333,0.3333,0.0,1555,0.7608,0.0019,2026,Leonard Miller
Liam McNeeley,474,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,729,0.6502,0.0,2026,Liam McNeeley
Lindy Waters III,402,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,580,0.6931,0.0,2026,Lindy Waters III
LJ Cryer,509,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,545,0.9339,0.0,2026,LJ Cryer
Lonzo Ball,1621,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1566,1.0351,0.0006,2026,Lonzo Ball
Lucas Williamson,378,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,491,0.7699,0.0,2026,Lucas Williamson
Luguentz Dort,1948,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3781,0.5152,0.0,2026,Luguentz Dort
Luka DonÄiÄ‡,5621,139,41,74,26,36,113,44,12,2,18,0.5541,0.8129,0.3165,0.0863,0.0144,0.1295,4747,1.1841,0.0293,2026,Luka Doni
Luka Garza,1633,14,2,5,5,6,9,0,0,3,4,0.4,0.6429,0.0,0.0,0.2143,0.2857,2215,0.7372,0.0063,2026,Luka Garza
Luke Kennard,2244,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3474,0.6459,0.0,2026,Luke Kennard
Luke Kornet,1817,7,2,4,2,2,6,1,0,0,1,0.5,0.8571,0.1429,0.0,0.0,0.1429,2958,0.6143,0.0024,2026,Luke Kornet
Luke Travers,158,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,216,0.7315,0.0,2026,Luke Travers
Mac McClung,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,295,0.7797,0.0,2026,Mac McClung
Malachi Smith,665,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,737,0.9023,0.0,2026,Malachi Smith
Malaki Branham,446,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,570,0.7825,0.0,2026,Malaki Branham
Malevy Leons,392,4,0,0,0,0,0,3,0,1,0,0.0,0.0,0.75,0.0,0.25,0.0,548,0.7153,0.0073,2026,Malevy Leons
Malik Monk,2365,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2839,0.833,0.0,2026,Malik Monk
Marcus Sasser,864,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,946,0.9133,0.0,2026,Marcus Sasser
Marcus Smart,2749,25,3,8,2,2,9,15,3,0,1,0.375,0.36,0.6,0.12,0.0,0.04,3610,0.7615,0.0069,2026,Marcus Smart
MarJon Beauchamp,272,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,416,0.6538,0.0,2026,MarJon Beauchamp
Mark Sears,54,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,1.0588,0.0,2026,Mark Sears
Mark Williams,2071,25,7,17,1,2,16,3,0,2,1,0.4118,0.64,0.12,0.0,0.08,0.04,2916,0.7102,0.0086,2026,Mark Williams
Markelle Fultz,64,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.8,0.0,2026,Markelle Fultz
Marvin Bagley III,1769,19,5,13,0,0,10,5,1,0,0,0.3846,0.5263,0.2632,0.0526,0.0,0.0,2440,0.725,0.0078,2026,Marvin Bagley III
Mason Plumlee,243,1,1,1,0,0,2,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,351,0.6923,0.0028,2026,Mason Plumlee
Matas Buzelis,4035,3,0,2,0,0,0,1,0,0,0,0.0,0.0,0.3333,0.0,0.0,0.0,4765,0.8468,0.0006,2026,Matas Buzelis
Matisse Thybulle,642,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1005,0.6388,0.0,2026,Matisse Thybulle
Max Christie,2930,3,0,1,0,0,0,2,0,0,0,0.0,0.0,0.6667,0.0,0.0,0.0,4527,0.6472,0.0007,2026,Max Christie
Max Shulga,68,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75,0.9067,0.0,2026,Max Shulga
Max Strus,511,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,605,0.8446,0.0,2026,Max Strus
Maxi Kleber,507,3,0,1,0,0,0,1,0,1,0,0.0,0.0,0.3333,0.0,0.3333,0.0,947,0.5354,0.0032,2026,Maxi Kleber
Maxime Raynaud,3303,60,16,40,8,12,42,4,0,7,6,0.4,0.7,0.0667,0.0,0.1167,0.1,4067,0.8121,0.0148,2026,Maxime Raynaud
Micah Peavy,958,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1896,0.5053,0.0,2026,Micah Peavy
Micah Potter,1450,39,11,18,7,8,31,11,4,2,4,0.6111,0.7949,0.2821,0.1026,0.0513,0.1026,1946,0.7451,0.02,2026,Micah Potter
Michael Porter Jr.,3063,18,5,7,2,2,12,8,0,2,1,0.7143,0.6667,0.4444,0.0,0.1111,0.0556,3393,0.9027,0.0053,2026,Michael Porter Jr.
Mikal Bridges,4510,18,4,14,2,2,10,3,0,0,1,0.2857,0.5556,0.1667,0.0,0.0,0.0556,5403,0.8347,0.0033,2026,Mikal Bridges
Mike Conley,2008,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2045,0.9819,0.0005,2026,Mike Conley
Miles Bridges,3983,69,23,42,3,4,51,22,6,3,2,0.5476,0.7391,0.3188,0.087,0.0435,0.029,4815,0.8272,0.0143,2026,Miles Bridges
Miles Kelly,155,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,286,0.542,0.0,2026,Miles Kelly
Miles McBride,1904,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2163,0.8803,0.0005,2026,Miles McBride
Mitchell Robinson,1186,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2319,0.5114,0.0004,2026,Mitchell Robinson
Mo Bamba,63,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.7326,0.0,2026,Mo Bamba
Mohamed Diawara,1005,6,2,2,0,0,4,2,2,2,0,1.0,0.6667,0.3333,0.3333,0.3333,0.0,1244,0.8079,0.0048,2026,Mohamed Diawara
Monte Morris,152,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,138,1.1014,0.0,2026,Monte Morris
MontÃ© Morris,152,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,138,1.1014,0.0,2026,Mont Morris
Moritz Wagner,735,34,9,19,9,12,28,6,1,1,6,0.4737,0.8235,0.1765,0.0294,0.0294,0.1765,884,0.8314,0.0385,2026,Moritz Wagner
Moses Moody,1829,2,0,0,0,0,0,2,1,0,0,0.0,0.0,1.0,0.5,0.0,0.0,3137,0.583,0.0006,2026,Moses Moody
Mouhamadou Gueye,55,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.5612,0.0,2026,Mouhamadou Gueye
Mouhamed Gueye,1448,10,1,3,0,2,2,6,1,0,1,0.3333,0.2,0.6,0.1,0.0,0.1,2411,0.6006,0.0041,2026,Mouhamed Gueye
Moussa Cisse,582,4,1,2,0,0,2,1,0,0,0,0.5,0.5,0.25,0.0,0.0,0.0,1116,0.5215,0.0036,2026,Moussa Cisse
Moussa Diabate,2656,16,2,4,1,2,5,4,0,4,1,0.5,0.3125,0.25,0.0,0.25,0.0625,3757,0.7069,0.0043,2026,Moussa Diabate
Moussa DiabatÃ©,2656,16,2,4,1,2,5,4,0,4,1,0.5,0.3125,0.25,0.0,0.25,0.0625,3757,0.7069,0.0043,2026,Moussa Diabat
Myles Turner,2226,66,12,33,11,12,35,12,1,8,6,0.3636,0.5303,0.1818,0.0152,0.1212,0.0909,3873,0.5747,0.017,2026,Myles Turner
Myron Gardner,692,1,0,0,1,2,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,888,0.7793,0.0011,2026,Myron Gardner
N'Faly Dante,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.6667,0.0,2026,N'Faly Dante
Nae'Qwan Tomlin,1120,3,1,1,0,0,2,1,1,0,0,1.0,0.6667,0.3333,0.3333,0.0,0.0,2051,0.5461,0.0015,2026,Nae'Qwan Tomlin
Naji Marshall,3366,3,1,2,2,2,4,0,0,0,1,0.5,1.3333,0.0,0.0,0.0,0.3333,4409,0.7634,0.0007,2026,Naji Marshall
Nate Williams,261,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,477,0.5472,0.0,2026,Nate Williams
Naz Reid,3808,87,30,47,7,10,67,22,3,9,5,0.6383,0.7701,0.2529,0.0345,0.1034,0.0575,4178,0.9114,0.0208,2026,Naz Reid
Neemias Queta,2660,13,1,5,0,0,2,1,0,2,0,0.2,0.1538,0.0769,0.0,0.1538,0.0,3740,0.7112,0.0035,2026,Neemias Queta
Nic Claxton,3348,28,4,11,2,4,11,9,2,0,2,0.3636,0.3929,0.3214,0.0714,0.0,0.0714,3854,0.8687,0.0073,2026,Nic Claxton
Nick Richards,973,9,2,6,0,0,5,1,0,1,0,0.3333,0.5556,0.1111,0.0,0.1111,0.0,1455,0.6687,0.0062,2026,Nick Richards
Nick Smith Jr.,698,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,764,0.9136,0.0,2026,Nick Smith Jr.
Nickeil Alexander-Walker,4596,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5558,0.8269,0.0,2026,Nickeil Alexander-Walker
Nicolas Batum,1692,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2562,0.6604,0.0,2026,Nicolas Batum
Nigel Hayes,230,3,1,1,1,2,3,1,0,0,1,1.0,1.0,0.3333,0.0,0.0,0.3333,383,0.6005,0.0078,2026,Nigel Hayes
Nigel Hayes-Davis,230,3,1,1,1,2,3,1,0,0,1,1.0,1.0,0.3333,0.0,0.0,0.3333,383,0.6005,0.0078,2026,Nigel Hayes-Davis
Nikola JokiÄ‡,6513,469,124,201,53,62,305,188,56,26,31,0.6169,0.6503,0.4009,0.1194,0.0554,0.0661,4787,1.3606,0.098,2026,Nikola Joki
Nikola JoviÄ‡,1525,21,3,8,1,2,7,9,0,0,1,0.375,0.3333,0.4286,0.0,0.0,0.0476,1747,0.8729,0.012,2026,Nikola Jovi
Nikola TopiÄ‡,367,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322,1.1398,0.0,2026,Nikola Topi
Nikola Vucevic,3789,247,38,89,11,16,89,122,32,11,9,0.427,0.3603,0.4939,0.1296,0.0445,0.0364,3789,1.0,0.0652,2026,Nikola Vucevic
Nikola VuÄeviÄ‡,3789,247,38,89,11,16,89,122,32,11,9,0.427,0.3603,0.4939,0.1296,0.0445,0.0364,3789,1.0,0.0652,2026,Nikola Vuevi
Nique Clifford,2952,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3857,0.7654,0.0,2026,Nique Clifford
Noa Essengue,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.6429,0.0,2026,Noa Essengue
Noah Clowney,2507,5,1,1,0,0,2,3,3,1,0,1.0,0.4,0.6,0.6,0.2,0.0,3578,0.7007,0.0014,2026,Noah Clowney
Noah Penda,1283,8,1,2,0,0,2,5,1,1,0,0.5,0.25,0.625,0.125,0.125,0.0,1538,0.8342,0.0052,2026,Noah Penda
Nolan Traore,3034,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2484,1.2214,0.0,2026,Nolan Traore
Norchad Omier,51,2,2,2,0,0,4,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,45,1.1333,0.0444,2026,Norchad Omier
Norman Powell,2523,3,2,3,0,0,4,0,0,0,0,0.6667,1.3333,0.0,0.0,0.0,0.0,3577,0.7053,0.0008,2026,Norman Powell
Obi Toppin,920,32,8,11,6,6,22,14,4,3,3,0.7273,0.6875,0.4375,0.125,0.0938,0.0938,896,1.0268,0.0357,2026,Obi Toppin
Ochai Agbaji,1221,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970,0.6198,0.0,2026,Ochai Agbaji
OG Anunoby,2927,34,6,12,2,2,14,15,3,2,1,0.5,0.4118,0.4412,0.0882,0.0588,0.0294,4508,0.6493,0.0075,2026,OG Anunoby
Olivier Sarr,54,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.6353,0.0,2026,Olivier Sarr
Olivier-Maxence Prosper,1373,5,1,2,2,2,4,2,0,0,1,0.5,0.8,0.4,0.0,0.0,0.2,2083,0.6591,0.0024,2026,Olivier-Maxence Prosper
Omer Yurtseven,190,7,1,1,4,4,6,1,0,3,2,1.0,0.8571,0.1429,0.0,0.4286,0.2857,219,0.8676,0.032,2026,Omer Yurtseven
Onyeka Okongwu,3818,68,16,38,7,14,39,15,6,1,7,0.4211,0.5735,0.2206,0.0882,0.0147,0.1029,4900,0.7792,0.0139,2026,Onyeka Okongwu
Orlando Robinson,45,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.9574,0.0213,2026,Orlando Robinson
Oscar Tshiebwe,601,4,1,2,0,2,2,1,0,0,1,0.5,0.5,0.25,0.0,0.0,0.25,955,0.6293,0.0042,2026,Oscar Tshiebwe
Oso Ighodaro,2741,9,2,4,0,0,5,4,1,1,0,0.5,0.5556,0.4444,0.1111,0.1111,0.0,3609,0.7595,0.0025,2026,Oso Ighodaro
Ousmane Dieng,1922,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2228,0.8627,0.0,2026,Ousmane Dieng
P.J. Washington,2658,41,8,20,4,6,21,15,4,1,3,0.4,0.5122,0.3659,0.0976,0.0244,0.0732,3512,0.7568,0.0117,2026,P.J. Washington
PacÃ´me Dadiet,203,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,271,0.7491,0.0,2026,Pacme Dadiet
Paolo Banchero,5498,158,28,54,25,30,84,71,22,11,16,0.5185,0.5316,0.4494,0.1392,0.0696,0.1013,5180,1.0614,0.0305,2026,Paolo Banchero
Pascal Siakam,4308,194,47,93,22,28,122,67,7,12,14,0.5054,0.6289,0.3454,0.0361,0.0619,0.0722,4314,0.9986,0.045,2026,Pascal Siakam
Pat Connaughton,470,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,576,0.816,0.0,2026,Pat Connaughton
Pat Spencer,2969,9,1,4,0,0,2,5,1,0,0,0.25,0.2222,0.5556,0.1111,0.0,0.0,2454,1.2099,0.0037,2026,Pat Spencer
Patrick Baldwin Jr.,111,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,208,0.5337,0.0,2026,Patrick Baldwin Jr.
Patrick Williams,2211,15,4,9,0,0,9,1,0,1,0,0.4444,0.6,0.0667,0.0,0.0667,0.0,3170,0.6975,0.0047,2026,Patrick Williams
Paul George,2301,34,11,20,2,2,25,10,1,1,1,0.55,0.7353,0.2941,0.0294,0.0294,0.0294,2325,0.9897,0.0146,2026,Paul George
Paul Reed,1428,7,2,4,0,0,4,2,0,0,0,0.5,0.5714,0.2857,0.0,0.0,0.0,1804,0.7916,0.0039,2026,Paul Reed
Payton Pritchard,5441,2,0,0,0,0,0,2,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,5025,1.0828,0.0004,2026,Payton Pritchard
Payton Sandfort,66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.4962,0.0,2026,Payton Sandfort
Pelle Larsson,2612,4,1,3,2,2,4,0,0,0,1,0.3333,1.0,0.0,0.0,0.0,0.25,3879,0.6734,0.001,2026,Pelle Larsson
Pete Nance,1132,10,2,6,1,2,5,3,1,0,1,0.3333,0.5,0.3,0.1,0.0,0.1,1460,0.7753,0.0068,2026,Pete Nance
Peyton Watson,2777,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,3255,0.8531,0.0003,2026,Peyton Watson
PJ Hall,298,4,0,3,0,0,0,1,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,442,0.6742,0.009,2026,PJ Hall
Precious Achiuwa,2244,21,4,9,0,0,8,11,1,1,0,0.4444,0.381,0.5238,0.0476,0.0476,0.0,3559,0.6305,0.0059,2026,Precious Achiuwa
Quentin Grimes,3565,4,1,1,0,0,2,3,1,0,0,1.0,0.5,0.75,0.25,0.0,0.0,4570,0.7801,0.0009,2026,Quentin Grimes
Quenton Jackson,1990,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1923,1.0348,0.0005,2026,Quenton Jackson
Quinten Post,2144,47,9,14,4,6,22,24,2,2,3,0.6429,0.4681,0.5106,0.0426,0.0426,0.0638,2391,0.8967,0.0197,2026,Quinten Post
Rasheer Fleming,595,2,0,0,0,0,0,1,1,1,0,0.0,0.0,0.5,0.5,0.5,0.0,1322,0.4501,0.0015,2026,Rasheer Fleming
Rayan Rupert,1484,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2240,0.6625,0.0,2026,Rayan Rupert
RayJ Dennis,541,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,439,1.2323,0.0,2026,RayJ Dennis
Reed Sheppard,4462,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4349,1.026,0.0,2026,Reed Sheppard
Riley Minix,88,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,124,0.7097,0.0,2026,Riley Minix
RJ Barrett,3097,34,7,18,5,6,20,11,1,1,3,0.3889,0.5882,0.3235,0.0294,0.0294,0.0882,3547,0.8731,0.0096,2026,RJ Barrett
Rob Dillingham,1958,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2088,0.9377,0.0,2026,Rob Dillingham
Robert Williams III,1404,1,0,0,1,2,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,2104,0.6673,0.0005,2026,Robert Williams III
Rocco Zikarsky,55,2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.7534,0.0274,2026,Rocco Zikarsky
Ron Harper Jr.,450,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,615,0.7317,0.0,2026,Ron Harper Jr.
Ronald Holland II,2438,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3138,0.7769,0.0,2026,Ronald Holland II
Royce O'Neale,4131,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4548,0.9083,0.0,2026,Royce O'Neale
Rudy Gobert,3335,25,4,5,2,8,10,11,4,0,4,0.8,0.4,0.44,0.16,0.0,0.16,4849,0.6878,0.0052,2026,Rudy Gobert
Rui Hachimura,2057,42,9,22,3,4,21,15,2,2,2,0.4091,0.5,0.3571,0.0476,0.0476,0.0476,3979,0.517,0.0106,2026,Rui Hachimura
Russell Westbrook,4416,39,8,13,7,8,24,17,5,0,4,0.6154,0.6154,0.4359,0.1282,0.0,0.1026,3882,1.1376,0.01,2026,Russell Westbrook
Ryan Dunn,1769,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2677,0.6608,0.0,2026,Ryan Dunn
Ryan Kalkbrenner,1600,14,4,6,0,0,9,5,0,0,0,0.6667,0.6429,0.3571,0.0,0.0,0.0,3042,0.526,0.0046,2026,Ryan Kalkbrenner
Ryan Nembhard,2453,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,2280,1.0759,0.0004,2026,Ryan Nembhard
Ryan Rollins,5148,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4742,1.0856,0.0,2026,Ryan Rollins
Saddiq Bey,3096,166,35,91,31,37,105,41,7,8,19,0.3846,0.6325,0.247,0.0422,0.0482,0.1145,4683,0.6611,0.0354,2026,Saddiq Bey
Sam Hauser,2767,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3837,0.7211,0.0,2026,Sam Hauser
Sam Merrill,2076,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2803,0.7406,0.0004,2026,Sam Merrill
Sandro Mamukelashvili,2778,22,5,11,6,6,16,7,5,1,3,0.4545,0.7273,0.3182,0.2273,0.0455,0.1364,3602,0.7712,0.0061,2026,Sandro Mamukelashvili
Santi Aldama,2326,21,5,10,6,8,18,6,2,1,4,0.5,0.8571,0.2857,0.0952,0.0476,0.1905,2537,0.9168,0.0083,2026,Santi Aldama
Scoot Henderson,1641,1,1,1,0,0,2,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,1581,1.038,0.0006,2026,Scoot Henderson
