Player,Touches,Elbow Touches,FGM,FGA,FTM,FTA,Points,Passes,Assists,Turnovers,Fouls,FG%,Points Per Elbow Touch,Pass%,Ast%,TO%,Foul%,Possessions,Touches Per Poss,Elbow Touches Per Poss,season_year
LaMelo Ball,5264,23,3,6,0,0,6,15,4,1,0,0.5,0.2609,0.6522,0.1739,0.0435,0.0,4127,1.2755,0.0056,2026
Landry Shamet,1442,14,5,8,2,2,13,5,1,0,0,0.625,0.9286,0.3571,0.0714,0.0,0.0,2365,0.6097,0.0059,2026
Larry Nance Jr.,581,28,4,10,0,0,8,14,3,3,0,0.4,0.2857,0.5,0.1071,0.1071,0.0,931,0.6241,0.0301,2026
Lauri Markkanen,2170,95,32,51,14,16,83,31,4,1,6,0.6275,0.8737,0.3263,0.0421,0.0105,0.0632,2998,0.7238,0.0317,2026
Lawson Lovering,43,4,1,2,0,0,2,2,0,0,0,0.5,0.5,0.5,0.0,0.0,0.0,110,0.3909,0.0364,2026
Leaky Black,513,6,3,5,0,0,6,1,0,0,0,0.6,1.0,0.1667,0.0,0.0,0.0,918,0.5588,0.0065,2026
LeBron James,4204,149,39,63,24,28,105,55,17,9,13,0.619,0.7047,0.3691,0.1141,0.0604,0.0872,4055,1.0367,0.0367,2026
Leonard Miller,1183,29,12,17,5,6,29,8,2,1,3,0.7059,1.0,0.2759,0.069,0.0345,0.1034,1555,0.7608,0.0186,2026
Liam McNeeley,474,6,1,2,0,0,2,3,1,1,0,0.5,0.3333,0.5,0.1667,0.1667,0.0,729,0.6502,0.0082,2026
Lindy Waters III,402,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,580,0.6931,0.0017,2026
LJ Cryer,509,4,0,0,0,0,0,4,1,0,0,0.0,0.0,1.0,0.25,0.0,0.0,545,0.9339,0.0073,2026
Lonzo Ball,1621,15,1,3,0,0,2,11,0,1,0,0.3333,0.1333,0.7333,0.0,0.0667,0.0,1566,1.0351,0.0096,2026
Lucas Williamson,378,9,4,6,0,0,8,2,1,1,0,0.6667,0.8889,0.2222,0.1111,0.1111,0.0,491,0.7699,0.0183,2026
Luguentz Dort,1948,31,6,8,0,0,15,22,4,1,0,0.75,0.4839,0.7097,0.129,0.0323,0.0,3781,0.5152,0.0082,2026
Luka DonÄiÄ‡,5621,48,19,25,5,10,45,15,5,2,5,0.76,0.9375,0.3125,0.1042,0.0417,0.1042,4747,1.1841,0.0101,2026
Luka Garza,1633,58,23,28,10,14,59,19,2,1,7,0.8214,1.0172,0.3276,0.0345,0.0172,0.1207,2215,0.7372,0.0262,2026
Luke Kennard,2244,30,10,12,2,2,22,17,6,0,1,0.8333,0.7333,0.5667,0.2,0.0,0.0333,3474,0.6459,0.0086,2026
Luke Kornet,1817,135,15,21,13,16,43,98,16,4,7,0.7143,0.3185,0.7259,0.1185,0.0296,0.0519,2958,0.6143,0.0456,2026
Luke Travers,158,5,0,0,4,4,4,3,0,0,2,0.0,0.8,0.6,0.0,0.0,0.4,216,0.7315,0.0231,2026
Mac McClung,230,5,2,4,0,0,7,1,0,0,0,0.5,1.4,0.2,0.0,0.0,0.0,295,0.7797,0.0169,2026
Malachi Smith,665,2,0,0,0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,737,0.9023,0.0027,2026
Malaki Branham,446,3,1,1,2,2,4,1,1,0,1,1.0,1.3333,0.3333,0.3333,0.0,0.3333,570,0.7825,0.0053,2026
Malevy Leons,392,6,0,1,2,2,2,4,0,0,1,0.0,0.3333,0.6667,0.0,0.0,0.1667,548,0.7153,0.0109,2026
Malik Monk,2365,13,6,10,0,0,13,2,0,1,0,0.6,1.0,0.1538,0.0,0.0769,0.0,2839,0.833,0.0046,2026
Marcus Sasser,864,6,2,4,0,0,4,2,0,0,0,0.5,0.6667,0.3333,0.0,0.0,0.0,946,0.9133,0.0063,2026
Marcus Smart,2749,20,2,5,0,0,4,13,3,2,0,0.4,0.2,0.65,0.15,0.1,0.0,3610,0.7615,0.0055,2026
MarJon Beauchamp,272,8,3,4,0,0,6,4,3,0,0,0.75,0.75,0.5,0.375,0.0,0.0,416,0.6538,0.0192,2026
Mark Sears,54,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,1.0588,0.0,2026
Mark Williams,2071,137,55,77,33,46,151,27,3,4,23,0.7143,1.1022,0.1971,0.0219,0.0292,0.1679,2916,0.7102,0.047,2026
Markelle Fultz,64,3,1,3,0,0,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,80,0.8,0.0375,2026
Marvin Bagley III,1769,141,31,52,17,26,80,63,11,9,12,0.5962,0.5674,0.4468,0.078,0.0638,0.0851,2440,0.725,0.0578,2026
Mason Plumlee,243,11,1,2,0,0,2,9,2,0,0,0.5,0.1818,0.8182,0.1818,0.0,0.0,351,0.6923,0.0313,2026
Matas Buzelis,4035,63,24,34,16,22,65,12,2,3,11,0.7059,1.0317,0.1905,0.0317,0.0476,0.1746,4765,0.8468,0.0132,2026
Matisse Thybulle,642,10,2,4,0,0,5,4,0,0,0,0.5,0.5,0.4,0.0,0.0,0.0,1005,0.6388,0.01,2026
Max Christie,2930,17,6,9,2,2,14,6,2,0,1,0.6667,0.8235,0.3529,0.1176,0.0,0.0588,4527,0.6472,0.0038,2026
Max Shulga,68,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75,0.9067,0.0,2026
Max Strus,511,2,0,0,2,2,2,1,0,0,1,0.0,1.0,0.5,0.0,0.0,0.5,605,0.8446,0.0033,2026
Maxi Kleber,507,26,5,7,5,12,15,10,2,0,6,0.7143,0.5769,0.3846,0.0769,0.0,0.2308,947,0.5354,0.0275,2026
Maxime Raynaud,3303,253,70,138,19,26,160,88,13,11,12,0.5072,0.6324,0.3478,0.0514,0.0435,0.0474,4067,0.8121,0.0622,2026
Micah Peavy,958,13,2,7,0,0,4,6,0,0,0,0.2857,0.3077,0.4615,0.0,0.0,0.0,1896,0.5053,0.0069,2026
Micah Potter,1450,55,14,21,21,24,49,17,6,5,12,0.6667,0.8909,0.3091,0.1091,0.0909,0.2182,1946,0.7451,0.0283,2026
Michael Porter Jr.,3063,59,24,35,14,16,65,7,1,5,7,0.6857,1.1017,0.1186,0.0169,0.0847,0.1186,3393,0.9027,0.0174,2026
Mikal Bridges,4510,104,38,54,10,10,86,39,9,4,4,0.7037,0.8269,0.375,0.0865,0.0385,0.0385,5403,0.8347,0.0192,2026
Mike Conley,2008,6,0,0,0,0,0,5,1,1,0,0.0,0.0,0.8333,0.1667,0.1667,0.0,2045,0.9819,0.0029,2026
Miles Bridges,3983,59,15,22,6,6,39,23,2,8,4,0.6818,0.661,0.3898,0.0339,0.1356,0.0678,4815,0.8272,0.0123,2026
Miles Kelly,155,2,0,0,0,0,0,1,0,1,0,0.0,0.0,0.5,0.0,0.5,0.0,286,0.542,0.007,2026
Miles McBride,1904,11,4,6,2,2,10,3,1,1,1,0.6667,0.9091,0.2727,0.0909,0.0909,0.0909,2163,0.8803,0.0051,2026
Mitchell Robinson,1186,45,6,10,2,2,14,32,3,0,1,0.6,0.3111,0.7111,0.0667,0.0,0.0222,2319,0.5114,0.0194,2026
Mo Bamba,63,3,2,2,0,0,4,0,0,1,0,1.0,1.3333,0.0,0.0,0.3333,0.0,86,0.7326,0.0349,2026
Mohamed Diawara,1005,9,2,3,0,0,4,5,1,0,0,0.6667,0.4444,0.5556,0.1111,0.0,0.0,1244,0.8079,0.0072,2026
Monte Morris,152,3,1,2,0,0,2,1,1,0,0,0.5,0.6667,0.3333,0.3333,0.0,0.0,138,1.1014,0.0217,2026
MontÃ© Morris,152,3,1,2,0,0,2,1,1,0,0,0.5,0.6667,0.3333,0.3333,0.0,0.0,138,1.1014,0.0217,2026
Moritz Wagner,735,34,11,19,7,8,30,8,2,2,4,0.5789,0.8824,0.2353,0.0588,0.0588,0.1176,884,0.8314,0.0385,2026
Moses Moody,1829,23,7,9,2,2,16,10,1,2,1,0.7778,0.6957,0.4348,0.0435,0.087,0.0435,3137,0.583,0.0073,2026
Mouhamadou Gueye,55,3,2,2,0,0,4,0,0,1,0,1.0,1.3333,0.0,0.0,0.3333,0.0,98,0.5612,0.0306,2026
Mouhamed Gueye,1448,51,8,17,6,6,23,27,5,4,3,0.4706,0.451,0.5294,0.098,0.0784,0.0588,2411,0.6006,0.0212,2026
Moussa Cisse,582,37,4,7,3,6,11,22,0,2,4,0.5714,0.2973,0.5946,0.0,0.0541,0.1081,1116,0.5215,0.0332,2026
Moussa Diabate,2656,199,34,70,16,23,85,100,15,9,11,0.4857,0.4271,0.5025,0.0754,0.0452,0.0553,3757,0.7069,0.053,2026
Moussa DiabatÃ©,2656,199,34,70,16,23,85,100,15,9,11,0.4857,0.4271,0.5025,0.0754,0.0452,0.0553,3757,0.7069,0.053,2026
Myles Turner,2226,102,20,32,18,22,60,47,8,5,10,0.625,0.5882,0.4608,0.0784,0.049,0.098,3873,0.5747,0.0263,2026
Myron Gardner,692,8,2,3,0,0,5,5,0,0,0,0.6667,0.625,0.625,0.0,0.0,0.0,888,0.7793,0.009,2026
N'Faly Dante,20,4,0,0,0,0,0,3,0,1,0,0.0,0.0,0.75,0.0,0.25,0.0,30,0.6667,0.1333,2026
Nae'Qwan Tomlin,1120,37,8,16,2,2,18,16,4,1,1,0.5,0.4865,0.4324,0.1081,0.027,0.027,2051,0.5461,0.018,2026
Naji Marshall,3366,72,21,34,6,8,51,32,9,0,5,0.6176,0.7083,0.4444,0.125,0.0,0.0694,4409,0.7634,0.0163,2026
Nate Williams,261,10,3,5,2,2,8,2,0,1,1,0.6,0.8,0.2,0.0,0.1,0.1,477,0.5472,0.021,2026
Naz Reid,3808,56,15,26,4,6,34,25,8,1,3,0.5769,0.6071,0.4464,0.1429,0.0179,0.0536,4178,0.9114,0.0134,2026
Neemias Queta,2660,188,52,80,15,20,124,83,13,8,10,0.65,0.6596,0.4415,0.0691,0.0426,0.0532,3740,0.7112,0.0503,2026
Nic Claxton,3348,308,57,95,18,27,134,183,40,9,14,0.6,0.4351,0.5942,0.1299,0.0292,0.0455,3854,0.8687,0.0799,2026
Nick Richards,973,62,16,31,16,22,50,18,1,1,10,0.5161,0.8065,0.2903,0.0161,0.0161,0.1613,1455,0.6687,0.0426,2026
Nick Smith Jr.,698,5,2,3,0,0,4,2,0,0,0,0.6667,0.8,0.4,0.0,0.0,0.0,764,0.9136,0.0065,2026
Nickeil Alexander-Walker,4596,36,12,18,3,4,27,16,4,0,2,0.6667,0.75,0.4444,0.1111,0.0,0.0556,5558,0.8269,0.0065,2026
Nicolas Batum,1692,15,1,3,0,0,2,11,2,1,0,0.3333,0.1333,0.7333,0.1333,0.0667,0.0,2562,0.6604,0.0059,2026
Nigel Hayes,230,12,2,8,0,0,4,3,1,1,0,0.25,0.3333,0.25,0.0833,0.0833,0.0,383,0.6005,0.0313,2026
Nigel Hayes-Davis,230,12,2,8,0,0,4,3,1,1,0,0.25,0.3333,0.25,0.0833,0.0833,0.0,383,0.6005,0.0313,2026
Nikola JokiÄ‡,6513,581,134,207,61,72,342,286,85,27,30,0.6473,0.5886,0.4923,0.1463,0.0465,0.0516,4787,1.3606,0.1214,2026
Nikola JoviÄ‡,1525,22,8,9,2,4,18,10,1,1,2,0.8889,0.8182,0.4545,0.0455,0.0455,0.0909,1747,0.8729,0.0126,2026
Nikola TopiÄ‡,367,6,0,1,0,0,0,5,1,0,0,0.0,0.0,0.8333,0.1667,0.0,0.0,322,1.1398,0.0186,2026
Nikola Vucevic,3789,240,62,116,2,2,128,108,16,10,2,0.5345,0.5333,0.45,0.0667,0.0417,0.0083,3789,1.0,0.0633,2026
Nikola VuÄeviÄ‡,3789,240,62,116,2,2,128,108,16,10,2,0.5345,0.5333,0.45,0.0667,0.0417,0.0083,3789,1.0,0.0633,2026
Nique Clifford,2952,28,12,19,1,2,25,8,2,0,1,0.6316,0.8929,0.2857,0.0714,0.0,0.0357,3857,0.7654,0.0073,2026
Noa Essengue,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.6429,0.0,2026
Noah Clowney,2507,46,1,6,6,6,8,29,6,2,3,0.1667,0.1739,0.6304,0.1304,0.0435,0.0652,3578,0.7007,0.0129,2026
Noah Penda,1283,21,1,1,0,0,2,18,3,1,0,1.0,0.0952,0.8571,0.1429,0.0476,0.0,1538,0.8342,0.0137,2026
Nolan Traore,3034,9,2,5,2,2,7,2,1,1,1,0.4,0.7778,0.2222,0.1111,0.1111,0.1111,2484,1.2214,0.0036,2026
Norchad Omier,51,3,2,2,0,0,5,1,1,0,0,1.0,1.6667,0.3333,0.3333,0.0,0.0,45,1.1333,0.0667,2026
Norman Powell,2523,32,6,17,4,4,17,13,2,0,2,0.3529,0.5312,0.4062,0.0625,0.0,0.0625,3577,0.7053,0.0089,2026
Obi Toppin,920,15,5,8,2,2,12,6,2,0,1,0.625,0.8,0.4,0.1333,0.0,0.0667,896,1.0268,0.0167,2026
Ochai Agbaji,1221,31,6,10,4,4,16,15,3,3,2,0.6,0.5161,0.4839,0.0968,0.0968,0.0645,1970,0.6198,0.0157,2026
OG Anunoby,2927,75,24,36,8,10,56,31,5,2,5,0.6667,0.7467,0.4133,0.0667,0.0267,0.0667,4508,0.6493,0.0166,2026
Olivier Sarr,54,3,2,2,0,0,4,1,0,0,0,1.0,1.3333,0.3333,0.0,0.0,0.0,85,0.6353,0.0353,2026
Olivier-Maxence Prosper,1373,56,17,25,15,16,50,16,1,5,7,0.68,0.8929,0.2857,0.0179,0.0893,0.125,2083,0.6591,0.0269,2026
Omer Yurtseven,190,8,1,1,1,2,3,5,2,1,1,1.0,0.375,0.625,0.25,0.125,0.125,219,0.8676,0.0365,2026
Onyeka Okongwu,3818,162,48,82,11,14,109,65,10,5,7,0.5854,0.6728,0.4012,0.0617,0.0309,0.0432,4900,0.7792,0.0331,2026
Orlando Robinson,45,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.9574,0.0,2026
Oscar Tshiebwe,601,62,22,40,3,6,47,14,2,4,2,0.55,0.7581,0.2258,0.0323,0.0645,0.0323,955,0.6293,0.0649,2026
Oso Ighodaro,2741,184,47,80,11,20,105,81,14,7,9,0.5875,0.5707,0.4402,0.0761,0.038,0.0489,3609,0.7595,0.051,2026
Ousmane Dieng,1922,17,2,6,2,2,6,7,1,1,1,0.3333,0.3529,0.4118,0.0588,0.0588,0.0588,2228,0.8627,0.0076,2026
P.J. Washington,2658,104,35,56,6,10,78,32,4,6,4,0.625,0.75,0.3077,0.0385,0.0577,0.0385,3512,0.7568,0.0296,2026
PacÃ´me Dadiet,203,6,4,4,2,2,10,1,0,0,1,1.0,1.6667,0.1667,0.0,0.0,0.1667,271,0.7491,0.0221,2026
Paolo Banchero,5498,130,33,54,15,21,83,54,12,9,10,0.6111,0.6385,0.4154,0.0923,0.0692,0.0769,5180,1.0614,0.0251,2026
Pascal Siakam,4308,118,30,64,13,16,78,37,9,4,9,0.4688,0.661,0.3136,0.0763,0.0339,0.0763,4314,0.9986,0.0274,2026
Pat Connaughton,470,11,3,4,0,0,6,6,3,1,0,0.75,0.5455,0.5455,0.2727,0.0909,0.0,576,0.816,0.0191,2026
Pat Spencer,2969,38,10,16,6,6,27,18,6,1,3,0.625,0.7105,0.4737,0.1579,0.0263,0.0789,2454,1.2099,0.0155,2026
Patrick Baldwin Jr.,111,1,0,0,1,2,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,208,0.5337,0.0048,2026
Patrick Williams,2211,26,2,8,3,4,7,12,2,2,2,0.25,0.2692,0.4615,0.0769,0.0769,0.0769,3170,0.6975,0.0082,2026
Paul George,2301,27,7,12,4,4,19,12,1,0,0,0.5833,0.7037,0.4444,0.037,0.0,0.0,2325,0.9897,0.0116,2026
Paul Reed,1428,153,43,78,5,10,93,55,9,9,6,0.5513,0.6078,0.3595,0.0588,0.0588,0.0392,1804,0.7916,0.0848,2026
Payton Pritchard,5441,31,7,12,0,0,16,15,3,2,0,0.5833,0.5161,0.4839,0.0968,0.0645,0.0,5025,1.0828,0.0062,2026
Payton Sandfort,66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.4962,0.0,2026
Pelle Larsson,2612,32,8,15,9,10,26,9,0,1,5,0.5333,0.8125,0.2812,0.0,0.0312,0.1562,3879,0.6734,0.0082,2026
Pete Nance,1132,25,3,7,0,0,6,18,3,0,0,0.4286,0.24,0.72,0.12,0.0,0.0,1460,0.7753,0.0171,2026
Peyton Watson,2777,96,30,48,9,14,69,30,8,8,6,0.625,0.7188,0.3125,0.0833,0.0833,0.0625,3255,0.8531,0.0295,2026
PJ Hall,298,17,4,6,3,4,11,7,1,1,2,0.6667,0.6471,0.4118,0.0588,0.0588,0.1176,442,0.6742,0.0385,2026
Precious Achiuwa,2244,108,35,58,6,10,79,35,6,6,6,0.6034,0.7315,0.3241,0.0556,0.0556,0.0556,3559,0.6305,0.0303,2026
Quentin Grimes,3565,35,11,15,0,0,22,15,4,2,0,0.7333,0.6286,0.4286,0.1143,0.0571,0.0,4570,0.7801,0.0077,2026
Quenton Jackson,1990,14,6,6,3,4,15,6,0,0,2,1.0,1.0714,0.4286,0.0,0.0,0.1429,1923,1.0348,0.0073,2026
Quinten Post,2144,52,8,16,2,2,18,31,11,3,1,0.5,0.3462,0.5962,0.2115,0.0577,0.0192,2391,0.8967,0.0217,2026
Rasheer Fleming,595,17,7,9,2,4,16,5,1,0,2,0.7778,0.9412,0.2941,0.0588,0.0,0.1176,1322,0.4501,0.0129,2026
Rayan Rupert,1484,18,3,8,0,0,6,8,3,1,0,0.375,0.3333,0.4444,0.1667,0.0556,0.0,2240,0.6625,0.008,2026
RayJ Dennis,541,4,1,2,0,0,2,2,0,0,0,0.5,0.5,0.5,0.0,0.0,0.0,439,1.2323,0.0091,2026
Reed Sheppard,4462,20,6,12,0,0,13,5,2,3,0,0.5,0.65,0.25,0.1,0.15,0.0,4349,1.026,0.0046,2026
Riley Minix,88,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,124,0.7097,0.0081,2026
RJ Barrett,3097,72,30,48,6,8,69,14,2,2,5,0.625,0.9583,0.1944,0.0278,0.0278,0.0694,3547,0.8731,0.0203,2026
Rob Dillingham,1958,9,2,4,0,0,4,5,2,0,0,0.5,0.4444,0.5556,0.2222,0.0,0.0,2088,0.9377,0.0043,2026
Robert Williams III,1404,52,16,21,0,0,32,28,4,2,0,0.7619,0.6154,0.5385,0.0769,0.0385,0.0,2104,0.6673,0.0247,2026
Rocco Zikarsky,55,3,0,0,2,2,2,2,1,0,1,0.0,0.6667,0.6667,0.3333,0.0,0.3333,73,0.7534,0.0411,2026
Ron Harper Jr.,450,5,2,2,0,0,4,3,1,0,0,1.0,0.8,0.6,0.2,0.0,0.0,615,0.7317,0.0081,2026
Ronald Holland II,2438,27,6,13,5,6,19,7,0,4,3,0.4615,0.7037,0.2593,0.0,0.1481,0.1111,3138,0.7769,0.0086,2026
Royce O'Neale,4131,27,4,5,0,0,8,22,3,0,0,0.8,0.2963,0.8148,0.1111,0.0,0.0,4548,0.9083,0.0059,2026
Rudy Gobert,3335,166,45,70,16,36,111,59,9,12,18,0.6429,0.6687,0.3554,0.0542,0.0723,0.1084,4849,0.6878,0.0342,2026
Rui Hachimura,2057,51,23,32,9,10,56,13,1,0,5,0.7188,1.098,0.2549,0.0196,0.0,0.098,3979,0.517,0.0128,2026
Russell Westbrook,4416,18,7,8,0,0,17,8,2,1,0,0.875,0.9444,0.4444,0.1111,0.0556,0.0,3882,1.1376,0.0046,2026
Ryan Dunn,1769,43,12,19,4,6,28,20,3,1,3,0.6316,0.6512,0.4651,0.0698,0.0233,0.0698,2677,0.6608,0.0161,2026
Ryan Kalkbrenner,1600,89,23,28,7,10,54,47,5,7,5,0.8214,0.6067,0.5281,0.0562,0.0787,0.0562,3042,0.526,0.0293,2026
Ryan Nembhard,2453,6,1,2,0,0,2,4,2,0,0,0.5,0.3333,0.6667,0.3333,0.0,0.0,2280,1.0759,0.0026,2026
Ryan Rollins,5148,16,6,7,0,0,12,7,0,1,0,0.8571,0.75,0.4375,0.0,0.0625,0.0,4742,1.0856,0.0034,2026
Saddiq Bey,3096,51,13,25,6,6,32,19,8,3,3,0.52,0.6275,0.3725,0.1569,0.0588,0.0588,4683,0.6611,0.0109,2026
Sam Hauser,2767,28,7,10,2,2,18,15,3,1,1,0.7,0.6429,0.5357,0.1071,0.0357,0.0357,3837,0.7211,0.0073,2026
Sam Merrill,2076,37,8,13,3,4,19,21,2,0,2,0.6154,0.5135,0.5676,0.0541,0.0,0.0541,2803,0.7406,0.0132,2026
Sandro Mamukelashvili,2778,119,28,43,21,30,82,56,7,5,14,0.6512,0.6891,0.4706,0.0588,0.042,0.1176,3602,0.7712,0.033,2026
Santi Aldama,2326,56,15,25,1,2,32,24,5,4,1,0.6,0.5714,0.4286,0.0893,0.0714,0.0179,2537,0.9168,0.0221,2026
Scoot Henderson,1641,9,2,5,0,0,4,4,1,0,0,0.4,0.4444,0.4444,0.1111,0.0,0.0,1581,1.038,0.0057,2026
Scottie Barnes,5651,230,63,104,17,18,145,104,29,6,6,0.6058,0.6304,0.4522,0.1261,0.0261,0.0261,5511,1.0254,0.0417,2026
Scotty Pippen Jr.,497,5,1,2,2,4,4,1,0,0,1,0.5,0.8,0.2,0.0,0.0,0.2,451,1.102,0.0111,2026
Sean Pedulla,57,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.95,0.0,2026
Seth Curry,188,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,272,0.6912,0.0,2026
Shaedon Sharpe,2738,60,21,36,7,12,52,15,5,2,6,0.5833,0.8667,0.25,0.0833,0.0333,0.1,3123,0.8767,0.0192,2026
Shai Gilgeous-Alexander,4531,73,23,37,6,8,52,29,9,2,4,0.6216,0.7123,0.3973,0.1233,0.0274,0.0548,4739,0.9561,0.0154,2026
Sharife Cooper,1527,3,0,1,0,0,0,2,0,0,0,0.0,0.0,0.6667,0.0,0.0,0.0,1472,1.0374,0.002,2026
Sidy Cissoko,1769,33,8,10,1,4,19,20,5,0,2,0.8,0.5758,0.6061,0.1515,0.0,0.0606,2968,0.596,0.0111,2026
Simone Fontecchio,1755,36,11,18,2,2,25,16,0,0,1,0.6111,0.6944,0.4444,0.0,0.0,0.0278,2496,0.7031,0.0144,2026
Sion James,2794,45,9,14,4,4,22,27,9,1,2,0.6429,0.4889,0.6,0.2,0.0222,0.0444,3662,0.763,0.0123,2026
Skal Labissiere,67,7,3,3,0,0,6,3,0,1,0,1.0,0.8571,0.4286,0.0,0.1429,0.0,76,0.8816,0.0921,2026
Spencer Jones,1087,39,8,17,1,2,17,19,4,1,1,0.4706,0.4359,0.4872,0.1026,0.0256,0.0256,2854,0.3809,0.0137,2026
Stanley Umude,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.5714,0.0,2026
Stephen Curry,2812,39,13,21,4,4,33,12,2,2,2,0.619,0.8462,0.3077,0.0513,0.0513,0.0513,2819,0.9975,0.0138,2026
Stephon Castle,4610,85,24,35,4,8,56,44,15,0,4,0.6857,0.6588,0.5176,0.1765,0.0,0.0471,4251,1.0845,0.02,2026
Steven Adams,901,80,11,23,5,6,28,47,5,4,2,0.4783,0.35,0.5875,0.0625,0.05,0.025,1459,0.6175,0.0548,2026
Svi Mykhailiuk,1441,13,2,2,2,2,6,10,2,0,1,1.0,0.4615,0.7692,0.1538,0.0,0.0769,2441,0.5903,0.0053,2026
T.J. McConnell,2800,24,12,14,2,2,26,7,2,1,1,0.8571,1.0833,0.2917,0.0833,0.0417,0.0417,2021,1.3855,0.0119,2026
Taelon Peter,786,7,2,3,0,0,4,3,0,0,0,0.6667,0.5714,0.4286,0.0,0.0,0.0,1049,0.7493,0.0067,2026
Taj Gibson,98,12,4,6,0,0,8,6,0,0,0,0.6667,0.6667,0.5,0.0,0.0,0.0,207,0.4734,0.058,2026
Tari Eason,2337,39,10,20,0,0,21,17,3,1,0,0.5,0.5385,0.4359,0.0769,0.0256,0.0,3096,0.7548,0.0126,2026
Taurean Prince,819,3,0,1,0,0,0,2,1,0,0,0.0,0.0,0.6667,0.3333,0.0,0.0,1239,0.661,0.0024,2026
Taylor Hendricks,1260,46,12,19,2,6,31,15,2,3,3,0.6316,0.6739,0.3261,0.0435,0.0652,0.0652,2323,0.5424,0.0198,2026
Terance Mann,2586,32,7,11,5,6,19,16,4,2,3,0.6364,0.5938,0.5,0.125,0.0625,0.0938,3064,0.844,0.0104,2026
Terrence Shannon Jr.,700,4,3,3,0,0,6,1,0,0,0,1.0,1.5,0.25,0.0,0.0,0.0,1114,0.6284,0.0036,2026
Thanasis Antetokounmpo,219,4,1,1,0,0,2,3,0,0,0,1.0,0.5,0.75,0.0,0.0,0.0,301,0.7276,0.0133,2026
Thomas Bryant,1193,57,15,23,10,10,41,20,1,4,4,0.6522,0.7193,0.3509,0.0175,0.0702,0.0702,1519,0.7854,0.0375,2026
Tidjane SalaÃ¼n,828,15,2,5,4,4,8,6,1,0,2,0.4,0.5333,0.4,0.0667,0.0,0.1333,1150,0.72,0.013,2026
Tim Hardaway Jr.,2501,33,16,19,7,8,40,9,2,1,3,0.8421,1.2121,0.2727,0.0606,0.0303,0.0909,4394,0.5692,0.0075,2026
Tobias Harris,2604,53,17,28,6,7,44,21,5,0,4,0.6071,0.8302,0.3962,0.0943,0.0,0.0755,3535,0.7366,0.015,2026
Toby Okani,181,6,2,2,0,0,4,3,0,0,0,1.0,0.6667,0.5,0.0,0.0,0.0,475,0.3811,0.0126,2026
Tolu Smith,207,24,3,6,2,6,8,14,1,1,3,0.5,0.3333,0.5833,0.0417,0.0417,0.125,269,0.7695,0.0892,2026
Tony Bradley,498,37,12,17,5,6,30,15,4,1,3,0.7059,0.8108,0.4054,0.1081,0.027,0.0811,927,0.5372,0.0399,2026
Tosan Evbuomwan,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5333,0.0,2026
Toumani Camara,4537,77,26,36,6,6,59,34,7,4,3,0.7222,0.7662,0.4416,0.0909,0.0519,0.039,5714,0.794,0.0135,2026
Trae Young,935,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,852,1.0974,0.0012,2026
Trayce Jackson-Davis,835,50,10,18,7,16,27,21,3,1,8,0.5556,0.54,0.42,0.06,0.02,0.16,1018,0.8202,0.0491,2026
Tre Johnson,1996,16,4,8,2,2,10,7,0,0,1,0.5,0.625,0.4375,0.0,0.0,0.0625,3087,0.6466,0.0052,2026
Tre Jones,3949,36,14,17,9,10,38,10,0,2,5,0.8235,1.0556,0.2778,0.0,0.0556,0.1389,3791,1.0417,0.0095,2026
Tre Mann,1404,6,0,1,0,0,0,5,0,0,0,0.0,0.0,0.8333,0.0,0.0,0.0,1324,1.0604,0.0045,2026
Trendon Watford,2052,50,7,16,0,0,15,30,6,3,0,0.4375,0.3,0.6,0.12,0.06,0.0,1805,1.1368,0.0277,2026
Trentyn Flowers,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.8,0.0,2026
Trevon Scott,249,14,3,6,0,0,6,8,2,0,0,0.5,0.4286,0.5714,0.1429,0.0,0.0,373,0.6676,0.0375,2026
Trevor Keels,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.7368,0.0,2026
