player,team,minutes,off_poss,pts,fg2m,fg2a,Fg2Pct,fg3m,fg3a,Fg3Pct,non_heave_fg3_pct,ft_pts,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,assisted_2s_pct,NonPutbacksAssisted2sPct,assisted_3s_pct,fg3a_rate,shot_quality,efg_pct,ts_pct,pts_putbacks,fg2a_blocked,FG2APctBlocked,fg3a_blocked,FG3APctBlocked,usage,ppp,creation_rate
Zion Williamson,NOP,477,996,271,109,193,0.5647668393782384,0,1,0.0,0.0,53,136,82,0,0,0.6238532110091743,0.6868686868686869,0.0,0.0051546391752577,0.5854958762886596,0.5618556701030928,0.5917030567685589,20,26,0.1347150259067357,0,0.0,23.01516503122212,0.2721,0.6881
Cameron Johnson,DEN,476,975,182,32,57,0.5614035087719298,36,79,0.4556962025316455,0.4556962025316455,10,46,18,102,6,0.71875,0.71875,0.9444444444444444,0.5808823529411765,0.5748139705882354,0.6323529411764706,0.6453900709219859,0,8,0.1403508771929824,1,0.0126582278481012,13.944954128440369,0.1867,0.1684
Jarrett Allen,CLE,474,976,234,97,151,0.6423841059602649,0,3,0.0,0.0,40,162,32,0,0,0.8350515463917526,0.9529411764705882,0.0,0.0194805194805194,0.5647564935064936,0.6298701298701299,0.65,24,10,0.0662251655629139,0,0.0,18.115279048490397,0.2398,0.5825
Keyonte George,UTA,472,996,271,65,123,0.5284552845528455,29,87,0.3333333333333333,0.3333333333333333,54,62,68,60,27,0.4769230769230769,0.484375,0.6896551724137931,0.4142857142857143,0.5196583333333333,0.5166666666666667,0.5705128205128205,2,11,0.089430894308943,0,0.0,24.91197183098592,0.2721,0.4167
Michael Porter Jr.,BKN,471,938,338,69,140,0.4928571428571429,48,127,0.3779527559055118,0.3779527559055118,56,82,56,120,24,0.5942028985507246,0.6507936507936508,0.8333333333333334,0.4756554307116105,0.5338449438202246,0.5280898876404494,0.578125,12,9,0.0642857142857142,2,0.0157480314960629,30.471698113207548,0.3603,0.2862
Cason Wallace,OKC,471,981,186,41,75,0.5466666666666666,32,87,0.367816091954023,0.367816091954023,8,28,54,93,3,0.3414634146341463,0.35,0.96875,0.5370370370370371,0.5837376543209878,0.5493827160493827,0.5568862275449101,2,10,0.1333333333333333,1,0.0114942528735632,16.498625114573784,0.1896,0.3449
Precious Achiuwa,SAC,471,966,179,68,126,0.5396825396825397,9,26,0.3461538461538461,0.3461538461538461,16,72,64,27,0,0.5294117647058824,0.6666666666666666,1.0,0.1710526315789473,0.5549809210526316,0.5361842105263158,0.5457317073170732,28,12,0.0952380952380952,0,0.0,16.409791477787852,0.1853,0.2353
RJ Barrett,TOR,467,940,243,69,119,0.5798319327731093,21,80,0.2625,0.2625,42,92,46,54,9,0.6666666666666666,0.71875,0.8571428571428571,0.4020100502512563,0.581345728643216,0.5050251256281407,0.54,10,14,0.1176470588235294,1,0.0125,23.64156339370829,0.2585,0.2381
Alex Sarr,WAS,463,985,276,105,210,0.5,14,45,0.3111111111111111,0.3111111111111111,24,124,86,36,6,0.5904761904761905,0.7126436781609196,0.8571428571428571,0.1764705882352941,0.5283972549019607,0.4941176470588235,0.5130111524163569,36,21,0.1,0,0.0,26.334841628959275,0.2802,0.2762
Maxime Raynaud,SAC,460,951,228,96,154,0.6233766233766234,3,10,0.3,0.3,27,164,28,6,3,0.8541666666666666,0.9318181818181818,0.6666666666666666,0.0609756097560975,0.4911478658536587,0.6128048780487805,0.6477272727272727,16,9,0.0584415584415584,0,0.0,17.66355140186916,0.2397,0.2396
Pelle Larsson,MIA,460,1007,215,62,99,0.6262626262626263,19,48,0.3958333333333333,0.3958333333333333,34,94,30,54,3,0.7580645161290323,0.8103448275862069,0.9473684210526316,0.3265306122448979,0.5926183673469387,0.6156462585034014,0.6515151515151515,8,3,0.0303030303030303,0,0.0,16.592328278322924,0.2135,0.1473
Dillon Brooks,PHX,460,942,306,71,151,0.4701986754966887,42,93,0.4516129032258064,0.4516129032258064,38,38,104,99,27,0.2676056338028169,0.2835820895522388,0.7857142857142857,0.3811475409836065,0.5133002049180329,0.5491803278688525,0.575187969924812,8,7,0.0463576158940397,2,0.021505376344086,27.621722846441948,0.3248,0.4733
Isaac Okoro,CHI,456,955,171,37,69,0.5362318840579711,26,68,0.3823529411764705,0.3823529411764705,19,52,22,69,9,0.7027027027027027,0.7647058823529411,0.8846153846153846,0.4963503649635036,0.6229273722627737,0.5547445255474452,0.5738255033557047,6,6,0.0869565217391304,0,0.0,15.406698564593302,0.1791,0.2063
Andrew Nembhard,IND,449,937,280,65,124,0.5241935483870968,36,74,0.4864864864864865,0.4864864864864865,42,48,82,69,39,0.3692307692307692,0.3809523809523809,0.6388888888888888,0.3737373737373737,0.5166873737373735,0.601010101010101,0.636986301369863,4,9,0.0725806451612903,0,0.0,24.8046875,0.2988,0.4959
Norman Powell,MIA,448,972,299,49,108,0.4537037037037037,52,122,0.4262295081967213,0.4262295081967213,45,68,30,138,18,0.6938775510204082,0.7083333333333334,0.8846153846153846,0.5304347826086957,0.5421656521739131,0.5521739130434783,0.5885826771653543,2,13,0.1203703703703703,0,0.0,25.13661202185792,0.3076,0.2108
Victor Wembanyama,SAS,447,937,408,120,189,0.6349206349206349,30,72,0.4166666666666667,0.4166666666666667,78,168,72,81,9,0.7,0.7368421052631579,0.9,0.2758620689655172,0.5915486590038314,0.632183908045977,0.6766666666666666,12,7,0.037037037037037,0,0.0,32.716650438169424,0.4354,0.2
Jalen Suggs,ORL,445,939,232,51,78,0.6538461538461539,36,102,0.3529411764705882,0.3529411764705882,22,34,68,90,18,0.3333333333333333,0.3541666666666667,0.8333333333333334,0.5666666666666667,0.5542152777777776,0.5833333333333334,0.6137566137566137,6,7,0.0897435897435897,0,0.0,22.254616132167158,0.2471,0.4167
Harrison Barnes,SAS,444,935,173,27,52,0.5192307692307693,34,90,0.3777777777777777,0.3777777777777777,17,34,20,93,9,0.6296296296296297,0.6538461538461539,0.9117647058823528,0.6338028169014085,0.5699295774647888,0.5492957746478874,0.565359477124183,2,5,0.0961538461538461,0,0.0,16.32850241545894,0.185,0.2293
Zaccharie Risacher,ATL,441,964,181,44,81,0.5432098765432098,25,80,0.3125,0.3125,18,66,22,72,3,0.75,0.8461538461538461,0.96,0.4968944099378882,0.591614906832298,0.5062111801242236,0.5261627906976745,10,10,0.1234567901234567,0,0.0,17.15867158671587,0.1878,0.145
Mark Williams,PHX,438,903,209,87,137,0.635036496350365,1,1,1.0,1.0,32,134,40,3,0,0.7701149425287356,0.943661971830986,1.0,0.0072463768115942,0.5843887681159421,0.6413043478260869,0.6698717948717948,32,7,0.0510948905109489,0,0.0,16.829745596868882,0.2315,0.1149
Terance Mann,BKN,436,867,140,30,61,0.4918032786885246,19,48,0.3958333333333333,0.3958333333333333,23,28,32,51,6,0.4666666666666667,0.5185185185185185,0.8947368421052632,0.4403669724770642,0.5651091743119265,0.536697247706422,0.5882352941176471,6,5,0.081967213114754,0,0.0,14.329580348004097,0.1615,0.3193
Ivica Zubac,LAC,432,876,205,93,146,0.636986301369863,0,0,0.0,0.0,19,124,62,0,0,0.6666666666666666,0.7848101265822784,0.0,0.0,0.529827397260274,0.636986301369863,0.6528662420382165,28,8,0.0547945205479452,0,0.0,18.386108273748725,0.234,0.6667
Kyshawn George,WAS,427,899,205,43,82,0.524390243902439,33,78,0.4230769230769231,0.4230769230769231,20,32,54,81,18,0.3720930232558139,0.4210526315789473,0.8181818181818182,0.4875,0.538398125,0.578125,0.5994152046783626,10,6,0.073170731707317,1,0.0128205128205128,20.65217391304348,0.228,0.4049
Austin Reaves,LAL,421,870,218,50,84,0.5952380952380952,25,78,0.3205128205128205,0.3205128205128205,43,32,68,54,21,0.32,0.3265306122448979,0.72,0.4814814814814814,0.5358212962962963,0.5401234567901234,0.5888888888888889,2,6,0.0714285714285714,1,0.0128205128205128,22.38648363252376,0.2506,0.48
Khris Middleton,WAS,416,883,188,48,93,0.5161290322580645,21,55,0.3818181818181818,0.3818181818181818,29,54,42,48,15,0.5625,0.6136363636363636,0.7619047619047619,0.3716216216216216,0.507795608108108,0.5371621621621622,0.5705521472392638,8,3,0.032258064516129,4,0.0727272727272727,18.98989898989899,0.2129,0.3378
Egor Dëmin,BKN,400,801,156,27,55,0.4909090909090909,32,86,0.3720930232558139,0.3720930232558139,6,22,32,84,12,0.4074074074074074,0.44,0.875,0.6099290780141844,0.5626166666666667,0.5319148936170213,0.541958041958042,4,6,0.109090909090909,1,0.0116279069767441,18.31140350877193,0.1948,0.3588
Payton Pritchard,BOS,397,779,185,33,61,0.5409836065573771,38,103,0.3689320388349514,0.3689320388349514,5,16,50,93,21,0.2424242424242424,0.2424242424242424,0.8157894736842105,0.6280487804878049,0.5209033536585366,0.5487804878048781,0.5508982035928144,0,2,0.0327868852459016,1,0.0097087378640776,19.52861952861953,0.2375,0.4709
Tre Johnson,WAS,396,837,173,35,81,0.4320987654320987,32,85,0.3764705882352941,0.3764705882352941,7,36,34,75,21,0.5142857142857142,0.5294117647058824,0.78125,0.5120481927710844,0.5209596385542168,0.5,0.5088757396449705,2,3,0.037037037037037,0,0.0,20.063694267515924,0.2067,0.3522
Bub Carrington,WAS,393,834,153,27,61,0.4426229508196721,28,60,0.4666666666666667,0.4666666666666667,15,14,40,69,15,0.2592592592592592,0.2592592592592592,0.8214285714285714,0.4958677685950413,0.5125867768595043,0.5702479338842975,0.5930232558139535,0,5,0.081967213114754,1,0.0166666666666666,17.204301075268816,0.1835,0.4597
Sam Hauser,BOS,390,781,191,14,24,0.5833333333333334,54,118,0.4576271186440678,0.4576271186440678,1,24,4,162,0,0.8571428571428571,0.9230769230769232,1.0,0.8309859154929577,0.5592218309859156,0.6690140845070423,0.6690140845070423,2,1,0.0416666666666666,3,0.0254237288135593,16.647919010123733,0.2446,0.0714
Naji Marshall,DAL,387,820,191,65,104,0.625,10,40,0.25,0.25,31,68,62,30,0,0.5230769230769231,0.5666666666666667,1.0,0.2777777777777778,0.5298572916666667,0.5555555555555556,0.60062893081761,10,4,0.0384615384615384,1,0.025,19.956140350877195,0.2329,0.2385
P.J. Washington,DAL,385,792,191,58,109,0.5321100917431193,19,62,0.3064516129032258,0.3064516129032258,18,72,44,57,0,0.6206896551724138,0.6666666666666666,1.0,0.3625730994152046,0.5508415204678363,0.5058479532163743,0.5190217391304348,8,11,0.1009174311926605,1,0.0161290322580645,22.88888888888889,0.2412,0.1897
Christian Braun,DEN,383,786,149,47,68,0.6911764705882353,11,46,0.2391304347826087,0.2391304347826087,22,76,18,30,3,0.8085106382978723,0.8636363636363636,0.9090909090909092,0.4035087719298245,0.5734929824561403,0.5570175438596491,0.5866141732283464,6,6,0.088235294117647,1,0.0217391304347826,15.903890160183066,0.1896,0.1412
Kyle Kuzma,MIL,382,797,174,50,96,0.5208333333333334,17,56,0.3035714285714285,0.3035714285714285,23,78,22,48,3,0.78,0.7959183673469388,0.9411764705882352,0.3684210526315789,0.5617072368421052,0.4967105263157895,0.5209580838323353,2,8,0.0833333333333333,0,0.0,22.3915592028136,0.2183,0.1394
Moussa Diabaté,CHA,379,769,114,48,68,0.7058823529411765,0,0,0.0,0.0,18,54,42,0,0,0.5625,0.84375,0.0,0.0,0.5788411764705884,0.7058823529411765,0.7125,32,8,0.1176470588235294,0,0.0,10.753880266075388,0.1482,0.7188
Jeremiah Fears,NOP,376,790,203,55,122,0.4508196721311475,25,60,0.4166666666666667,0.4166666666666667,18,38,72,48,27,0.3454545454545454,0.3725490196078431,0.64,0.3296703296703296,0.5665236263736263,0.5082417582417582,0.5286458333333334,8,17,0.1393442622950819,1,0.0166666666666666,23.170731707317078,0.257,0.5073
Josh Giddey,CHI,375,794,172,39,78,0.5,25,60,0.4166666666666667,0.4166666666666667,19,26,52,57,18,0.3333333333333333,0.3421052631578947,0.76,0.4347826086956521,0.5858590579710143,0.5543478260869565,0.5771812080536913,2,6,0.0769230769230769,0,0.0,21.38794084186576,0.2166,0.4533
Derik Queen,NOP,375,795,151,55,113,0.4867256637168141,4,10,0.4,0.4,29,48,62,12,0,0.4363636363636363,0.5333333333333333,1.0,0.08130081300813,0.5455853658536585,0.4959349593495935,0.5431654676258992,20,7,0.0619469026548672,0,0.0,19.642857142857142,0.1899,0.2818
Jay Huff,IND,373,775,207,37,48,0.7708333333333334,38,98,0.3877551020408163,0.3877551020408163,19,58,16,114,0,0.7837837837837838,0.935483870967742,1.0,0.6712328767123288,0.5872743150684931,0.6438356164383562,0.667741935483871,12,4,0.0833333333333333,0,0.0,19.22626025791325,0.2671,0.1081
Nikola Vučević,BOS,371,766,185,60,100,0.6,19,52,0.3653846153846153,0.3653846153846153,8,94,26,57,0,0.7833333333333333,0.8703703703703703,1.0,0.3421052631578947,0.531566447368421,0.5822368421052632,0.589171974522293,12,8,0.08,0,0.0,20.2576112412178,0.2415,0.1083
Jake LaRavia,LAL,371,768,102,20,33,0.6060606060606061,15,47,0.3191489361702128,0.3191489361702128,17,34,6,45,0,0.85,0.9444444444444444,1.0,0.5875,0.5804387499999999,0.53125,0.5666666666666667,4,4,0.1212121212121212,0,0.0,11.929824561403509,0.1328,0.075
Jrue Holiday,POR,370,779,183,40,80,0.5,33,79,0.4177215189873418,0.4177215189873418,4,28,52,63,36,0.35,0.3888888888888889,0.6363636363636364,0.4968553459119497,0.5543946540880502,0.5628930817610063,0.56875,8,9,0.1125,1,0.0126582278481012,20.192307692307693,0.2349,0.5068
Moses Moody,GSW,368,775,159,25,48,0.5208333333333334,34,90,0.3777777777777777,0.3777777777777777,7,32,18,102,0,0.64,0.6956521739130435,1.0,0.6521739130434783,0.5551884057971015,0.5507246376811594,0.5559440559440559,4,7,0.1458333333333333,2,0.0222222222222222,17.35159817351598,0.2052,0.18
Isaiah Hartenstein,OKC,367,755,168,73,110,0.6636363636363637,0,0,0.0,0.0,22,122,24,0,0,0.8356164383561644,0.9384615384615383,0.0,0.0,0.6037754545454546,0.6636363636363637,0.7,16,6,0.0545454545454545,0,0.0,16.86046511627907,0.2225,0.5822
Derrick Jones Jr.,LAC,365,729,121,39,68,0.5735294117647058,9,34,0.2647058823529412,0.2647058823529412,16,58,20,27,0,0.7435897435897436,0.8529411764705882,1.0,0.3333333333333333,0.5768563725490197,0.5147058823529411,0.555045871559633,10,4,0.0588235294117647,1,0.0294117647058823,15.0,0.166,0.1282
Anthony Black,ORL,364,744,197,46,83,0.5542168674698795,29,71,0.4084507042253521,0.4084507042253521,18,56,36,69,18,0.6086956521739131,0.6222222222222222,0.7931034482758621,0.461038961038961,0.5618126623376622,0.5811688311688312,0.5969696969696969,2,11,0.1325301204819277,0,0.0,23.03921568627451,0.2648,0.2991
Svi Mykhailiuk,UTA,358,749,138,26,40,0.65,26,75,0.3466666666666667,0.3466666666666667,8,28,24,78,0,0.5384615384615384,0.56,1.0,0.6521739130434783,0.5425891304347827,0.5652173913043478,0.5798319327731093,2,2,0.05,0,0.0,16.00467289719626,0.1842,0.2308
Lauri Markkanen,UTA,357,748,255,63,110,0.5727272727272728,27,79,0.3417721518987341,0.3417721518987341,48,94,32,75,6,0.746031746031746,0.7966101694915254,0.925925925925926,0.4179894179894179,0.5259489417989417,0.5476190476190477,0.6,8,10,0.0909090909090909,3,0.0379746835443038,25.02883506343714,0.3409,0.164
Peyton Watson,DEN,354,710,163,40,79,0.5063291139240507,19,46,0.4130434782608695,0.4130434782608695,26,60,20,57,0,0.75,0.8108108108108109,1.0,0.368,0.56716,0.548,0.5780141843971631,6,9,0.1139240506329113,0,0.0,20.0,0.2296,0.125
Jakob Poeltl,TOR,348,714,173,82,110,0.7454545454545455,0,0,0.0,0.0,9,130,34,0,0,0.7926829268292683,0.9558823529411764,0.0,0.0,0.5874381818181819,0.7454545454545455,0.7521739130434782,28,4,0.0363636363636363,0,0.0,16.311166875784192,0.2423,0.6037
Jaren Jackson Jr.,MEM,345,718,230,63,122,0.5163934426229508,28,54,0.5185185185185185,0.5185185185185185,20,78,48,78,6,0.6190476190476191,0.6290322580645161,0.9285714285714286,0.3068181818181818,0.5116718750000001,0.5965909090909091,0.6216216216216216,2,15,0.1229508196721311,0,0.0,25.4278728606357,0.3203,0.2262
Cedric Coward,MEM,344,708,180,49,79,0.620253164556962,20,54,0.3703703703703703,0.3703703703703703,22,46,52,48,12,0.4693877551020408,0.5476190476190477,0.8,0.4060150375939849,0.5651225563909774,0.5939849624060151,0.6293706293706294,14,7,0.0886075949367088,1,0.0185185185185185,20.32418952618454,0.2542,0.3653
Sam Merrill,CLE,342,689,162,16,28,0.5714285714285714,40,89,0.449438202247191,0.449438202247191,10,28,4,117,3,0.875,0.9333333333333332,0.975,0.7606837606837606,0.5602495726495726,0.6495726495726496,0.6639344262295082,2,2,0.0714285714285714,0,0.0,17.272727272727273,0.2351,0.075
Darius Garland,CLE,342,706,166,32,59,0.5423728813559322,30,74,0.4054054054054054,0.4054054054054054,12,18,46,66,24,0.28125,0.28125,0.7333333333333333,0.556390977443609,0.5438022556390977,0.5789473684210527,0.6014492753623188,0,2,0.0338983050847457,1,0.0135135135135135,21.48337595907928,0.2351,0.4927
Jaylon Tyson,CLE,339,691,152,40,65,0.6153846153846154,21,53,0.3962264150943396,0.3962264150943396,9,60,20,63,0,0.75,0.8108108108108109,1.0,0.4491525423728814,0.6000144067796611,0.6059322033898306,0.6229508196721312,6,9,0.1384615384615384,0,0.0,17.263427109974423,0.22,0.125
Aaron Nesmith,IND,339,715,143,23,53,0.4339622641509434,27,58,0.4655172413793103,0.4655172413793103,16,40,6,81,0,0.8695652173913043,0.9090909090909092,1.0,0.5225225225225225,0.543309009009009,0.5720720720720721,0.597457627118644,2,8,0.1509433962264151,0,0.0,16.116751269035532,0.2,0.0652
Cody Williams,UTA,338,722,116,47,73,0.6438356164383562,5,16,0.3125,0.3125,7,78,16,15,0,0.8297872340425532,0.8478260869565217,1.0,0.1797752808988764,0.5451370786516854,0.6123595505617978,0.6170212765957447,2,6,0.0821917808219178,0,0.0,13.780025284450064,0.1607,0.0851
Kelly Oubre Jr.,PHI,338,693,155,38,60,0.6333333333333333,19,48,0.3958333333333333,0.3958333333333333,22,34,42,57,0,0.4473684210526316,0.4722222222222222,1.0,0.4444444444444444,0.5660694444444444,0.6157407407407407,0.6352459016393442,4,8,0.1333333333333333,0,0.0,17.091836734693878,0.2237,0.2763
Rui Hachimura,LAL,338,703,141,29,53,0.5471698113207547,24,44,0.5454545454545454,0.5454545454545454,11,44,14,72,0,0.7586206896551724,0.8148148148148148,1.0,0.4536082474226804,0.5515706185567012,0.6701030927835051,0.6844660194174758,4,2,0.0377358490566037,0,0.0,14.360313315926891,0.2006,0.1207
Joel Embiid,PHI,337,683,280,88,147,0.5986394557823129,16,47,0.3404255319148936,0.3404255319148936,56,106,70,45,3,0.6022727272727273,0.6625,0.9375,0.2422680412371134,0.5088295336787564,0.5773195876288659,0.636986301369863,16,7,0.0476190476190476,1,0.0212765957446808,32.27513227513228,0.41,0.2301
Kyle Filipowski,UTA,334,694,167,46,77,0.5974025974025974,17,48,0.3541666666666667,0.3541666666666667,24,56,36,51,0,0.6086956521739131,0.7,1.0,0.384,0.5542832,0.572,0.6007194244604317,12,10,0.1298701298701298,0,0.0,21.694480102695763,0.2406,0.1957
Shaedon Sharpe,POR,323,687,211,61,113,0.5398230088495575,19,72,0.2638888888888889,0.2638888888888889,32,58,64,36,21,0.4754098360655737,0.4833333333333333,0.631578947368421,0.3891891891891892,0.552628918918919,0.4837837837837838,0.5248756218905473,2,10,0.0884955752212389,0,0.0,28.295042321644495,0.3071,0.4465
Spencer Jones,DEN,322,649,96,19,31,0.6129032258064516,16,46,0.3478260869565217,0.3478260869565217,10,26,12,48,0,0.6842105263157895,0.9285714285714286,1.0,0.5974025974025974,0.5947564935064933,0.5584415584415584,0.5581395348837209,10,6,0.1935483870967742,0,0.0,12.849162011173185,0.1479,0.1579
Brook Lopez,LAC,320,632,121,19,44,0.4318181818181818,22,66,0.3333333333333333,0.3333333333333333,17,26,12,66,0,0.6842105263157895,0.7647058823529411,1.0,0.6,0.5219349999999998,0.4727272727272727,0.5170940170940171,4,6,0.1363636363636363,0,0.0,18.103448275862068,0.1915,0.1579
Zach LaVine,SAC,316,641,146,37,63,0.5873015873015873,17,48,0.3541666666666667,0.3541666666666667,21,50,24,36,15,0.6756756756756757,0.6756756756756757,0.7058823529411765,0.4324324324324324,0.5188702702702701,0.5630630630630631,0.584,0,3,0.0476190476190476,0,0.0,20.140845070422536,0.2278,0.3092
Kevin Porter Jr.,MIL,315,661,116,34,74,0.4594594594594595,10,24,0.4166666666666667,0.4166666666666667,18,14,54,21,9,0.2058823529411764,0.2121212121212121,0.7,0.2448979591836734,0.5518540816326531,0.5,0.5471698113207547,2,8,0.1081081081081081,0,0.0,18.106995884773664,0.1755,0.5471
Jusuf Nurkić,UTA,314,667,134,50,89,0.5617977528089888,8,20,0.4,0.4,10,84,16,24,0,0.84,0.9333333333333332,1.0,0.1834862385321101,0.5002779816513762,0.5688073394495413,0.5630252100840336,10,8,0.0898876404494382,0,0.0,17.92207792207792,0.2009,0.08
Dean Wade,CLE,309,624,105,18,27,0.6666666666666666,22,46,0.4782608695652174,0.4782608695652174,3,26,10,66,0,0.7222222222222222,0.8666666666666667,1.0,0.6301369863013698,0.6091328767123287,0.6986301369863014,0.7094594594594594,6,3,0.1111111111111111,0,0.0,10.74964639321075,0.1683,0.1389
Giannis Antetokounmpo,MIL,306,633,250,88,143,0.6153846153846154,3,12,0.25,0.25,65,92,84,9,0,0.5227272727272727,0.5679012345679012,1.0,0.0774193548387096,0.6083664516129031,0.5967741935483871,0.6157635467980296,14,6,0.0419580419580419,0,0.0,34.53757225433526,0.3949,0.2386
Stephen Curry,GSW,306,651,218,36,58,0.6206896551724138,38,86,0.4418604651162791,0.4418604651162791,32,50,22,87,27,0.6944444444444444,0.7142857142857143,0.7631578947368421,0.5972222222222222,0.5375149305555555,0.6458333333333334,0.6867088607594937,2,3,0.0517241379310344,0,0.0,25.311203319502077,0.3349,0.2712
Daniel Gafford,DAL,305,632,125,54,86,0.627906976744186,0,0,0.0,0.0,17,74,34,0,0,0.6851851851851852,0.925,0.0,0.0,0.5917627906976745,0.627906976744186,0.6648936170212766,28,12,0.1395348837209302,0,0.0,14.958448753462603,0.1978,0.6574
Nolan Traore,BKN,305,605,102,31,75,0.4133333333333333,10,43,0.2325581395348837,0.2325581395348837,10,20,42,30,0,0.3225806451612903,0.3448275862068966,1.0,0.3644067796610169,0.5371199152542373,0.3898305084745763,0.408,4,11,0.1466666666666666,0,0.0,24.508320726172464,0.1686,0.3387
Jarace Walker,IND,304,657,118,30,55,0.5454545454545454,14,51,0.2745098039215686,0.2745098039215686,16,32,28,36,6,0.5333333333333333,0.5333333333333333,0.8571428571428571,0.4811320754716981,0.5469339622641509,0.4811320754716981,0.5086206896551724,0,3,0.0545454545454545,0,0.0,19.610570236439496,0.1796,0.3048
Tristan da Silva,ORL,302,633,119,28,45,0.6222222222222222,18,48,0.375,0.375,9,42,14,51,3,0.75,0.7777777777777778,0.9444444444444444,0.5161290322580645,0.5542241935483871,0.5913978494623656,0.6134020618556701,2,2,0.0444444444444444,2,0.0416666666666666,15.472779369627506,0.188,0.1528
Jimmy Butler III,GSW,296,621,176,59,92,0.6413043478260869,6,14,0.4285714285714285,0.4285714285714285,40,76,42,9,9,0.6440677966101694,0.6909090909090909,0.5,0.1320754716981132,0.5665438679245283,0.6415094339622641,0.7096774193548387,8,5,0.0543478260869565,0,0.0,19.42028985507246,0.2834,0.428
Brandin Podziemski,GSW,292,596,123,31,56,0.5535714285714286,13,53,0.2452830188679245,0.2452830188679245,22,38,24,39,0,0.6129032258064516,0.6129032258064516,1.0,0.4862385321100917,0.5646995412844036,0.463302752293578,0.5040983606557377,0,5,0.0892857142857142,0,0.0,19.910179640718564,0.2064,0.1935
Paul George,PHI,289,582,160,29,63,0.4603174603174603,26,66,0.3939393939393939,0.3939393939393939,24,16,42,66,12,0.2758620689655172,0.2857142857142857,0.8461538461538461,0.5116279069767442,0.5287527131782944,0.5271317829457365,0.5673758865248227,2,4,0.0634920634920634,0,0.0,23.42064714946071,0.2749,0.439
Tari Eason,HOU,287,563,106,23,54,0.4259259259259259,18,47,0.3829787234042553,0.3829787234042553,6,22,24,54,0,0.4782608695652174,0.5789473684210527,1.0,0.4653465346534653,0.5698455445544556,0.495049504950495,0.5047619047619047,8,8,0.1481481481481481,0,0.0,18.18181818181818,0.1883,0.2609
Aaron Gordon,DEN,283,568,172,39,62,0.6290322580645161,20,50,0.4,0.4,34,42,36,54,6,0.5384615384615384,0.65625,0.9,0.4464285714285714,0.5715660714285714,0.6160714285714286,0.6564885496183206,14,4,0.064516129032258,0,0.0,21.48499210110585,0.3028,0.2808
Jerami Grant,POR,283,590,168,26,51,0.5098039215686274,30,66,0.4545454545454545,0.4545454545454545,26,24,28,87,3,0.4615384615384615,0.48,0.9666666666666668,0.5641025641025641,0.5596388888888889,0.6068376068376068,0.6461538461538462,2,8,0.1568627450980392,0,0.0,21.65242165242165,0.2847,0.2859
Jalen Williams,OKC,278,593,156,51,91,0.5604395604395604,11,29,0.3793103448275862,0.3793103448275862,21,46,56,24,9,0.4509803921568627,0.4693877551020408,0.7272727272727273,0.2416666666666666,0.5577804166666668,0.5625,0.5954198473282443,4,7,0.0769230769230769,0,0.0,22.37654320987654,0.2631,0.4109
Kel'el Ware,MIA,271,568,106,33,54,0.6111111111111112,11,28,0.3928571428571428,0.3928571428571428,7,44,22,33,0,0.6666666666666666,0.9166666666666666,1.0,0.3414634146341463,0.6008646341463415,0.6036585365853658,0.6162790697674418,18,4,0.074074074074074,0,0.0,14.457831325301203,0.1866,0.1667
Josh Okogie,HOU,270,523,78,21,30,0.7,11,28,0.3928571428571428,0.3928571428571428,3,24,18,33,0,0.5714285714285714,0.7058823529411765,1.0,0.4827586206896552,0.5933896551724137,0.646551724137931,0.6290322580645161,8,2,0.0666666666666666,0,0.0,11.688311688311687,0.1491,0.2143
Tre Jones,CHI,263,551,145,43,71,0.6056338028169014,13,30,0.4333333333333333,0.4333333333333333,20,42,44,33,6,0.4883720930232558,0.5121951219512195,0.8461538461538461,0.297029702970297,0.5928752475247525,0.6188118811881188,0.6590909090909091,4,6,0.0845070422535211,0,0.0,20.59308072487644,0.2632,0.3327
Tyler Herro,MIA,260,560,148,43,69,0.6231884057971014,11,45,0.2444444444444444,0.2444444444444444,29,46,40,21,12,0.5348837209302325,0.5348837209302325,0.6363636363636364,0.3947368421052631,0.5269364035087719,0.5219298245614035,0.5873015873015873,0,3,0.0434782608695652,0,0.0,21.88006482982172,0.2643,0.4144
Ryan Kalkbrenner,CHA,254,537,108,45,56,0.8035714285714286,0,0,0.0,0.0,18,66,24,0,0,0.7333333333333333,1.0,0.0,0.0,0.6584464285714285,0.8035714285714286,0.8181818181818182,24,5,0.0892857142857142,0,0.0,12.5,0.2011,0.6333
Quinten Post,GSW,251,531,130,17,36,0.4722222222222222,30,76,0.3947368421052631,0.3947368421052631,6,26,8,87,3,0.7647058823529411,0.8666666666666667,0.9666666666666668,0.6785714285714286,0.5609245535714286,0.5535714285714286,0.5652173913043478,4,4,0.1111111111111111,2,0.0263157894736842,21.283783783783782,0.2448,0.1343
Franz Wagner,ORL,223,472,145,47,80,0.5875,10,24,0.4166666666666667,0.4166666666666667,21,52,42,24,6,0.5531914893617021,0.5531914893617021,0.8,0.2307692307692307,0.5367134615384616,0.5961538461538461,0.6304347826086957,0,3,0.0375,0,0.0,23.63977485928705,0.3072,0.3234
