entity_id,season_year,drives,pts_per_drive,cov_proxy,adj_ast,pva_proxy,elbow_touches,paint_touches,post_touches,total_touches,miv_proxy,oreb,dreb,oreb_contested,dreb_contested,rpv_proxy,def_rim_fgm,def_rim_fga,dsv_proxy,rim_fga,rim_fgm,mid_fga,fg3a,fg3m,total_fga,overall_efg,rim_rate,three_rate,ptv_proxy,off_poss,minutes,stl,blk,data_source,confidence,open_cs_fg3a,open_cs_fg3m,open_cs_3_rate,open_cs_fg3_pct,off_drbl_fg3a,off_drbl_fg3m,off_drbl_fg2a,off_drbl_fg2m,off_drbl_rate,off_drbl_fg3_pct,contested_fg3a,contested_fg2a,contested_shot_rate,wide_open_fg3a,wide_open_fg3m,three_rate_sz,total_fga_sz
1627737,2021,,,,,,,,,,,,,,,,,,,9.0,4.0,0.0,5.0,1.0,14.0,0.3929,0.6429,0.3571,-0.1071,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627737,2022,15.0,0.7333,0.0156,23.0,0.0326,21.0,104.0,17.0,529.0,0.2684,33.0,70.0,21.0,27.0,0.2462,34.0,56.0,0.6071,,,,,,,,,,,705.0,345.64,13.0,12.0,tracking,high,21.0,7.0,0.1567,0.3333,0.0,0.0,3.0,0.0,0.0224,,0.0,87.0,0.6493,19.0,7.0,0.1866,134.0
1627738,2017,,,,,,,,,,,,,,,,,,,37.0,23.0,,0.0,0.0,46.0,0.5216,0.8042,0.0,0.711,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627738,2019,,,,,,,,,,,,,,,,,,,18.0,14.0,3.0,1.0,0.0,22.0,0.6818,0.8182,0.0455,0.1818,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627739,2017,,,,,,,,,,,,,,,,,,,99.0,55.0,,73.0,21.0,293.0,0.4351,0.3379,0.2491,-2.542,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627739,2019,,,,,,,,,,,,,,,,,,,229.0,112.0,175.0,95.0,33.0,499.0,0.4579,0.4589,0.1904,-0.0421,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627739,2020,,,,,,,,,,,,,,,,,,,198.0,115.0,30.0,112.0,29.0,340.0,0.4868,0.5824,0.3294,-0.0132,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627739,2021,,,,,,,,,,,,,,,,,,,9.0,1.0,1.0,2.0,0.0,12.0,0.0833,0.75,0.1667,-0.4167,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627739,2022,126.0,0.4206,0.0771,88.0,0.1281,8.0,11.0,13.0,819.0,0.0391,9.0,40.0,4.0,8.0,0.1132,28.0,38.0,0.7368,,,,,,,,,,,687.0,336.35,23.0,3.0,tracking,high,7.0,1.0,0.0686,0.1429,2.0,0.0,50.0,25.0,0.5098,0.0,2.0,55.0,0.5588,8.0,1.0,0.1078,102.0
1627739,2023,263.0,0.7148,0.1533,158.0,0.1289,8.0,11.0,1.0,1439.0,0.0139,9.0,91.0,5.0,20.0,0.1524,36.0,46.0,0.7826,,,,,,,,,,,1226.0,567.56,25.0,10.0,tracking,high,29.0,13.0,0.1343,0.4483,4.0,2.0,144.0,78.0,0.6852,0.5,0.0,153.0,0.7083,28.0,13.0,0.1667,216.0
1627739,2024,337.0,0.4985,0.065,296.0,0.1145,25.0,40.0,0.0,2617.0,0.0248,50.0,138.0,22.0,29.0,0.1382,67.0,99.0,0.6768,,,,,,,,,,,2586.0,1234.22,68.0,28.0,tracking,high,97.0,37.0,0.3099,0.3814,5.0,1.0,134.0,69.0,0.4441,0.2,1.0,154.0,0.4952,87.0,32.0,0.3546,313.0
1627740,2017,,,,,,,,,,,,,,,,,,,14.0,9.0,,35.0,10.0,62.0,0.4515,0.2258,0.5644,-1.924,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627740,2019,,,,,,,,,,,,,,,,,,,45.0,18.0,12.0,38.0,17.0,95.0,0.5,0.4737,0.4,0.0,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627740,2020,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,4.0,0.0,7.0,0.1429,0.4286,0.5714,-0.3571,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627740,2021,,,,,,,,,,,,,,,,,,,5.0,3.0,0.0,9.0,2.0,14.0,0.4286,0.3571,0.6429,-0.0714,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627741,2017,,,,,,,,,,,,,,,,,,,172.0,107.0,,376.0,148.0,723.0,0.5546,0.2379,0.52,-0.563,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627741,2019,,,,,,,,,,,,,,,,,,,358.0,198.0,351.0,651.0,278.0,1360.0,0.5603,0.2632,0.4787,0.0603,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627741,2020,,,,,,,,,,,,,,,,,,,220.0,125.0,250.0,680.0,268.0,1150.0,0.5461,0.1913,0.5913,0.0461,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627741,2021,,,,,,,,,,,,,,,,,,,132.0,66.0,139.0,721.0,282.0,992.0,0.5484,0.1331,0.7268,0.0484,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627741,2022,442.0,0.4186,0.0365,296.0,0.0584,25.0,66.0,1.0,4336.0,0.0212,66.0,284.0,27.0,43.0,0.0996,224.0,312.0,0.7179,,,,,,,,,,,5069.0,2468.77,72.0,25.0,tracking,high,404.0,155.0,0.3713,0.3837,94.0,29.0,121.0,60.0,0.1976,0.3085,159.0,184.0,0.3153,270.0,100.0,0.6507,1088.0
1627741,2023,475.0,0.4274,0.0391,295.0,0.0568,35.0,68.0,0.0,4698.0,0.0219,67.0,333.0,21.0,48.0,0.0925,212.0,301.0,0.7043,,,,,,,,,,,5193.0,2481.91,92.0,26.0,tracking,high,455.0,198.0,0.4383,0.4352,65.0,22.0,102.0,46.0,0.1609,0.3385,70.0,196.0,0.2563,319.0,152.0,0.6522,1038.0
1627741,2024,352.0,0.4773,0.0379,267.0,0.0602,40.0,75.0,1.0,4129.0,0.0281,59.0,203.0,21.0,33.0,0.1109,172.0,247.0,0.6964,,,,,,,,,,,4436.0,2138.16,69.0,42.0,tracking,high,372.0,157.0,0.446,0.422,31.0,9.0,82.0,43.0,0.1355,0.2903,63.0,182.0,0.2938,315.0,139.0,0.6679,834.0
1627742,2017,,,,,,,,,,,,,,,,,,,232.0,138.0,,185.0,55.0,633.0,0.4763,0.3665,0.2923,-1.8,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627742,2019,,,,,,,,,,,,,,,,,,,354.0,211.0,279.0,94.0,31.0,727.0,0.5193,0.4869,0.1293,0.0193,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627742,2020,,,,,,,,,,,,,,,,,,,373.0,216.0,320.0,375.0,146.0,1068.0,0.53,0.3493,0.3511,0.03,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627742,2021,,,,,,,,,,,,,,,,,,,244.0,148.0,480.0,375.0,143.0,1099.0,0.5318,0.222,0.3412,0.0318,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627742,2022,640.0,0.6141,0.1067,381.0,0.1034,103.0,66.0,74.0,3479.0,0.0698,33.0,276.0,12.0,72.0,0.165,84.0,129.0,0.6512,,,,,,,,,,,3684.0,1834.45,34.0,25.0,tracking,high,137.0,53.0,0.1424,0.3869,31.0,5.0,129.0,67.0,0.1663,0.1613,56.0,198.0,0.264,50.0,22.0,0.2308,962.0
1627742,2023,610.0,0.7311,0.1428,329.0,0.1053,94.0,46.0,68.0,2974.0,0.0699,23.0,223.0,10.0,47.0,0.1425,75.0,113.0,0.6637,,,,,,,,,,,3124.0,1538.07,32.0,19.0,tracking,high,98.0,45.0,0.1175,0.4592,27.0,8.0,114.0,64.0,0.1691,0.2963,43.0,207.0,0.2998,42.0,19.0,0.1966,834.0
1627742,2024,824.0,0.6432,0.1242,466.0,0.1092,124.0,65.0,62.0,4088.0,0.0614,42.0,279.0,21.0,55.0,0.1343,105.0,167.0,0.6287,,,,,,,,,,,4267.0,2102.67,50.0,40.0,tracking,high,128.0,53.0,0.127,0.4141,45.0,15.0,169.0,100.0,0.2123,0.3333,58.0,235.0,0.2907,77.0,27.0,0.2381,1008.0
1627743,2017,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,4.0,0.8728,0.2494,0.2494,-1.46,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627743,2019,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,6.0,2.0,15.0,0.6,0.4,0.4,0.1,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627744,2017,,,,,,,,,,,,,,,,,,,5.0,2.0,,0.0,0.0,6.0,0.3328,0.8319,0.0,-0.513,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627745,2017,,,,,,,,,,,,,,,,,,,8.0,7.0,,0.0,0.0,15.0,0.533,0.533,0.0,-0.452,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627745,2019,,,,,,,,,,,,,,,,,,,69.0,51.0,5.0,0.0,0.0,74.0,0.7162,0.9324,0.0,0.2162,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627745,2020,,,,,,,,,,,,,,,,,,,164.0,118.0,5.0,9.0,2.0,178.0,0.6854,0.9213,0.0506,0.1854,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627745,2021,,,,,,,,,,,,,,,,,,,83.0,63.0,15.0,5.0,1.0,103.0,0.6845,0.8058,0.0485,0.1845,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627745,2022,38.0,0.8684,0.0159,77.0,0.0372,146.0,227.0,29.0,1461.0,0.2752,75.0,170.0,44.0,52.0,0.2038,113.0,207.0,0.5459,,,,,,,,,,,2071.0,1014.74,26.0,47.0,tracking,high,27.0,10.0,0.1015,0.3704,0.0,0.0,1.0,0.0,0.0038,,0.0,169.0,0.6353,20.0,5.0,0.109,266.0
1627745,2023,4.0,0.0,0.0,20.0,0.0196,34.0,107.0,4.0,485.0,0.299,42.0,80.0,25.0,20.0,0.1948,38.0,75.0,0.5067,,,,,,,,,,,1023.0,477.45,8.0,21.0,tracking,high,17.0,10.0,0.1977,0.5882,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,0.6395,14.0,9.0,0.1977,86.0
1627745,2024,7.0,1.1429,0.0151,17.0,0.032,26.0,64.0,8.0,357.0,0.2745,20.0,40.0,9.0,14.0,0.211,24.0,44.0,0.5455,,,,,,,,,,,531.0,269.71,7.0,13.0,tracking,high,14.0,3.0,0.1944,0.2143,0.0,0.0,1.0,0.0,0.0139,,0.0,37.0,0.5139,13.0,3.0,0.1944,72.0
1627746,2017,,,,,,,,,,,,,,,,,,,109.0,69.0,,8.0,3.0,202.0,0.5866,0.5396,0.0396,1.336,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627746,2019,,,,,,,,,,,,,,,,,,,29.0,16.0,7.0,13.0,6.0,49.0,0.5918,0.5918,0.2653,0.0918,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627746,2020,,,,,,,,,,,,,,,,,,,96.0,55.0,38.0,13.0,3.0,147.0,0.5612,0.6531,0.0884,0.0612,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627747,2017,,,,,,,,,,,,,,,,,,,124.0,84.0,,180.0,58.0,360.0,0.5528,0.3444,0.5,1.107,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627747,2019,,,,,,,,,,,,,,,,,,,257.0,136.0,72.0,154.0,48.0,483.0,0.4783,0.5321,0.3188,-0.0217,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627747,2020,,,,,,,,,,,,,,,,,,,341.0,162.0,158.0,216.0,80.0,715.0,0.4811,0.4769,0.3021,-0.0189,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627747,2021,,,,,,,,,,,,,,,,,,,326.0,173.0,230.0,258.0,84.0,814.0,0.4926,0.4005,0.317,-0.0074,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627747,2022,863.0,0.5863,0.1419,320.0,0.0897,39.0,77.0,11.0,3645.0,0.0348,43.0,171.0,25.0,30.0,0.1322,100.0,125.0,0.8,,,,,,,,,,,3566.0,1780.4,51.0,23.0,tracking,high,106.0,43.0,0.1243,0.4057,97.0,29.0,246.0,128.0,0.4021,0.299,11.0,305.0,0.3705,116.0,37.0,0.3001,853.0
1627747,2023,707.0,0.4512,0.0716,352.0,0.079,44.0,76.0,4.0,3486.0,0.0356,53.0,229.0,28.0,40.0,0.1391,115.0,165.0,0.697,,,,,,,,,,,4458.0,2237.36,72.0,24.0,tracking,high,205.0,79.0,0.2763,0.3854,68.0,28.0,176.0,83.0,0.3288,0.4118,13.0,245.0,0.3477,177.0,68.0,0.4367,742.0
1627747,2024,796.0,0.4774,0.0955,416.0,0.1045,37.0,68.0,0.0,3620.0,0.029,39.0,241.0,20.0,40.0,0.1207,99.0,142.0,0.6972,,,,,,,,,,,3979.0,1958.05,76.0,34.0,tracking,high,186.0,67.0,0.2268,0.3602,74.0,22.0,222.0,107.0,0.361,0.2973,23.0,296.0,0.389,176.0,60.0,0.4049,820.0
1627748,2017,,,,,,,,,,,,,,,,,,,72.0,47.0,,73.0,28.0,169.0,0.5739,0.426,0.4319,2.023,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627748,2019,,,,,,,,,,,,,,,,,,,95.0,54.0,20.0,153.0,49.0,268.0,0.4981,0.3545,0.5709,-0.0019,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627748,2020,,,,,,,,,,,,,,,,,,,103.0,58.0,23.0,64.0,22.0,190.0,0.5316,0.5421,0.3368,0.0316,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627748,2021,,,,,,,,,,,,,,,,,,,14.0,9.0,2.0,2.0,0.0,18.0,0.5556,0.7778,0.1111,0.0556,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627749,2017,,,,,,,,,,,,,,,,,,,60.0,34.0,,23.0,9.0,107.0,0.5093,0.5607,0.2149,0.699,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627749,2020,,,,,,,,,,,,,,,,,,,263.0,131.0,250.0,111.0,41.0,624.0,0.4912,0.4215,0.1779,-0.0088,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627749,2021,,,,,,,,,,,,,,,,,,,348.0,180.0,425.0,199.0,63.0,972.0,0.4851,0.358,0.2047,-0.0149,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627749,2022,1219.0,0.5127,0.1273,733.0,0.1493,42.0,115.0,6.0,5952.0,0.0274,80.0,483.0,38.0,85.0,0.1231,167.0,251.0,0.6653,,,,,,,,,,,4911.0,2365.95,139.0,23.0,tracking,high,162.0,60.0,0.1306,0.3704,79.0,20.0,337.0,178.0,0.3355,0.2532,51.0,423.0,0.3823,86.0,33.0,0.2371,1240.0
1627749,2023,898.0,0.5902,0.0944,521.0,0.0928,38.0,83.0,10.0,5371.0,0.0244,53.0,336.0,20.0,73.0,0.1297,211.0,275.0,0.7673,,,,,,,,,,,5613.0,2693.37,112.0,19.0,tracking,high,229.0,78.0,0.1736,0.3406,85.0,28.0,304.0,153.0,0.2949,0.3294,73.0,356.0,0.3252,107.0,41.0,0.2934,1319.0
1627749,2024,1180.0,0.5763,0.1174,614.0,0.106,33.0,81.0,3.0,6341.0,0.0185,62.0,354.0,25.0,53.0,0.1058,222.0,290.0,0.7655,,,,,,,,,,,5793.0,2783.36,111.0,24.0,tracking,high,224.0,83.0,0.1538,0.3705,152.0,54.0,401.0,201.0,0.3798,0.3553,188.0,432.0,0.4258,88.0,34.0,0.3791,1456.0
1627750,2017,,,,,,,,,,,,,,,,,,,186.0,116.0,,341.0,115.0,689.0,0.5058,0.27,0.4949,-1.107,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627750,2019,,,,,,,,,,,,,,,,,,,363.0,184.0,394.0,414.0,152.0,1171.0,0.5013,0.31,0.3535,0.0013,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627750,2020,,,,,,,,,,,,,,,,,,,260.0,152.0,308.0,324.0,112.0,892.0,0.5202,0.2915,0.3632,0.0202,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627750,2021,,,,,,,,,,,,,,,,,,,200.0,130.0,270.0,315.0,129.0,785.0,0.5599,0.2548,0.4013,0.0599,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627750,2023,645.0,0.5504,0.0822,496.0,0.1149,69.0,79.0,45.0,4642.0,0.0416,48.0,209.0,15.0,32.0,0.1076,134.0,177.0,0.7571,,,,,,,,,,,4318.0,2133.43,66.0,16.0,tracking,high,174.0,72.0,0.1673,0.4138,160.0,59.0,148.0,81.0,0.2962,0.3688,51.0,242.0,0.2817,174.0,80.0,0.4144,1040.0
1627750,2024,679.0,0.4934,0.094,454.0,0.1273,60.0,76.0,50.0,3963.0,0.0469,40.0,194.0,17.0,34.0,0.1278,124.0,182.0,0.6813,,,,,,,,,,,3565.0,1790.2,55.0,37.0,tracking,high,130.0,53.0,0.1376,0.4077,127.0,51.0,189.0,100.0,0.3344,0.4016,31.0,260.0,0.3079,138.0,57.0,0.345,945.0
1627751,2017,,,,,,,,,,,,,,,,,,,98.0,66.0,,0.0,0.0,103.0,0.6504,0.9514,0.0,2.616,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627751,2019,,,,,,,,,,,,,,,,,,,272.0,178.0,18.0,0.0,0.0,290.0,0.6448,0.9379,0.0,0.1448,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627751,2020,,,,,,,,,,,,,,,,,,,238.0,149.0,26.0,0.0,0.0,264.0,0.625,0.9015,0.0,0.125,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627751,2021,,,,,,,,,,,,,,,,,,,384.0,244.0,47.0,0.0,0.0,431.0,0.6148,0.891,0.0,0.1148,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627751,2022,65.0,0.6,0.0096,215.0,0.0532,421.0,664.0,148.0,3943.0,0.3127,262.0,371.0,198.0,173.0,0.3092,313.0,571.0,0.5482,,,,,,,,,,,4044.0,1969.69,45.0,117.0,tracking,high,0.0,0.0,0.0,,0.0,0.0,11.0,4.0,0.0166,,0.0,482.0,0.727,1.0,1.0,0.0015,663.0
1627751,2023,105.0,0.819,0.0223,229.0,0.0593,470.0,591.0,128.0,3701.0,0.3213,233.0,410.0,173.0,186.0,0.3255,333.0,532.0,0.6259,,,,,,,,,,,3859.0,1880.01,66.0,85.0,tracking,high,0.0,0.0,0.0,,0.0,0.0,18.0,11.0,0.0299,,0.0,435.0,0.7214,0.0,0.0,0.0017,603.0
1627751,2024,33.0,0.6364,0.0078,156.0,0.0577,319.0,436.0,50.0,2401.0,0.3353,146.0,283.0,99.0,100.0,0.2571,217.0,357.0,0.6078,,,,,,,,,,,2702.0,1319.12,35.0,76.0,tracking,high,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0026,,0.0,276.0,0.7302,0.0,0.0,0.0,378.0
1627752,2017,,,,,,,,,,,,,,,,,,,123.0,66.0,,101.0,33.0,260.0,0.5019,0.4731,0.3884,1.021,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627752,2019,,,,,,,,,,,,,,,,,,,177.0,97.0,101.0,315.0,123.0,593.0,0.5455,0.2985,0.5312,0.0455,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627752,2020,,,,,,,,,,,,,,,,,,,211.0,99.0,97.0,430.0,146.0,738.0,0.4756,0.2859,0.5827,-0.0244,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627752,2021,,,,,,,,,,,,,,,,,,,111.0,46.0,58.0,152.0,61.0,321.0,0.4969,0.3458,0.4735,-0.0031,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627752,2022,124.0,0.7823,0.039,89.0,0.0358,16.0,37.0,1.0,1450.0,0.0372,27.0,148.0,16.0,27.0,0.1443,95.0,124.0,0.7661,,,,,,,,,,,2487.0,1176.65,47.0,23.0,tracking,high,176.0,68.0,0.4501,0.3864,7.0,4.0,22.0,12.0,0.0742,0.5714,29.0,101.0,0.3325,117.0,45.0,0.5857,391.0
1627752,2023,201.0,0.6119,0.0498,114.0,0.0462,11.0,30.0,1.0,1498.0,0.028,14.0,114.0,3.0,31.0,0.1333,77.0,112.0,0.6875,,,,,,,,,,,2470.0,1167.28,27.0,15.0,tracking,high,136.0,56.0,0.3676,0.4118,4.0,2.0,29.0,16.0,0.0892,0.5,25.0,112.0,0.3703,101.0,44.0,0.5108,370.0
1627752,2024,235.0,0.5702,0.0304,146.0,0.0331,30.0,49.0,0.0,1961.0,0.0403,21.0,206.0,6.0,34.0,0.095,136.0,200.0,0.68,,,,,,,,,,,4405.0,2107.64,58.0,35.0,tracking,high,250.0,99.0,0.4448,0.396,5.0,3.0,35.0,18.0,0.0712,0.6,58.0,144.0,0.3594,180.0,71.0,0.6192,562.0
1627753,2019,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627754,2017,,,,,,,,,,,,,,,,,,,4.0,1.0,,0.0,0.0,10.0,0.2997,0.3996,0.0,-2.765,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627755,2017,,,,,,,,,,,,,,,,,,,77.0,41.0,,77.0,21.0,397.0,0.4748,0.1939,0.1939,-2.951,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627756,2017,,,,,,,,,,,,,,,,,,,37.0,17.0,,207.0,73.0,284.0,0.4877,0.1303,0.7288,-2.06,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627756,2020,,,,,,,,,,,,,,,,,,,32.0,13.0,68.0,137.0,46.0,237.0,0.5063,0.135,0.5781,0.0063,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627756,2021,,,,,,,,,,,,,,,,,,,81.0,38.0,93.0,242.0,80.0,416.0,0.4688,0.1947,0.5817,-0.0312,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627756,2022,25.0,0.2,0.011,15.0,0.0331,3.0,11.0,0.0,331.0,0.0423,9.0,33.0,3.0,5.0,0.1096,8.0,8.0,1.0,,,,,,,,,,,453.0,222.02,8.0,0.0,tracking,high,40.0,18.0,0.6061,0.45,4.0,1.0,6.0,1.0,0.1515,0.25,0.0,7.0,0.1061,30.0,13.0,0.7121,66.0
1627757,2017,,,,,,,,,,,,,,,,,,,12.0,8.0,,0.0,0.0,24.0,0.4165,0.4998,0.0,-1.973,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627758,2017,,,,,,,,,,,,,,,,,,,74.0,44.0,,84.0,23.0,200.0,0.4675,0.37,0.42,-0.885,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627758,2019,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,13.0,1.0,20.0,0.225,0.25,0.65,-0.275,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
1627759,2017,,,,,,,,,,,,,,,,,,,188.0,123.0,,135.0,46.0,389.0,0.5527,0.4833,0.347,1.738,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627759,2019,,,,,,,,,,,,,,,,,,,359.0,205.0,156.0,276.0,95.0,791.0,0.524,0.4539,0.3489,0.024,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627759,2020,,,,,,,,,,,,,,,,,,,395.0,230.0,153.0,338.0,129.0,886.0,0.5547,0.4458,0.3815,0.0547,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627759,2021,,,,,,,,,,,,,,,,,,,446.0,252.0,255.0,410.0,163.0,1111.0,0.5576,0.4014,0.369,0.0576,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627759,2022,719.0,0.58,0.0945,289.0,0.0655,94.0,135.0,89.0,3914.0,0.0812,53.0,344.0,25.0,77.0,0.1409,117.0,190.0,0.6158,,,,,,,,,,,4413.0,2186.17,70.0,18.0,tracking,high,241.0,90.0,0.2005,0.3734,83.0,32.0,244.0,132.0,0.272,0.3855,95.0,424.0,0.4318,117.0,44.0,0.3794,1202.0
1627759,2023,764.0,0.7723,0.1188,301.0,0.0606,103.0,158.0,45.0,4288.0,0.0714,78.0,381.0,36.0,67.0,0.1262,139.0,212.0,0.6557,,,,,,,,,,,4965.0,2404.96,75.0,26.0,tracking,high,245.0,90.0,0.1772,0.3673,109.0,36.0,300.0,186.0,0.2957,0.3303,124.0,501.0,0.4519,87.0,34.0,0.3521,1383.0
1627759,2024,697.0,0.6772,0.0997,326.0,0.0689,67.0,155.0,128.0,3659.0,0.0957,83.0,301.0,48.0,61.0,0.1531,98.0,157.0,0.6242,,,,,,,,,,,4733.0,2308.12,81.0,37.0,tracking,high,178.0,65.0,0.1441,0.3652,120.0,46.0,325.0,182.0,0.3603,0.3833,100.0,484.0,0.4729,84.0,28.0,0.3263,1235.0
1627760,2022,7.0,0.0,0.0,4.0,0.1429,0.0,2.0,0.0,30.0,0.0667,1.0,2.0,1.0,0.0,0.3333,1.0,1.0,1.0,,,,,,,,,,,28.0,12.84,0.0,0.0,tracking,low,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.5,,0.0,2.0,0.5,0.0,0.0,0.0,4.0
1627761,2017,,,,,,,,,,,,,,,,,,,50.0,39.0,,17.0,1.0,80.0,0.5937,0.6249,0.2125,2.32,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627761,2019,,,,,,,,,,,,,,,,,,,409.0,217.0,34.0,173.0,50.0,616.0,0.487,0.664,0.2808,-0.013,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627761,2020,,,,,,,,,,,,,,,,,,,151.0,83.0,12.0,65.0,15.0,228.0,0.489,0.6623,0.2851,-0.011,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627761,2021,,,,,,,,,,,,,,,,,,,163.0,101.0,12.0,53.0,14.0,228.0,0.5439,0.7149,0.2325,0.0439,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627761,2022,103.0,0.6214,0.0308,75.0,0.0361,34.0,113.0,0.0,1169.0,0.1257,42.0,121.0,28.0,23.0,0.1599,54.0,88.0,0.6136,,,,,,,,,,,2078.0,1026.09,49.0,25.0,tracking,high,36.0,15.0,0.1659,0.4167,0.0,0.0,31.0,15.0,0.1429,,0.0,145.0,0.6682,29.0,11.0,0.1659,217.0
1627762,2017,,,,,,,,,,,,,,,,,,,10.0,8.0,,4.0,1.0,15.0,0.6329,0.6662,0.2665,2.889,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627763,2017,,,,,,,,,,,,,,,,,,,275.0,164.0,,190.0,78.0,589.0,0.5569,0.4669,0.3226,1.447,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
1627763,2019,,,,,,,,,,,,,,,,,,,441.0,253.0,62.0,244.0,104.0,747.0,0.5756,0.5904,0.3266,0.0756,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627763,2020,,,,,,,,,,,,,,,,,,,300.0,148.0,213.0,230.0,75.0,743.0,0.4892,0.4038,0.3096,-0.0108,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
1627763,2021,,,,,,,,,,,,,,,,,,,400.0,205.0,205.0,374.0,145.0,979.0,0.5276,0.4086,0.382,0.0276,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
