entity_id,season_year,u10_fg2m,u10_fg2a,o10_fg2m,o10_fg2a,fg3m,fg3a,open_cs_fg3m,open_cs_fg3a,off_drbl_fg3m,off_drbl_fg3a,off_drbl_fg2m,off_drbl_fg2a,contested_fg3a,contested_fg3m,contested_fg2a,contested_fg2m,wide_open_fg3a,wide_open_fg3m,total_fga_sz,three_rate_sz,open_cs_3_rate,off_drbl_rate,contested_shot_rate,open_cs_fg3_pct,off_drbl_fg3_pct
1628398,2018,247,396,59,152,157,428,129.0,331.0,9.0,30.0,59.0,93.0,30.0,7.0,341.0,200.0,195.0,76.0,976,0.4385,0.3391,0.126,0.3801,0.3897,0.3
1628398,2022,226,366,66,189,128,370,104.0,272.0,11.0,41.0,78.0,139.0,27.0,2.0,316.0,186.0,157.0,55.0,925,0.4,0.2941,0.1946,0.3708,0.3824,0.2683
1628398,2023,301,507,51,154,160,481,106.0,312.0,30.0,76.0,128.0,229.0,42.0,13.0,429.0,240.0,142.0,45.0,1142,0.4212,0.2732,0.2671,0.4124,0.3397,0.3947
1628398,2024,374,624,81,235,151,450,98.0,267.0,24.0,81.0,141.0,278.0,43.0,8.0,487.0,276.0,155.0,61.0,1309,0.3438,0.204,0.2743,0.4049,0.367,0.2963
1628400,2018,20,40,5,14,40,120,35.0,111.0,1.0,2.0,1.0,7.0,2.0,0.0,35.0,18.0,91.0,30.0,174,0.6897,0.6379,0.0517,0.2126,0.3153,0.5
1628400,2022,9,31,6,18,15,50,12.0,43.0,2.0,3.0,1.0,8.0,0.0,0.0,27.0,7.0,42.0,13.0,99,0.5051,0.4343,0.1111,0.2727,0.2791,0.6667
1628401,2018,7,10,1,8,8,13,4.0,7.0,2.0,3.0,4.0,6.0,1.0,1.0,8.0,6.0,7.0,5.0,31,0.4194,0.2258,0.2903,0.2903,0.5714,0.6667
1628401,2022,166,303,56,128,115,369,85.0,266.0,13.0,47.0,105.0,194.0,33.0,8.0,255.0,132.0,195.0,69.0,800,0.4612,0.3325,0.3012,0.36,0.3195,0.2766
1628401,2023,160,287,41,80,149,391,118.0,305.0,14.0,43.0,70.0,143.0,14.0,4.0,238.0,120.0,236.0,100.0,758,0.5158,0.4024,0.2454,0.3325,0.3869,0.3256
1628401,2024,144,250,42,89,196,492,138.0,318.0,33.0,92.0,74.0,148.0,49.0,13.0,207.0,107.0,253.0,107.0,831,0.5921,0.3827,0.2888,0.3081,0.434,0.3587
1628402,2022,79,148,29,56,86,279,69.0,204.0,1.0,15.0,24.0,64.0,24.0,4.0,130.0,69.0,147.0,49.0,483,0.5776,0.4224,0.1636,0.3188,0.3382,0.0667
1628402,2023,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.3333,0.3333,0.0,0.3333,0.0,
1628403,2018,20,37,3,11,1,8,1.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,34.0,19.0,7.0,1.0,56,0.1429,0.1429,0.0536,0.6071,0.125,
1628404,2018,87,119,11,39,78,196,68.0,165.0,3.0,12.0,25.0,33.0,7.0,2.0,99.0,73.0,100.0,41.0,354,0.5537,0.4661,0.1271,0.2994,0.4121,0.25
1628404,2022,186,287,25,64,72,208,46.0,136.0,13.0,32.0,92.0,143.0,18.0,4.0,243.0,148.0,87.0,34.0,559,0.3721,0.2433,0.3131,0.4669,0.3382,0.4062
1628404,2023,195,302,19,54,61,164,59.0,144.0,0.0,1.0,84.0,135.0,6.0,1.0,246.0,153.0,114.0,45.0,520,0.3154,0.2769,0.2615,0.4846,0.4097,0.0
1628404,2024,179,318,36,103,80,259,60.0,186.0,10.0,29.0,57.0,127.0,11.0,4.0,264.0,137.0,161.0,52.0,680,0.3809,0.2735,0.2294,0.4044,0.3226,0.3448
1628405,2018,32,47,6,14,1,6,1.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,40.0,25.0,6.0,1.0,67,0.0896,0.0746,0.1343,0.597,0.2,
1628407,2018,29,45,32,100,11,43,10.0,33.0,0.0,3.0,11.0,19.0,4.0,0.0,37.0,26.0,30.0,7.0,188,0.2287,0.1755,0.117,0.2181,0.303,0.0
1628408,2018,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.5,0.5,,
1628408,2022,12,24,9,27,15,48,11.0,30.0,1.0,7.0,1.0,5.0,7.0,1.0,21.0,11.0,16.0,7.0,99,0.4848,0.303,0.1212,0.2828,0.3667,0.1429
1628408,2023,4,7,4,10,2,16,1.0,11.0,0.0,1.0,2.0,4.0,0.0,0.0,7.0,4.0,6.0,0.0,33,0.4848,0.3333,0.1515,0.2121,0.0909,0.0
1628409,2018,8,12,2,4,18,58,17.0,52.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,8.0,36.0,13.0,74,0.7838,0.7027,0.0,0.2027,0.3269,
1628410,2018,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,,
1628410,2023,82,158,11,24,31,87,27.0,74.0,3.0,8.0,33.0,76.0,1.0,0.0,135.0,64.0,67.0,26.0,269,0.3234,0.2751,0.3123,0.5056,0.3649,0.375
1628411,2018,66,100,16,50,9,46,9.0,42.0,0.0,1.0,23.0,32.0,1.0,0.0,81.0,50.0,38.0,7.0,196,0.2347,0.2143,0.1684,0.4184,0.2143,0.0
1628411,2022,3,8,2,5,3,5,3.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,3.0,5.0,3.0,18,0.2778,0.2778,0.1667,0.4444,0.6,
1628412,2018,72,158,40,106,31,86,9.0,25.0,12.0,31.0,50.0,109.0,17.0,4.0,141.0,62.0,29.0,8.0,350,0.2457,0.0714,0.4,0.4514,0.36,0.3871
1628414,2018,62,109,15,28,23,59,22.0,54.0,0.0,0.0,16.0,28.0,3.0,1.0,96.0,52.0,38.0,16.0,196,0.301,0.2755,0.1429,0.5051,0.4074,
1628415,2018,182,279,61,179,94,260,76.0,190.0,5.0,20.0,57.0,100.0,28.0,8.0,216.0,138.0,118.0,42.0,718,0.3621,0.2646,0.1671,0.3398,0.4,0.25
1628415,2022,103,192,71,172,45,145,24.0,72.0,8.0,26.0,48.0,102.0,18.0,4.0,165.0,81.0,51.0,20.0,509,0.2849,0.1415,0.2515,0.3595,0.3333,0.3077
1628415,2023,161,320,88,231,143,439,97.0,271.0,16.0,53.0,78.0,171.0,28.0,7.0,273.0,134.0,196.0,73.0,990,0.4434,0.2737,0.2263,0.304,0.3579,0.3019
1628415,2024,154,298,42,100,133,370,98.0,275.0,3.0,20.0,57.0,112.0,13.0,2.0,259.0,126.0,230.0,82.0,768,0.4818,0.3581,0.1719,0.3542,0.3564,0.15
1628416,2018,46,87,26,67,72,198,50.0,131.0,10.0,32.0,24.0,53.0,18.0,2.0,76.0,40.0,97.0,34.0,352,0.5625,0.3722,0.2415,0.267,0.3817,0.3125
1628416,2023,0,0,3,3,1,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5,0.4,0.4,0.0,0.0,0.5,
1628418,2018,5,7,2,4,1,10,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,9.0,1.0,21,0.4762,0.4286,0.0476,0.1905,0.1111,
1628418,2022,54,82,11,24,12,42,12.0,40.0,0.0,0.0,3.0,6.0,1.0,0.0,72.0,46.0,28.0,8.0,148,0.2838,0.2703,0.0405,0.4932,0.3,
1628418,2023,175,250,29,60,26,59,25.0,56.0,0.0,0.0,3.0,4.0,2.0,1.0,223.0,152.0,45.0,18.0,369,0.1599,0.1518,0.0108,0.6098,0.4464,
1628418,2024,74,106,6,17,4,20,4.0,17.0,0.0,0.0,6.0,10.0,0.0,0.0,92.0,62.0,16.0,3.0,143,0.1399,0.1189,0.0699,0.6434,0.2353,
1628419,2022,8,11,1,1,1,3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,1.0,15,0.2,0.2,0.0,0.5333,0.3333,
1628420,2018,3,4,1,1,0,1,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,6,0.1667,0.1667,0.5,0.5,0.0,
1628420,2022,134,219,116,240,124,314,99.0,231.0,6.0,35.0,55.0,97.0,18.0,4.0,182.0,104.0,175.0,72.0,773,0.4062,0.2988,0.1708,0.2587,0.4286,0.1714
1628420,2023,88,152,81,159,78,204,50.0,130.0,14.0,38.0,58.0,115.0,12.0,4.0,122.0,65.0,85.0,30.0,515,0.3961,0.2524,0.2971,0.2602,0.3846,0.3684
1628420,2024,12,32,23,51,27,70,22.0,50.0,1.0,4.0,8.0,19.0,3.0,2.0,29.0,10.0,35.0,10.0,153,0.4575,0.3268,0.1503,0.2092,0.44,0.25
1628421,2018,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,,
1628422,2018,25,41,25,49,22,67,16.0,46.0,0.0,6.0,5.0,10.0,7.0,2.0,28.0,17.0,21.0,9.0,157,0.4268,0.293,0.1019,0.2229,0.3478,0.0
1628422,2022,1,1,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,0.25,0.25,0.0,0.25,0.0,
1628424,2018,51,77,18,60,11,39,10.0,31.0,1.0,4.0,19.0,27.0,0.0,0.0,59.0,37.0,29.0,8.0,176,0.2216,0.1761,0.1761,0.3352,0.3226,0.25
1628424,2023,0,1,0,0,1,5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6,0.8333,0.3333,0.1667,0.1667,0.0,0.0
1628424,2024,4,9,3,4,2,8,1.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,2.0,5.0,0.0,21,0.381,0.3333,0.1905,0.3333,0.1429,
1628425,2018,35,63,15,32,31,89,25.0,72.0,1.0,2.0,8.0,19.0,12.0,4.0,55.0,30.0,47.0,18.0,184,0.4837,0.3913,0.1141,0.3641,0.3472,0.5
1628425,2022,24,46,7,17,28,92,24.0,71.0,4.0,6.0,5.0,12.0,14.0,1.0,38.0,20.0,41.0,14.0,155,0.5935,0.4581,0.1161,0.3355,0.338,0.6667
1628425,2023,0,2,0,0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4,0.5,0.5,0.0,0.5,0.0,
1628426,2024,35,58,3,10,45,120,40.0,102.0,0.0,1.0,0.0,3.0,8.0,2.0,45.0,24.0,76.0,27.0,188,0.6383,0.5426,0.0213,0.2819,0.3922,0.0
1628427,2022,15,24,1,5,7,12,6.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,10.0,9.0,7.0,41,0.2927,0.2683,0.0488,0.4634,0.5455,
1628427,2023,61,99,4,13,43,115,38.0,105.0,0.0,1.0,12.0,25.0,5.0,2.0,86.0,51.0,75.0,25.0,227,0.5066,0.4626,0.1145,0.4009,0.3619,0.0
1628429,2018,1,3,0,2,1,8,1.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,6.0,1.0,13,0.6154,0.4615,0.3077,0.3077,0.1667,0.0
1628432,2018,7,12,4,20,11,37,11.0,31.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,5.0,21.0,6.0,69,0.5362,0.4493,0.058,0.1304,0.3548,0.0
1628432,2022,23,41,21,34,37,86,30.0,66.0,2.0,6.0,7.0,10.0,5.0,2.0,38.0,21.0,36.0,20.0,161,0.5342,0.4099,0.0994,0.2671,0.4545,0.3333
1628432,2023,5,14,6,24,17,46,12.0,39.0,0.0,0.0,2.0,4.0,2.0,2.0,12.0,4.0,20.0,9.0,84,0.5476,0.4643,0.0476,0.1667,0.3077,
1628435,2023,1,2,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5,0.0,0.0,0.0,0.4,,
1628436,2018,18,31,3,12,28,79,25.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,58.0,21.0,122,0.6475,0.623,0.0,0.2131,0.3289,
1628436,2022,13,20,0,2,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,4.0,0.0,27,0.1852,0.1852,0.0,0.6296,0.0,
1628436,2023,109,152,1,5,3,13,2.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,126.0,86.0,10.0,2.0,170,0.0765,0.0588,0.0059,0.7471,0.2,
1628436,2024,135,195,0,0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,109.0,1.0,1.0,196,0.0051,0.0051,0.0051,0.8571,1.0,
1628439,2018,27,41,4,13,2,9,2.0,8.0,0.0,0.0,2.0,3.0,1.0,0.0,34.0,20.0,5.0,1.0,63,0.1429,0.127,0.0476,0.5556,0.25,
1628443,2018,6,9,0,1,0,11,0.0,8.0,0.0,2.0,2.0,4.0,0.0,0.0,6.0,4.0,10.0,0.0,21,0.5238,0.381,0.2857,0.2857,0.0,0.0
1628444,2018,12,15,0,2,3,7,3.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,12.0,9.0,3.0,2.0,24,0.2917,0.2917,0.125,0.5,0.4286,
1628449,2018,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,
1628449,2022,191,309,9,37,68,229,63.0,193.0,1.0,4.0,6.0,12.0,27.0,4.0,265.0,150.0,96.0,30.0,575,0.3983,0.3357,0.0278,0.5078,0.3264,0.25
1628449,2023,184,305,15,34,62,189,59.0,167.0,0.0,2.0,10.0,20.0,14.0,2.0,267.0,152.0,72.0,33.0,528,0.358,0.3163,0.0417,0.5322,0.3533,0.0
1628449,2024,75,115,2,6,29,91,26.0,75.0,0.0,0.0,0.0,0.0,15.0,3.0,99.0,59.0,34.0,13.0,212,0.4292,0.3538,0.0,0.5377,0.3467,
1628451,2018,0,1,0,1,1,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,0.5,0.5,0.0,0.0,0.5,
1628455,2018,72,121,24,81,26,96,7.0,24.0,16.0,53.0,64.0,101.0,18.0,3.0,103.0,60.0,28.0,7.0,298,0.3221,0.0805,0.5168,0.406,0.2917,0.3019
1628462,2018,23,35,38,84,87,224,49.0,111.0,18.0,59.0,16.0,27.0,49.0,17.0,23.0,14.0,86.0,33.0,343,0.6531,0.3236,0.2507,0.2099,0.4414,0.3051
1628463,2018,29,46,6,8,32,85,32.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,76.0,30.0,139,0.6115,0.5971,0.0,0.2662,0.3855,
1628464,2018,81,109,24,45,18,59,17.0,56.0,0.0,0.0,1.0,1.0,2.0,0.0,93.0,67.0,45.0,15.0,213,0.277,0.2629,0.0047,0.446,0.3036,
1628464,2022,104,142,14,42,33,107,32.0,103.0,0.0,0.0,1.0,1.0,4.0,1.0,114.0,82.0,75.0,25.0,291,0.3677,0.354,0.0034,0.4055,0.3107,
1628464,2023,17,27,2,6,2,11,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,11.0,2.0,44,0.25,0.25,0.0,0.5,0.1818,
1628464,2024,110,180,16,31,25,67,24.0,62.0,0.0,1.0,1.0,3.0,3.0,0.0,148.0,86.0,57.0,24.0,278,0.241,0.223,0.0144,0.5432,0.3871,0.0
1628467,2018,94,128,17,39,40,127,40.0,121.0,0.0,0.0,2.0,3.0,2.0,0.0,105.0,75.0,106.0,35.0,294,0.432,0.4116,0.0102,0.3639,0.3306,
1628467,2022,52,73,6,26,83,255,81.0,246.0,0.0,0.0,1.0,1.0,5.0,1.0,59.0,41.0,199.0,71.0,354,0.7203,0.6949,0.0028,0.1808,0.3293,
1628467,2023,33,48,5,9,39,112,39.0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,26.0,95.0,36.0,169,0.6627,0.645,0.0,0.2426,0.3578,
1628467,2024,23,36,8,18,32,90,32.0,88.0,0.0,0.0,1.0,2.0,0.0,0.0,31.0,19.0,78.0,30.0,144,0.625,0.6111,0.0139,0.2153,0.3636,
1628469,2018,17,31,18,46,14,47,9.0,25.0,2.0,5.0,5.0,12.0,5.0,0.0,25.0,11.0,18.0,8.0,124,0.379,0.2016,0.1371,0.2419,0.36,0.4
1628470,2018,40,58,5,7,17,58,17.0,50.0,0.0,3.0,1.0,3.0,4.0,0.0,46.0,33.0,23.0,7.0,123,0.4715,0.4065,0.0488,0.4065,0.34,0.0
1628470,2022,106,158,17,49,77,233,69.0,201.0,1.0,4.0,12.0,23.0,17.0,3.0,124.0,76.0,85.0,30.0,440,0.5295,0.4568,0.0614,0.3205,0.3433,0.25
1628470,2023,112,195,16,51,100,254,96.0,236.0,0.0,1.0,12.0,24.0,9.0,2.0,170.0,93.0,137.0,52.0,500,0.508,0.472,0.05,0.358,0.4068,0.0
1628470,2024,39,78,7,17,56,145,47.0,124.0,1.0,2.0,8.0,14.0,11.0,3.0,65.0,32.0,74.0,30.0,240,0.6042,0.5167,0.0667,0.3167,0.379,0.5
1628475,2018,0,0,1,1,1,5,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6,0.8333,0.3333,0.1667,0.3333,0.0,0.0
1628476,2018,0,0,1,8,7,16,5.0,10.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,24,0.6667,0.4167,0.0833,0.0833,0.5,0.5
1628476,2022,2,7,1,6,3,13,3.0,8.0,0.0,2.0,2.0,6.0,3.0,0.0,5.0,0.0,5.0,1.0,26,0.5,0.3077,0.3077,0.3077,0.375,0.0
1628492,2018,0,1,0,2,6,15,6.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,4.0,18,0.8333,0.6111,0.0,0.1667,0.5455,
1628493,2018,4,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7,0.0,0.0,0.0,0.5714,,
1628495,2018,9,17,0,2,4,23,4.0,16.0,0.0,5.0,8.0,15.0,0.0,0.0,15.0,9.0,12.0,2.0,42,0.5476,0.381,0.4762,0.3571,0.25,0.0
1628499,2018,2,5,3,11,3,4,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,3.0,2.0,20,0.2,0.15,0.15,0.2,0.6667,1.0
1628502,2018,1,5,6,12,4,16,4.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,12.0,2.0,33,0.4848,0.4545,0.0303,0.1818,0.2667,
1628503,2018,13,23,9,23,8,28,7.0,20.0,0.0,2.0,2.0,7.0,3.0,0.0,21.0,11.0,12.0,6.0,74,0.3784,0.2703,0.1216,0.3243,0.35,0.0
1628504,2018,6,9,5,14,0,13,0.0,4.0,0.0,7.0,6.0,8.0,0.0,0.0,7.0,5.0,8.0,0.0,36,0.3611,0.1111,0.4167,0.1944,0.0,0.0
1628506,2018,2,4,0,5,0,3,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,12,0.25,0.0833,0.4167,0.1667,0.0,0.0
1628510,2018,5,12,2,10,17,45,11.0,32.0,0.0,0.0,0.0,2.0,10.0,4.0,9.0,4.0,13.0,4.0,67,0.6716,0.4776,0.0299,0.2836,0.3438,
1628513,2018,0,0,0,0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,
1628537,2018,9,14,1,3,2,9,2.0,7.0,0.0,1.0,4.0,8.0,0.0,0.0,12.0,8.0,7.0,2.0,26,0.3462,0.2692,0.3462,0.4615,0.2857,0.0
1628537,2022,0,4,0,0,0,2,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,6,0.3333,0.1667,0.5,0.6667,0.0,
1628539,2022,6,19,1,4,17,54,12.0,41.0,0.0,2.0,3.0,6.0,9.0,3.0,16.0,5.0,11.0,2.0,77,0.7013,0.5325,0.1039,0.3247,0.2927,0.0
1628571,2018,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,,
1628591,2022,3,3,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4,0.25,0.25,0.0,0.5,0.0,
1628681,2018,8,16,13,37,13,50,11.0,42.0,1.0,1.0,2.0,8.0,3.0,0.0,12.0,5.0,32.0,9.0,103,0.4854,0.4078,0.0874,0.1456,0.2619,1.0
1628778,2022,5,8,1,1,6,26,5.0,18.0,0.0,0.0,4.0,5.0,6.0,1.0,6.0,3.0,12.0,3.0,35,0.7429,0.5143,0.1429,0.3429,0.2778,
1628935,2018,2,5,0,0,1,4,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,9,0.4444,0.2222,0.3333,0.3333,0.0,1.0
1628960,2022,79,142,17,38,159,389,120.0,293.0,9.0,24.0,32.0,54.0,38.0,10.0,110.0,55.0,265.0,116.0,569,0.6837,0.5149,0.1371,0.2601,0.4096,0.375
1628960,2023,91,162,8,29,146,366,111.0,269.0,10.0,25.0,37.0,77.0,7.0,3.0,132.0,71.0,265.0,111.0,557,0.6571,0.4829,0.1831,0.2496,0.4126,0.4
1628960,2024,118,204,11,23,194,424,162.0,358.0,13.0,25.0,57.0,98.0,8.0,3.0,150.0,80.0,345.0,165.0,651,0.6513,0.5499,0.1889,0.2427,0.4525,0.52
1628962,2022,37,48,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,28.0,0.0,0.0,49,0.0,0.0,0.0204,0.7755,,
1628962,2023,59,70,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,45.0,0.0,0.0,72,0.0,0.0,0.0278,0.7778,,
1628962,2024,16,23,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,17.0,11.0,0.0,0.0,23,0.0,0.0,0.087,0.7391,,
1628963,2022,185,304,17,45,23,97,22.0,93.0,0.0,0.0,11.0,17.0,0.0,0.0,265.0,154.0,70.0,15.0,446,0.2175,0.2085,0.0381,0.5942,0.2366,
1628963,2023,158,255,24,58,19,66,17.0,55.0,1.0,1.0,10.0,24.0,1.0,0.0,227.0,137.0,43.0,12.0,379,0.1741,0.1451,0.066,0.6016,0.3091,1.0
1628963,2024,211,340,19,45,9,23,9.0,22.0,0.0,0.0,8.0,18.0,0.0,0.0,299.0,179.0,18.0,9.0,408,0.0564,0.0539,0.0441,0.7328,0.4091,
1628964,2022,164,263,25,74,107,281,100.0,254.0,0.0,1.0,2.0,7.0,19.0,6.0,212.0,126.0,128.0,54.0,618,0.4547,0.411,0.0129,0.3738,0.3937,0.0
1628964,2023,64,103,5,14,48,124,46.0,113.0,0.0,0.0,1.0,3.0,7.0,1.0,94.0,58.0,66.0,28.0,241,0.5145,0.4689,0.0124,0.4191,0.4071,
1628964,2024,66,120,4,12,25,63,23.0,58.0,0.0,0.0,2.0,5.0,3.0,2.0,104.0,54.0,47.0,18.0,195,0.3231,0.2974,0.0256,0.5487,0.3966,
1628966,2022,108,182,11,26,17,55,16.0,48.0,1.0,2.0,7.0,11.0,4.0,0.0,160.0,90.0,34.0,12.0,263,0.2091,0.1825,0.0494,0.6236,0.3333,0.5
1628966,2023,150,264,13,34,51,129,51.0,121.0,0.0,0.0,33.0,61.0,5.0,0.0,234.0,126.0,79.0,38.0,427,0.3021,0.2834,0.1429,0.5597,0.4215,
1628966,2024,49,89,2,5,21,66,20.0,60.0,0.0,0.0,9.0,14.0,5.0,1.0,82.0,42.0,44.0,14.0,160,0.4125,0.375,0.0875,0.5438,0.3333,
1628969,2022,238,329,101,209,115,307,100.0,260.0,1.0,3.0,32.0,53.0,23.0,6.0,245.0,168.0,143.0,57.0,845,0.3633,0.3077,0.0663,0.3172,0.3846,0.3333
1628969,2023,212,365,212,460,169,442,116.0,298.0,14.0,41.0,64.0,130.0,86.0,28.0,294.0,163.0,118.0,51.0,1267,0.3489,0.2352,0.135,0.2999,0.3893,0.3415
1628969,2024,206,367,128,313,214,573,134.0,347.0,19.0,61.0,89.0,187.0,133.0,45.0,302.0,165.0,151.0,60.0,1253,0.4573,0.2769,0.1979,0.3472,0.3862,0.3115
1628970,2022,408,651,27,84,151,457,103.0,282.0,15.0,61.0,136.0,248.0,33.0,5.0,525.0,304.0,233.0,86.0,1192,0.3834,0.2366,0.2592,0.4681,0.3652,0.2459
1628970,2024,329,568,65,182,155,445,106.0,276.0,17.0,54.0,135.0,251.0,33.0,9.0,491.0,271.0,225.0,80.0,1195,0.3724,0.231,0.2552,0.4385,0.3841,0.3148
1628971,2022,195,341,15,57,37,89,34.0,84.0,1.0,2.0,29.0,58.0,3.0,2.0,272.0,149.0,61.0,27.0,487,0.1828,0.1725,0.1232,0.5647,0.4048,0.5
1628971,2023,228,383,39,104,91,254,79.0,212.0,7.0,23.0,80.0,156.0,16.0,5.0,318.0,178.0,89.0,36.0,741,0.3428,0.2861,0.2416,0.4507,0.3726,0.3043
1628971,2024,177,302,46,113,51,162,42.0,124.0,1.0,10.0,68.0,141.0,16.0,3.0,242.0,128.0,60.0,15.0,577,0.2808,0.2149,0.2617,0.4471,0.3387,0.1
1628972,2022,54,104,7,21,47,133,44.0,120.0,1.0,2.0,7.0,22.0,7.0,1.0,84.0,40.0,63.0,27.0,258,0.5155,0.4651,0.093,0.3527,0.3667,0.5
1628972,2023,79,145,14,39,107,281,97.0,243.0,5.0,12.0,15.0,36.0,10.0,1.0,122.0,62.0,148.0,62.0,465,0.6043,0.5226,0.1032,0.2839,0.3992,0.4167
1628972,2024,24,55,13,29,47,141,40.0,118.0,3.0,6.0,11.0,23.0,5.0,1.0,44.0,17.0,74.0,24.0,225,0.6267,0.5244,0.1289,0.2178,0.339,0.5
1628973,2022,246,414,166,342,94,252,67.0,165.0,15.0,42.0,191.0,333.0,15.0,4.0,344.0,196.0,147.0,62.0,1008,0.25,0.1637,0.372,0.3562,0.4061,0.3571
1628973,2023,273,501,180,372,134,322,61.0,124.0,51.0,139.0,224.0,429.0,37.0,10.0,395.0,204.0,96.0,43.0,1195,0.2695,0.1038,0.4753,0.3615,0.4919,0.3669
1628973,2024,323,600,254,516,210,524,83.0,174.0,81.0,207.0,266.0,516.0,84.0,24.0,496.0,258.0,151.0,69.0,1640,0.3195,0.1061,0.4409,0.3537,0.477,0.3913
1628975,2022,6,21,26,57,65,165,39.0,106.0,14.0,27.0,2.0,14.0,14.0,5.0,15.0,2.0,85.0,38.0,243,0.679,0.4362,0.1687,0.1193,0.3679,0.5185
1628975,2023,36,86,61,142,142,337,87.0,194.0,27.0,67.0,17.0,50.0,23.0,8.0,71.0,28.0,178.0,85.0,565,0.5965,0.3434,0.2071,0.1664,0.4485,0.403
1628975,2024,15,36,46,95,77,234,50.0,141.0,9.0,23.0,9.0,23.0,16.0,5.0,26.0,7.0,141.0,51.0,365,0.6411,0.3863,0.126,0.1151,0.3546,0.3913
1628976,2022,228,348,61,121,69,213,62.0,195.0,0.0,1.0,15.0,31.0,14.0,5.0,299.0,188.0,149.0,55.0,682,0.3123,0.2859,0.0469,0.4589,0.3179,0.0
