name_slug,name,season_year,fga,total_zone_fga,u10_fga,o10_fg2a,fg3a,p_exp_efgpct,act_efgpct,efg_above_position,efg_above_league,u10_fgpct_p_diff,o10_fg2pct_p_diff,fg3pct_p_diff,ptv_raw
malik-beasley,Malik Beasley,2025,1040,1040,165,128,747,0.5516,0.5784,0.0268,0.0583,-0.0015,-0.032,0.0287,0.01644
malik-monk,Malik Monk,2025,923,923,352,150,421,0.5257,0.513,-0.0127,-0.0166,0.0093,0.0206,-0.0286,-0.00615
marcus-bagley,Marcus Bagley,2025,69,69,34,3,32,0.4275,0.4275,0.0,-0.1643,0.0,0.0,0.0,0.0
marcus-garrett,Marcus Garrett,2025,27,27,14,5,8,0.4222,0.463,0.0408,-0.0552,0.1429,0.0,-0.075,0.05187
marcus-sasser,Marcus Sasser,2025,295,295,81,63,151,0.5383,0.5576,0.0193,0.0342,0.0167,0.0368,0.009,0.01705
marcus-smart,Marcus Smart,2025,250,250,83,28,139,0.4863,0.494,0.0077,-0.0414,-0.0352,0.0857,0.0117,0.00442
marjon-beauchamp,MarJon Beauchamp,2025,65,65,22,14,29,0.499,0.4923,-0.0067,-0.0422,0.0563,-0.1191,-0.0003,-0.00673
mark-williams,Mark Williams,2025,447,447,397,46,4,0.6223,0.604,-0.0183,-0.0271,-0.0177,-0.0244,0.0,-0.01823
markelle-fultz,Markelle Fultz,2025,67,67,27,32,8,0.4296,0.4478,0.0182,-0.0354,-0.0714,-0.0023,0.2682,0.00215
markieff-morris,Markieff Morris,2025,70,70,12,22,36,0.4181,0.3643,-0.0538,-0.1551,-0.1111,0.0061,-0.0475,-0.04156
marvin-bagley-iii,Marvin Bagley III,2025,106,106,77,10,19,0.5947,0.533,-0.0617,-0.0761,-0.0271,-0.1762,-0.0943,-0.05321
mason-jones,Mason Jones,2025,18,18,8,2,8,0.5463,0.5278,-0.0185,-0.0594,0.0208,0.0,-0.0417,-0.00929
mason-plumlee,Mason Plumlee,2025,202,202,191,7,4,0.638,0.6188,-0.0192,-0.0314,-0.0168,-0.0952,0.0,-0.01918
matas-buzelis,Matas Buzelis,2025,546,546,263,22,261,0.5412,0.5412,0.0,-0.027,0.0,0.0,0.0,0.0
matisse-thybulle,Matisse Thybulle,2025,88,88,38,2,48,0.5525,0.5966,0.0441,0.0133,0.0082,0.0,0.0495,0.03054
matt-ryan,Matt Ryan,2025,31,31,6,6,19,0.4927,0.4194,-0.0733,-0.1145,0.0,-0.15,-0.0482,-0.05857
max-christie,Max Christie,2025,579,579,179,90,310,0.5275,0.5216,-0.0059,-0.0113,0.012,-0.0498,-0.0024,-0.00532
max-strus,Max Strus,2025,373,373,78,2,293,0.5776,0.5938,0.0162,0.0367,0.0583,-0.5,0.0058,0.01407
maxi-kleber,Maxi Kleber,2025,96,96,35,12,49,0.5535,0.4531,-0.1004,-0.0994,-0.0896,0.118,-0.1077,-0.07289
maxwell-lewis,Maxwell Lewis,2025,108,108,43,15,50,0.4866,0.5046,0.018,-0.0341,0.0116,-0.0067,0.0207,0.01327
micah-potter,Micah Potter,2025,135,135,34,3,98,0.5408,0.537,-0.0038,-0.0411,0.0408,0.0,-0.0129,0.00091
michael-porter-jr,Michael Porter Jr.,2025,1035,1035,397,156,482,0.5969,0.5976,0.0007,0.0424,0.0058,-0.033,0.0049,-0.00047
mikal-bridges,Mikal Bridges,2025,1169,1169,346,365,458,0.5679,0.5706,0.0027,0.0335,0.0142,0.0319,-0.0196,0.00648
mike-conley,Mike Conley,2025,468,468,95,63,310,0.5562,0.5353,-0.0209,0.0075,-0.0183,-0.0896,-0.0052,-0.01922
miles-bridges,Miles Bridges,2025,1069,1069,525,100,444,0.5174,0.4953,-0.0221,-0.0371,-0.0264,-0.0243,-0.011,-0.01981
miles-mcbride,Miles McBride,2025,535,535,121,108,306,0.4962,0.5037,0.0075,0.006,-0.0345,0.0089,0.0157,0.00297
miles-norris,Miles Norris,2025,9,9,2,0,7,0.3333,0.3333,0.0,-0.2564,0.0,,0.0,0.0
mitchell-robinson,Mitchell Robinson,2025,52,52,52,0,0,0.6983,0.6538,-0.0445,0.0101,-0.0445,,,-0.0445
mo-bamba,Mo Bamba,2025,109,109,51,4,54,0.5467,0.5275,-0.0192,-0.0602,0.0979,-0.0194,-0.0864,0.00229
mont-morris,MontÃ© Morris,2025,195,195,60,49,86,0.5557,0.5051,-0.0506,-0.0136,-0.0198,-0.0928,-0.0319,-0.04348
monte-morris,Monte Morris,2025,195,195,60,49,86,0.5557,0.5051,-0.0506,-0.0136,-0.0198,-0.0928,-0.0319,-0.04348
moritz-wagner,Moritz Wagner,2025,249,249,170,4,75,0.6103,0.6165,0.0062,0.023,-0.0125,0.0,0.0325,0.00126
moses-brown,Moses Brown,2025,49,49,45,4,0,0.6282,0.6939,0.0657,0.0734,0.0715,0.0,,0.06566
moses-moody,Moses Moody,2025,547,547,180,42,325,0.5595,0.5475,-0.012,0.0029,-0.0234,-0.0256,-0.0026,-0.01121
mouhamed-gueye,Mouhamed Gueye,2025,166,166,77,9,80,0.4782,0.4849,0.0067,-0.1152,0.0195,0.0,-0.0032,0.0075
moussa-diabat,Moussa DiabatÃ©,2025,268,268,239,23,6,0.5927,0.5933,0.0006,-0.0208,0.0027,0.0,-0.0556,0.00116
moussa-diabate,Moussa Diabate,2025,268,268,239,23,6,0.5927,0.5933,0.0006,-0.0208,0.0027,0.0,-0.0556,0.00116
myles-turner,Myles Turner,2025,801,801,288,122,391,0.5932,0.5793,-0.0139,0.0041,-0.0681,-0.0259,0.0198,-0.01877
n-faly-dante,N'Faly Dante,2025,13,13,12,1,0,0.7692,0.7692,0.0,0.1379,0.0,0.0,,0.0
nae-qwan-tomlin,Nae'Qwan Tomlin,2025,32,32,21,1,10,0.4375,0.4375,0.0,-0.1315,0.0,0.0,0.0,0.0
naji-marshall,Naji Marshall,2025,712,712,389,105,218,0.5245,0.5506,0.0261,0.0118,0.0382,0.0601,-0.0081,0.02725
nate-williams,Nate Williams,2025,58,58,33,2,23,0.4603,0.4914,0.0311,-0.0655,0.0284,0.0,0.0251,0.02611
naz-reid,Naz Reid,2025,923,923,402,59,462,0.5608,0.5563,-0.0045,0.0002,0.0023,-0.0142,-0.006,-0.00291
neemias-queta,Neemias Queta,2025,191,191,181,7,3,0.6394,0.644,0.0046,0.0044,-0.0016,0.1666,0.0,0.00459
nic-claxton,Nic Claxton,2025,563,563,465,77,21,0.6018,0.5657,-0.0361,-0.018,-0.0396,-0.0344,0.0231,-0.03655
nick-richards,Nick Richards,2025,347,347,313,32,2,0.6299,0.5908,-0.0391,-0.0364,-0.0533,0.096,0.0,-0.03922
nick-smith-jr,Nick Smith Jr.,2025,552,552,99,156,297,0.5001,0.4828,-0.0173,-0.0346,0.027,0.009,-0.0306,-0.00908
nickeil-alexander-walker,Nickeil Alexander-Walker,2025,616,616,171,75,370,0.5273,0.5528,0.0255,0.0133,0.0146,0.0327,0.0194,0.01969
nicolas-batum,Nicolas Batum,2025,238,238,25,10,203,0.6252,0.6218,-0.0034,0.0526,-0.2005,-0.1191,0.0178,-0.01088
nikola-joki,Nikola JokiÄ‡,2025,1363,1363,870,163,330,0.6292,0.6273,-0.0019,0.0588,-0.0271,0.0053,0.0407,-0.00681
nikola-jovi,Nikola JoviÄ‡,2025,378,378,151,17,210,0.5558,0.5582,0.0024,-0.0062,-0.0037,0.049,0.002,0.00184
nikola-vu-evi,Nikola VuÄeviÄ‡,2025,1038,1038,520,197,321,0.5625,0.592,0.0295,0.0245,-0.0153,0.0633,0.0544,0.02117
nikola-vucevic,Nikola Vucevic,2025,1038,1038,520,197,321,0.5625,0.592,0.0295,0.0245,-0.0153,0.0633,0.0544,0.02117
noah-clowney,Noah Clowney,2025,367,367,95,16,256,0.4959,0.4809,-0.015,-0.0795,-0.0572,0.0,-0.0002,-0.01495
norman-powell,Norman Powell,2025,945,945,380,137,428,0.5722,0.5783,0.0061,0.0625,0.0323,-0.0269,-0.0044,0.0071
obi-toppin,Obi Toppin,2025,593,593,262,32,299,0.589,0.6223,0.0333,0.033,0.0428,0.0344,0.0166,0.02914
ochai-agbaji,Ochai Agbaji,2025,534,534,261,20,253,0.5657,0.5927,0.027,-0.0134,0.0095,-0.03,0.0329,0.01911
og-anunoby,OG Anunoby,2025,1010,1010,451,109,450,0.5661,0.5599,-0.0062,0.0025,0.0092,-0.0679,-0.0044,-0.00518
olivier-maxence-prosper,Olivier-Maxence Prosper,2025,174,174,108,15,51,0.4245,0.4368,0.0123,-0.134,0.0181,-0.0167,0.0056,0.01144
onyeka-okongwu,Onyeka Okongwu,2025,672,672,499,26,147,0.6232,0.6027,-0.0205,-0.0177,-0.0261,0.0103,-0.0046,-0.01999
orlando-robinson,Orlando Robinson,2025,255,255,174,30,51,0.4878,0.4804,-0.0074,-0.1059,-0.022,0.0707,-0.0022,-0.00713
oscar-tshiebwe,Oscar Tshiebwe,2025,70,70,63,7,0,0.5765,0.6,0.0235,-0.037,0.034,-0.0714,,0.02346
oshae-brissett,Oshae Brissett,2025,39,39,21,0,18,0.5521,0.5641,0.012,-0.0333,0.0553,,-0.0258,0.01787
oso-ighodaro,Oso Ighodaro,2025,187,187,141,44,2,0.6043,0.6043,0.0,-0.0103,0.0,0.0,0.0,0.0
ousmane-dieng,Ousmane Dieng,2025,124,124,42,12,70,0.525,0.5282,0.0032,-0.0596,-0.0752,-0.0208,0.0362,-0.00705
p-j-dozier,P.J. Dozier,2025,3,3,0,0,3,0.6343,1.0,0.3657,0.4465,,,0.2438,0.2438
p-j-tucker,P.J. Tucker,2025,7,7,1,0,6,0.5028,0.6429,0.1401,0.1236,-0.5,,0.1645,0.06957
p-j-washington,P.J. Washington,2025,665,665,368,58,239,0.5145,0.5211,0.0066,-0.0281,-0.0157,-0.0343,0.0338,0.00047
pac-me-dadiet,PacÃ´me Dadiet,2025,31,31,7,5,19,0.4194,0.4194,0.0,-0.1249,0.0,0.0,0.0,0.0
paolo-banchero,Paolo Banchero,2025,894,894,362,267,265,0.4895,0.4972,0.0077,-0.0133,0.0123,0.0079,0.0007,0.00755
pascal-siakam,Pascal Siakam,2025,1162,1162,529,314,319,0.5621,0.5736,0.0115,0.0308,-0.0056,0.0088,0.0283,0.0076
pat-connaughton,Pat Connaughton,2025,177,177,92,4,81,0.5552,0.5424,-0.0128,-0.0127,0.0138,0.125,-0.0332,-0.0052
pat-spencer,Pat Spencer,2025,101,101,63,16,22,0.435,0.4307,-0.0043,-0.1093,-0.0174,0.0,0.0202,-0.00645
patrick-baldwin-jr,Patrick Baldwin Jr.,2025,35,35,12,0,23,0.5457,0.7286,0.1829,0.136,-0.0826,,0.2142,0.11244
patrick-williams,Patrick Williams,2025,516,516,178,66,272,0.5272,0.4903,-0.0369,-0.0474,-0.0138,-0.0992,-0.0246,-0.03042
patty-mills,Patty Mills,2025,96,96,9,12,75,0.532,0.5104,-0.0216,-0.0279,-0.1158,-0.0061,-0.0085,-0.01826
paul-george,Paul George,2025,570,570,121,181,268,0.5343,0.514,-0.0203,0.0185,0.0046,0.0004,-0.0303,-0.01314
paul-reed,Paul Reed,2025,141,141,84,29,28,0.5593,0.539,-0.0203,-0.0388,-0.0372,0.0121,-0.0021,-0.02009
payton-pritchard,Payton Pritchard,2025,844,844,162,72,610,0.5942,0.6268,0.0326,0.1002,0.0449,0.0343,0.0194,0.02557
pelle-larsson,Pelle Larsson,2025,203,203,101,7,95,0.5172,0.5172,0.0,-0.0681,0.0,0.0,0.0,0.0
pete-nance,Pete Nance,2025,32,32,5,3,24,0.6016,0.5781,-0.0235,0.0268,0.0,0.0,-0.0208,-0.0156
peyton-watson,Peyton Watson,2025,420,420,250,37,133,0.5159,0.531,0.0151,-0.0794,0.02,-0.0403,0.0142,0.01285
phillip-wheeler,Phillip Wheeler,2025,21,21,11,0,10,0.1429,0.1429,0.0,-0.3956,0.0,,0.0,0.0
pj-dozier,PJ Dozier,2025,3,3,0,0,3,0.6343,1.0,0.3657,0.4465,,,0.2438,0.2438
pj-hall,PJ Hall,2025,24,24,15,1,8,0.625,0.625,0.0,0.0373,0.0,0.0,0.0,0.0
precious-achiuwa,Precious Achiuwa,2025,325,325,247,42,36,0.5338,0.5169,-0.0169,-0.0697,-0.0314,0.0767,-0.0175,-0.01589
quentin-grimes,Quentin Grimes,2025,823,823,279,123,421,0.5462,0.565,0.0188,0.0345,0.0005,0.0342,0.0176,0.01428
quenton-jackson,Quenton Jackson,2025,118,118,72,7,39,0.5367,0.5466,0.0099,-0.0408,-0.0047,-0.0714,0.0342,0.0042
quincy-olivari,Quincy Olivari,2025,5,5,0,0,5,0.3,0.3,0.0,-0.2563,,,0.0,0.0
quinten-post,Quinten Post,2025,259,259,80,9,170,0.5946,0.5946,0.0,0.0162,0.0,0.0,0.0,0.0
rayan-rupert,Rayan Rupert,2025,142,142,75,8,59,0.4682,0.4648,-0.0034,-0.101,0.0383,0.0625,-0.0436,0.00563
rayj-dennis,RayJ Dennis,2025,33,33,6,6,21,0.4242,0.4242,0.0,-0.096,0.0,0.0,0.0,0.0
reece-beekman,Reece Beekman,2025,107,107,52,15,40,0.3598,0.3598,0.0,-0.1632,0.0,0.0,0.0,0.0
reed-sheppard,Reed Sheppard,2025,237,237,46,50,141,0.4557,0.4557,0.0,-0.0671,0.0,0.0,0.0,0.0
reggie-jackson,Reggie Jackson,2025,133,133,31,28,74,0.4995,0.485,-0.0145,-0.0311,0.053,-0.118,-0.0024,-0.01382
richaun-holmes,Richaun Holmes,2025,128,128,117,8,3,0.6484,0.6641,0.0157,0.0484,0.0113,0.1972,-0.2,0.01797
ricky-council-iv,Ricky Council IV,2025,463,463,197,53,213,0.4447,0.4417,-0.003,-0.0963,0.0061,-0.0189,-0.005,-0.00187
riley-minix,Riley Minix,2025,1,1,0,0,1,0.0,0.0,0.0,-0.5905,,,0.0,0.0
rj-barrett,RJ Barrett,2025,963,963,588,74,301,0.5102,0.5228,0.0126,-0.0262,0.0027,0.1501,-0.001,0.01287
rob-dillingham,Rob Dillingham,2025,211,211,91,46,74,0.5,0.5,0.0,-0.0222,0.0,0.0,0.0,0.0
robert-williams-iii,Robert Williams III,2025,78,78,70,5,3,0.6615,0.6474,-0.0141,0.0069,-0.0217,0.0833,0.0,-0.01413
ron-harper-jr,Ron Harper Jr.,2025,8,8,2,0,6,0.375,0.125,-0.25,-0.4912,0.0,,-0.2222,-0.16665
ronald-holland-ii,Ronald Holland II,2025,403,403,231,25,147,0.5161,0.5161,0.0,-0.0606,0.0,0.0,0.0,0.0
royce-o-neale,Royce O'Neale,2025,570,570,107,22,441,0.5535,0.5798,0.0263,0.0131,0.0093,-0.0122,0.0216,0.01799
rudy-gobert,Rudy Gobert,2025,510,510,493,17,0,0.692,0.6686,-0.0234,0.0047,-0.0155,-0.2477,,-0.02324
rui-hachimura,Rui Hachimura,2025,566,566,244,77,245,0.6169,0.6025,-0.0144,0.0329,-0.0195,-0.0413,-0.0007,-0.01433
russell-westbrook,Russell Westbrook,2025,814,814,420,112,282,0.4939,0.5037,0.0098,-0.0584,0.0152,-0.0184,0.0085,0.00826
ryan-dunn,Ryan Dunn,2025,476,476,177,36,263,0.5137,0.5137,0.0,-0.058,0.0,0.0,0.0,0.0
ryan-rollins,Ryan Rollins,2025,271,271,110,41,120,0.5621,0.5775,0.0154,0.041,0.0272,0.0227,0.0013,0.01505
sam-hauser,Sam Hauser,2025,461,461,47,28,386,0.621,0.6182,-0.0028,0.0771,0.0396,0.0416,-0.0074,0.00037
sam-merrill,Sam Merrill,2025,424,424,48,8,368,0.5902,0.5672,-0.023,0.0091,0.0201,-0.0313,-0.0189,-0.01472
sandro-mamukelashvili,Sandro Mamukelashvili,2025,281,281,111,9,161,0.5712,0.6085,0.0373,0.0227,0.0279,0.1138,0.0264,0.02979
santi-aldama,Santi Aldama,2025,636,636,261,56,319,0.5592,0.577,0.0178,0.004,0.008,0.0282,0.0161,0.01384
scoot-henderson,Scoot Henderson,2025,685,685,289,99,297,0.4801,0.4956,0.0155,-0.0263,0.0202,-0.0041,0.0117,0.013
scottie-barnes,Scottie Barnes,2025,1046,1046,454,315,277,0.4909,0.4842,-0.0067,-0.0384,-0.012,0.0317,-0.0275,-0.00294
scotty-pippen-jr,Scotty Pippen Jr.,2025,591,591,323,50,218,0.5515,0.5541,0.0026,0.0036,0.0045,0.0106,-0.0012,0.00291
seth-curry,Seth Curry,2025,343,343,63,98,182,0.58,0.5991,0.0191,0.0956,-0.085,-0.0016,0.0442,0.00738
shaedon-sharpe,Shaedon Sharpe,2025,1103,1103,395,236,472,0.5199,0.519,-0.0009,-0.0104,0.0273,0.0172,-0.0223,0.00391
shai-gilgeous-alexander,Shai Gilgeous-Alexander,2025,1621,1621,636,560,425,0.5442,0.5694,0.0252,0.0663,0.0283,0.0097,0.0275,0.02166
shake-milton,Shake Milton,2025,254,254,97,51,106,0.5297,0.5276,-0.0021,0.0034,-0.0173,0.0596,-0.012,0.00035
sidy-cissoko,Sidy Cissoko,2025,30,30,16,1,13,0.419,0.4833,0.0643,-0.0945,0.0,0.0,0.0989,0.04286
simone-fontecchio,Simone Fontecchio,2025,368,368,115,29,224,0.5215,0.4973,-0.0242,-0.0407,0.0029,-0.0801,-0.0206,-0.01795
skal-labissiere,Skal Labissiere,2025,4,4,2,1,1,0.625,0.625,0.0,0.064,0.0,0.0,0.0,0.0
spencer-dinwiddie,Spencer Dinwiddie,2025,682,682,240,116,326,0.5022,0.4963,-0.0059,-0.0086,-0.0245,0.0581,-0.0099,-0.00347
spencer-jones,Spencer Jones,2025,34,34,13,4,17,0.3382,0.3382,0.0,-0.2525,0.0,0.0,0.0,0.0
stanley-umude,Stanley Umude,2025,26,26,6,5,15,0.4166,0.25,-0.1666,-0.2647,0.0,-0.2,-0.1481,-0.1239
stephen-curry,Stephen Curry,2025,1224,1224,307,153,764,0.5893,0.5743,-0.015,0.0477,-0.0471,0.0233,-0.0066,-0.01302
stephon-castle,Stephon Castle,2025,979,979,496,152,331,0.4785,0.4785,0.0,-0.0654,0.0,0.0,0.0,0.0
steven-adams,Steven Adams,2025,162,162,147,13,2,0.5356,0.5432,0.0076,-0.07,0.0037,0.0519,0.0,0.00752
svi-mykhailiuk,Svi Mykhailiuk,2025,295,295,69,29,197,0.496,0.5085,0.0125,-0.0142,0.0322,0.0435,0.0007,0.01228
t-j-mcconnell,T.J. McConnell,2025,624,624,351,224,49,0.5333,0.5313,-0.002,0.0187,0.0045,-0.006,-0.0209,-0.00126
taj-gibson,Taj Gibson,2025,91,91,70,19,2,0.5246,0.5,-0.0246,-0.0732,-0.0193,-0.0659,0.12,-0.02597
talen-horton-tucker,Talen Horton-Tucker,2025,290,290,156,13,121,0.511,0.5293,0.0183,-0.0194,0.0275,0.0115,0.0047,0.01727
tari-eason,Tari Eason,2025,542,542,303,60,179,0.5229,0.5434,0.0205,-0.0257,0.0389,-0.0395,0.0062,0.01942
taurean-prince,Taurean Prince,2025,504,504,147,27,330,0.5609,0.5992,0.0383,0.0567,-0.0258,-0.1189,0.0532,0.02094
taylor-hendricks,Taylor Hendricks,2025,18,18,3,3,12,0.5332,0.3056,-0.2276,-0.2572,-0.2667,0.0,-0.1832,-0.16658
taze-moore,Taze Moore,2025,10,10,5,1,4,0.16,0.25,0.09,-0.2812,0.0,0.0,0.15,0.06
terance-mann,Terance Mann,2025,395,395,162,77,156,0.5794,0.5797,0.0003,0.0301,0.0068,0.0133,-0.0086,0.00199
terence-davis,Terence Davis,2025,2,2,0,1,1,0.2283,0.0,-0.2283,-0.5014,,0.0,-0.3043,-0.15215
terrence-shannon-jr,Terrence Shannon Jr.,2025,114,114,73,10,31,0.5307,0.5307,0.0,-0.0475,0.0,0.0,0.0,0.0
terry-rozier,Terry Rozier,2025,626,626,242,85,299,0.5055,0.4569,-0.0486,-0.0629,-0.0331,-0.0031,-0.0495,-0.03686
terry-taylor,Terry Taylor,2025,1,1,1,0,0,0.5,0.0,-0.5,-0.5156,-0.5,,,-0.5
thomas-bryant,Thomas Bryant,2025,314,314,149,19,146,0.5892,0.5828,-0.0064,-0.0186,-0.0114,0.2254,-0.021,-0.00154
tidjane-sala-n,Tidjane SalaÃ¼n,2025,337,337,115,21,201,0.4139,0.4139,0.0,-0.1291,0.0,0.0,0.0,0.0
tim-hardaway-jr,Tim Hardaway Jr.,2025,663,663,109,108,446,0.5215,0.5302,0.0087,0.0032,0.0325,-0.0295,0.0081,0.00599
tobias-harris,Tobias Harris,2025,784,784,308,217,259,0.5418,0.5389,-0.0029,0.0079,0.0017,-0.0124,-0.0003,-0.00286
tolu-smith,Tolu Smith,2025,9,9,9,0,0,0.6667,0.6667,0.0,0.0261,0.0,,,0.0
tony-bradley,Tony Bradley,2025,45,45,40,2,3,0.6025,0.6556,0.0531,0.0059,0.0763,0.1667,-0.2223,0.06041
torrey-craig,Torrey Craig,2025,90,90,21,3,66,0.574,0.5556,-0.0184,-0.0122,-0.0355,0.1666,-0.0143,-0.01322
tosan-evbuomwan,Tosan Evbuomwan,2025,220,220,106,37,77,0.5089,0.4818,-0.0271,-0.0661,-0.01,0.0,-0.0423,-0.01962
toumani-camara,Toumani Camara,2025,716,716,351,5,360,0.5479,0.5524,0.0045,-0.0299,-0.004,0.0,0.0086,0.00236
trae-young,Trae Young,2025,1352,1352,442,280,630,0.5036,0.49,-0.0136,-0.0311,-0.0177,-0.0215,-0.0048,-0.01248
trayce-jackson-davis,Trayce Jackson-Davis,2025,296,296,290,3,3,0.6363,0.5743,-0.062,-0.0693,-0.0615,-0.1667,0.0,-0.06194
tre-jones,Tre Jones,2025,227,227,160,20,47,0.5775,0.5727,-0.0048,0.0282,-0.0019,-0.1449,0.0299,-0.00791
tre-mann,Tre Mann,2025,161,161,71,30,60,0.4695,0.5093,0.0398,0.0072,0.0004,0.0239,0.0629,0.02807
trendon-watford,Trendon Watford,2025,339,339,237,22,80,0.5379,0.5088,-0.0291,-0.0181,-0.0416,-0.0749,0.0136,-0.03073
trentyn-flowers,Trentyn Flowers,2025,11,11,6,3,2,0.3636,0.3636,0.0,-0.1879,0.0,0.0,0.0,0.0
trevelin-queen,Trevelin Queen,2025,147,147,62,8,77,0.4523,0.4558,0.0035,-0.0794,0.0082,0.0,0.0,0.00346
trey-alexander,Trey Alexander,2025,41,41,10,14,17,0.3537,0.3537,0.0,-0.1637,0.0,0.0,0.0,0.0
trey-jemison,Trey Jemison,2025,73,73,70,3,0,0.5591,0.5616,0.0025,-0.0511,-0.0021,0.1111,,0.00255
trey-jemison-iii,Trey Jemison III,2025,73,73,70,3,0,0.5591,0.5616,0.0025,-0.0511,-0.0021,0.1111,,0.00255
trey-lyles,Trey Lyles,2025,372,372,120,15,237,0.5521,0.5242,-0.0279,-0.0547,-0.0502,0.1663,-0.0193,-0.02178
trey-murphy-iii,Trey Murphy III,2025,827,827,315,78,434,0.5526,0.549,-0.0036,0.0039,0.0046,0.0179,-0.0089,-0.00123
tristan-da-silva,Tristan da Silva,2025,479,479,198,44,237,0.4948,0.4948,0.0,-0.0701,0.0,0.0,0.0,0.0
tristan-thompson,Tristan Thompson,2025,71,71,59,9,3,0.4426,0.4366,-0.006,-0.1302,0.0013,-0.0556,0.0,-0.00597
tristan-vukcevic,Tristan Vukcevic,2025,242,242,92,48,102,0.5466,0.5744,0.0278,0.0109,0.0078,0.0167,0.0341,0.02065
tristen-newton,Tristen Newton,2025,8,8,4,1,3,0.125,0.125,0.0,-0.349,0.0,0.0,0.0,0.0
ty-jerome,Ty Jerome,2025,618,618,212,153,253,0.5604,0.606,0.0456,0.0895,0.0299,0.0086,0.054,0.03449
tyler-herro,Tyler Herro,2025,1359,1359,426,269,664,0.5492,0.5648,0.0156,0.0559,0.0309,0.0652,-0.0096,0.0179
tyler-kolek,Tyler Kolek,2025,82,82,25,10,47,0.4146,0.4146,0.0,-0.1136,0.0,0.0,0.0,0.0
tyler-smith,Tyler Smith,2025,50,50,17,3,30,0.61,0.61,0.0,0.0358,0.0,0.0,0.0,0.0
tyrese-haliburton,Tyrese Haliburton,2025,1006,1006,240,204,562,0.5688,0.5815,0.0127,0.0601,0.0226,0.0256,0.0026,0.01204
tyrese-martin,Tyrese Martin,2025,460,460,132,49,279,0.5066,0.5109,0.0043,-0.0229,-0.0068,0.0128,0.0053,0.00263
tyrese-maxey,Tyrese Maxey,2025,1091,1091,448,165,478,0.5393,0.511,-0.0283,-0.0141,-0.0203,0.057,-0.0435,-0.01877
tyson-etienne,Tyson Etienne,2025,52,52,7,1,44,0.4519,0.4519,0.0,-0.0924,0.0,0.0,0.0,0.0
tyty-washington-jr,TyTy Washington Jr.,2025,45,45,8,16,21,0.4139,0.3556,-0.0583,-0.1841,-0.1042,0.0312,-0.0728,-0.0414
tyus-jones,Tyus Jones,2025,683,683,150,132,401,0.5516,0.5695,0.0179,0.0357,-0.0087,-0.0093,0.0247,0.01079
ulrich-chomche,Ulrich Chomche,2025,5,5,4,1,0,0.4,0.4,0.0,-0.2261,0.0,0.0,,0.0
v-t-krej,VÃ­t KrejÄÃ­,2025,292,292,70,16,206,0.5975,0.6507,0.0532,0.0956,-0.0067,0.0937,0.0469,0.03662
vasilije-mici,Vasilije MiciÄ‡,2025,273,273,79,69,125,0.4156,0.4304,0.0148,-0.0561,-0.0762,-0.0057,0.0557,0.00201
vasilije-micic,Vasilije Micic,2025,273,273,79,69,125,0.4156,0.4304,0.0148,-0.0561,-0.0762,-0.0057,0.0557,0.00201
victor-wembanyama,Victor Wembanyama,2025,840,840,278,164,398,0.5261,0.5571,0.031,0.0182,0.0382,0.0405,0.0148,0.02756
vince-williams-jr,Vince Williams Jr.,2025,161,161,56,12,93,0.5342,0.4752,-0.059,-0.09,-0.0306,0.0278,-0.0583,-0.04225
vit-krejci,Vit Krejci,2025,292,292,70,16,206,0.5975,0.6507,0.0532,0.0956,-0.0067,0.0937,0.0469,0.03662
vlatko-an-ar,Vlatko ÄŒanÄar,2025,26,26,11,0,15,0.5534,0.4615,-0.0919,-0.1259,-0.0272,,-0.0928,-0.06505
walker-kessler,Walker Kessler,2025,410,410,372,3,35,0.6594,0.6659,0.0065,0.0185,0.0097,-0.1667,-0.009,0.00681
wendell-carter-jr,Wendell Carter Jr.,2025,484,484,244,85,155,0.5646,0.499,-0.0656,-0.0742,-0.0393,-0.0179,-0.0888,-0.05139
wendell-moore-jr,Wendell Moore Jr.,2025,122,122,67,15,40,0.5153,0.5205,0.0052,-0.0485,-0.013,0.0,0.025,0.00106
xavier-tillman,Xavier Tillman,2025,53,53,21,0,32,0.4343,0.2925,-0.1418,-0.2793,-0.2163,,-0.0619,-0.12308
yuki-kawamura,Yuki Kawamura,2025,30,30,2,5,23,0.4833,0.4833,0.0,-0.0435,0.0,0.0,0.0,0.0
yuri-collins,Yuri Collins,2025,3,3,0,3,0,0.3333,0.3333,0.0,-0.1131,,0.0,,0.0
yves-missi,Yves Missi,2025,484,484,471,12,1,0.5434,0.5434,0.0,-0.0766,0.0,0.0,0.0,0.0
zaccharie-risacher,Zaccharie Risacher,2025,773,773,387,45,341,0.5369,0.5369,0.0,-0.0527,0.0,0.0,0.0,0.0
zach-collins,Zach Collins,2025,287,287,168,19,100,0.5709,0.5575,-0.0134,-0.0374,0.029,-0.1085,-0.0444,-0.00568
zach-edey,Zach Edey,2025,428,428,361,15,52,0.5981,0.5981,0.0,-0.0273,0.0,0.0,0.0,0.0
zach-lavine,Zach LaVine,2025,1223,1223,444,243,536,0.5868,0.6087,0.0219,0.0803,0.0,0.007,0.0313,0.01511
zeke-nnaji,Zeke Nnaji,2025,139,139,79,8,52,0.5758,0.5647,-0.0111,-0.044,0.0171,-0.0804,-0.0288,-0.00568
