name_slug,name,season_year,fga,total_zone_fga,u10_fga,o10_fg2a,fg3a,p_exp_efgpct,act_efgpct,efg_above_position,efg_above_league,u10_fgpct_p_diff,o10_fg2pct_p_diff,fg3pct_p_diff,ptv_raw
dejounte-murray,Dejounte Murray,2021,972,972,348,425,199,0.4872,0.4851,-0.0021,-0.0062,0.0056,0.0013,-0.0154,-0.00058
delon-wright,Delon Wright,2021,507,507,293,45,169,0.5015,0.5187,0.0172,-0.0055,0.005,-0.0206,0.0323,0.01183
demar-derozan,DeMar DeRozan,2021,916,916,396,446,74,0.5068,0.5049,-0.0019,0.043,-0.0393,0.0339,-0.0117,-0.00143
demarcus-cousins,DeMarcus Cousins,2021,292,292,149,12,131,0.486,0.5171,0.0311,-0.0331,-0.0045,0.0585,0.0461,0.02079
deni-avdija,Deni Avdija,2021,311,311,118,25,168,0.5032,0.5032,0.0,-0.0689,0.0,0.0,0.0,0.0
dennis-schr-der,Dennis SchrÃ¶der,2021,751,751,325,215,211,0.498,0.484,-0.014,-0.0152,-0.0036,-0.0113,-0.0218,-0.01092
dennis-schroder,Dennis Schroder,2021,751,751,325,215,211,0.498,0.484,-0.014,-0.0152,-0.0036,-0.0113,-0.0218,-0.01092
dennis-smith-jr,Dennis Smith Jr.,2021,145,145,53,33,59,0.4659,0.4655,-0.0004,-0.032,-0.0049,-0.0016,0.003,-0.00093
denzel-valentine,Denzel Valentine,2021,416,416,81,93,242,0.483,0.4688,-0.0142,-0.0616,0.0115,-0.0173,-0.0145,-0.01006
derrick-favors,Derrick Favors,2021,243,243,196,45,2,0.6403,0.6379,-0.0024,0.0077,-0.0073,0.0321,-0.2,-0.00159
derrick-jones-jr,Derrick Jones Jr.,2021,304,304,167,1,136,0.5615,0.5543,-0.0072,-0.0499,-0.0175,0.0,0.0036,-0.008
derrick-rose,Derrick Rose,2021,603,603,259,215,129,0.5165,0.5141,-0.0024,0.0353,-0.0384,0.0258,0.0154,-0.004
derrick-white,Derrick White,2021,452,452,150,60,242,0.5319,0.5044,-0.0275,-0.0125,-0.0138,-0.1022,-0.0117,-0.02441
desmond-bane,Desmond Bane,2021,499,499,150,78,271,0.5862,0.5862,0.0,0.0528,0.0,0.0,0.0,0.0
devin-booker,Devin Booker,2021,1273,1273,404,503,366,0.5343,0.5318,-0.0025,0.0395,-0.0063,0.0115,-0.0116,-0.00079
devin-cannady,Devin Cannady,2021,28,28,5,7,16,0.5,0.5,0.0,0.0155,0.0,0.0,0.0,0.0
devin-vassell,Devin Vassell,2021,303,303,57,96,150,0.4917,0.4917,0.0,-0.0214,0.0,0.0,0.0,0.0
devon-dotson,Devon Dotson,2021,21,21,11,3,7,0.5476,0.5476,0.0,0.0015,0.0,0.0,0.0,0.0
devontae-cacok,Devontae Cacok,2021,29,29,29,0,0,0.5977,0.5862,-0.0115,-0.0505,-0.0115,,,-0.0115
devonte-graham,Devonte' Graham,2021,668,668,74,118,476,0.5111,0.509,-0.0021,0.0117,-0.0455,-0.0043,0.0034,-0.00338
dewayne-dedmon,Dewayne Dedmon,2021,65,65,56,4,5,0.631,0.7154,0.0844,0.0772,0.1099,0.0322,-0.1062,0.0885
didi-louzada,Didi Louzada,2021,13,13,4,1,8,0.3077,0.3077,0.0,-0.2248,0.0,0.0,0.0,0.0
dillon-brooks,Dillon Brooks,2021,1030,1030,320,338,372,0.4811,0.4816,0.0005,-0.0244,0.0139,0.0035,-0.0092,0.00214
domantas-sabonis,Domantas Sabonis,2021,903,903,605,136,162,0.5637,0.5648,0.0011,0.0187,0.0014,-0.0139,0.0086,0.00039
donovan-mitchell,Donovan Mitchell,2021,1090,1090,395,235,460,0.5124,0.5202,0.0078,0.0189,0.0106,-0.0167,0.012,0.00531
donta-hall,Donta Hall,2021,35,35,33,2,0,0.6729,0.7143,0.0414,0.0507,0.044,0.0,,0.04149
donte-divincenzo,Donte DiVincenzo,2021,603,603,205,52,346,0.5278,0.5282,0.0004,-0.0316,-0.0468,-0.0277,0.0217,-0.00585
dorian-finney-smith,Dorian Finney-Smith,2021,465,465,148,16,301,0.5655,0.5978,0.0323,0.0292,0.0516,-0.0729,0.0189,0.02615
doug-mcdermott,Doug McDermott,2021,665,665,355,24,286,0.6282,0.6158,-0.0124,0.0487,0.0022,0.056,-0.0242,-0.00721
draymond-green,Draymond Green,2021,380,380,209,45,126,0.485,0.4921,0.0071,-0.068,0.0135,-0.0564,0.0127,0.00496
drew-eubanks,Drew Eubanks,2021,205,205,183,20,2,0.5937,0.5707,-0.023,-0.0232,-0.0285,0.025,0.0,-0.023
duncan-robinson,Duncan Robinson,2021,716,716,77,26,613,0.6282,0.6145,-0.0137,0.0842,-0.0284,0.0385,-0.0094,-0.0097
dwayne-bacon,Dwayne Bacon,2021,724,724,325,193,206,0.4571,0.4441,-0.013,-0.0613,-0.0035,0.0188,-0.0387,-0.00757
dwight-howard,Dwight Howard,2021,303,303,270,13,20,0.6446,0.5957,-0.0489,-0.0142,-0.0447,-0.0154,-0.0848,-0.04609
dwight-powell,Dwight Powell,2021,193,193,171,1,21,0.6947,0.6347,-0.06,-0.0097,-0.0516,0.0,-0.0873,-0.05522
dylan-windler,Dylan Windler,2021,129,129,45,6,78,0.5271,0.5271,0.0,-0.0299,0.0,0.0,0.0,0.0
e-twaun-moore,E'Twaun Moore,2021,121,121,57,29,35,0.5165,0.5,-0.0165,-0.0076,-0.0284,0.1549,-0.0929,-0.00313
ed-davis,Ed Davis,2021,44,44,44,0,0,0.5069,0.4318,-0.0751,-0.1566,-0.0751,,,-0.0751
edmond-sumner,Edmond Sumner,2021,283,283,181,14,88,0.5431,0.5848,0.0417,0.0102,0.0219,0.0238,0.0567,0.03282
elfrid-payton,Elfrid Payton,2021,615,615,420,98,97,0.459,0.4569,-0.0021,-0.0533,0.0017,-0.0149,-0.0037,-0.0018
elijah-bryant,Elijah Bryant,2021,13,13,7,1,5,0.5,0.5,0.0,-0.0687,0.0,0.0,0.0,0.0
elijah-hughes,Elijah Hughes,2021,29,29,2,4,23,0.4828,0.4828,0.0,-0.0432,0.0,0.0,0.0,0.0
enes-freedom,Enes Freedom,2021,561,561,543,14,4,0.5973,0.6052,0.0079,0.0174,0.0123,-0.1702,0.0155,0.00777
enes-kanter,Enes Kanter,2021,561,561,543,14,4,0.5973,0.6052,0.0079,0.0174,0.0123,-0.1702,0.0155,0.00777
eric-bledsoe,Eric Bledsoe,2021,730,730,223,153,354,0.4896,0.5034,0.0138,-0.0165,-0.0249,0.0283,0.0213,0.00865
eric-gordon,Eric Gordon,2021,357,357,139,12,206,0.5215,0.5322,0.0107,0.001,0.0724,0.0278,-0.0213,0.01683
eric-paschall,Eric Paschall,2021,292,292,149,90,53,0.5271,0.5308,0.0037,0.0184,-0.0404,0.0717,0.0084,0.00301
ersan-ilyasova,Ersan Ilyasova,2021,54,54,6,7,41,0.4876,0.5556,0.068,0.0348,-0.1672,-0.0076,0.0768,0.03875
evan-fournier,Evan Fournier,2021,541,541,146,112,283,0.5342,0.5647,0.0305,0.0538,0.0003,0.0109,0.0358,0.02106
facundo-campazzo,Facundo Campazzo,2021,315,315,70,29,216,0.5016,0.5016,0.0,-0.0361,0.0,0.0,0.0,0.0
frank-jackson,Frank Jackson,2021,293,293,103,40,150,0.4868,0.5614,0.0746,0.0339,0.051,0.0034,0.0733,0.05592
frank-kaminsky,Frank Kaminsky,2021,253,253,143,29,81,0.5346,0.5277,-0.0069,-0.0352,-0.026,-0.0011,0.0163,-0.0096
frank-mason,Frank Mason,2021,24,24,18,1,5,0.3979,0.4167,0.0188,-0.0855,-0.0222,0.0,0.1133,0.00695
frank-ntilikina,Frank Ntilikina,2021,79,79,6,25,48,0.4783,0.5127,0.0344,0.0048,-0.1334,-0.1215,0.091,0.00671
fred-vanvleet,Fred VanVleet,2021,870,870,251,143,476,0.5043,0.4885,-0.0158,-0.0142,-0.0294,0.0339,-0.0157,-0.0115
freddie-gillespie,Freddie Gillespie,2021,84,84,70,14,0,0.5238,0.5238,0.0,-0.063,0.0,0.0,,0.0
furkan-korkmaz,Furkan Korkmaz,2021,424,424,92,63,269,0.5225,0.52,-0.0025,-0.0071,0.0012,0.0245,-0.0066,-0.00029
gabe-vincent,Gabe Vincent,2021,232,232,65,18,149,0.473,0.4784,0.0054,-0.0428,0.0,0.0,0.0056,0.0036
gabriel-deck,Gabriel Deck,2021,63,63,33,16,14,0.4762,0.4762,0.0,-0.0623,0.0,0.0,0.0,0.0
garrett-temple,Garrett Temple,2021,381,381,118,63,200,0.5031,0.5026,-0.0005,-0.0353,0.0029,0.0076,-0.0034,0.00037
garrison-mathews,Garrison Mathews,2021,237,237,23,16,198,0.5817,0.5696,-0.0121,0.0417,0.0,0.0,-0.0097,-0.0081
gary-clark,Gary Clark,2021,132,132,18,6,108,0.4483,0.4205,-0.0278,-0.1302,0.0037,0.0,-0.0232,-0.01848
gary-harris,Gary Harris,2021,337,337,136,62,139,0.4751,0.4718,-0.0033,-0.0514,0.0002,-0.0187,0.0001,-0.00332
gary-payton-ii,Gary Payton II,2021,13,13,9,0,4,0.6316,0.8462,0.2146,0.2186,0.2099,,0.15,0.19147
gary-trent-jr,Gary Trent Jr.,2021,785,785,152,204,429,0.5132,0.5127,-0.0005,0.0091,0.0148,-0.0035,-0.0029,0.00037
george-hill,George Hill,2021,197,197,76,41,80,0.5764,0.5609,-0.0155,0.0391,-0.0468,0.0567,-0.0152,-0.01243
georges-niang,Georges Niang,2021,404,404,78,34,292,0.5866,0.5916,0.005,0.0459,-0.0009,-0.0454,0.0084,0.00208
giannis-antetokounmpo,Giannis Antetokounmpo,2021,1099,1099,686,192,221,0.5939,0.5992,0.0053,0.0544,0.0143,-0.0076,-0.0075,0.00609
glenn-robinson-iii,Glenn Robinson III,2021,99,99,41,14,44,0.5049,0.5051,0.0002,-0.0453,-0.0327,0.0729,0.0051,-0.00097
goga-bitadze,Goga Bitadze,2021,194,194,105,10,79,0.4622,0.4794,0.0172,-0.1045,-0.0067,0.0647,0.0286,0.01136
goran-dragic,Goran Dragic,2021,554,554,191,119,244,0.512,0.5153,0.0033,0.0042,-0.0025,-0.0014,0.0069,0.00188
gordon-hayward,Gordon Hayward,2021,658,658,239,214,205,0.5351,0.5372,0.0021,0.0124,-0.0542,0.011,0.0391,-0.00393
gorgui-dieng,Gorgui Dieng,2021,162,162,65,27,70,0.5681,0.6173,0.0492,0.0547,0.0458,0.091,0.0241,0.04396
grant-riller,Grant Riller,2021,12,12,3,5,4,0.75,0.75,0.0,0.2751,0.0,0.0,0.0,0.0
grant-williams,Grant Williams,2021,248,248,98,21,129,0.5042,0.5323,0.0281,-0.0222,0.0092,0.0,0.0313,0.01992
grayson-allen,Grayson Allen,2021,414,414,93,47,274,0.539,0.5471,0.0081,0.0059,-0.0266,0.0585,0.0075,0.00563
greg-whittington,Greg Whittington,2021,3,3,0,1,2,0.0,0.0,0.0,-0.5326,,0.0,0.0,0.0
hamidou-diallo,Hamidou Diallo,2021,470,470,297,91,82,0.4771,0.5064,0.0293,-0.0229,0.0329,0.0201,0.0176,0.02775
harrison-barnes,Harrison Barnes,2021,642,642,355,31,256,0.554,0.5748,0.0208,0.0299,0.0287,-0.0063,0.0086,0.019
harry-giles-iii,Harry Giles III,2021,97,97,58,16,23,0.5035,0.4742,-0.0293,-0.0755,-0.1043,0.0601,0.0652,-0.03699
hassan-whiteside,Hassan Whiteside,2021,224,224,180,43,1,0.5846,0.5625,-0.0221,-0.0176,-0.0411,0.0567,0.0,-0.02214
henry-ellenson,Henry Ellenson,2021,14,14,5,0,9,0.6114,0.4286,-0.1828,-0.1287,0.1881,,-0.2593,-0.09951
ignas-brazdeikis,Ignas Brazdeikis,2021,83,83,44,11,28,0.4542,0.488,0.0338,-0.0406,-0.017,0.0,0.0846,0.01953
iman-shumpert,Iman Shumpert,2021,4,4,0,1,3,0.3034,0.25,-0.0534,-0.2267,,0.4,-0.1364,-0.0023
immanuel-quickley,Immanuel Quickley,2021,577,577,121,156,300,0.4965,0.4965,0.0,0.0083,0.0,0.0,0.0,0.0
isaac-bonga,Isaac Bonga,2021,81,81,33,1,47,0.5202,0.4506,-0.0696,-0.1287,-0.0437,0.0,-0.0595,-0.05233
isaac-okoro,Isaac Okoro,2021,550,550,310,29,211,0.4773,0.4773,0.0,-0.0696,0.0,0.0,0.0,0.0
isaiah-hartenstein,Isaiah Hartenstein,2021,171,171,150,15,6,0.5792,0.5556,-0.0236,-0.057,-0.0269,0.0,0.0,-0.0236
isaiah-joe,Isaiah Joe,2021,133,133,7,20,106,0.5075,0.5075,0.0,-0.0183,0.0,0.0,0.0,0.0
isaiah-roby,Isaiah Roby,2021,422,422,288,26,108,0.5181,0.519,0.0009,-0.0415,0.0012,0.0,0.0,0.00082
isaiah-stewart,Isaiah Stewart,2021,405,405,299,43,63,0.5765,0.5765,0.0,-0.014,0.0,0.0,0.0,0.0
isaiah-thomas,Isaiah Thomas,2021,27,27,6,9,12,0.5847,0.3889,-0.1958,-0.1213,-0.2334,-0.1431,-0.1445,-0.16379
ish-smith,Ish Smith,2021,297,297,111,137,49,0.4805,0.4646,-0.0159,-0.0254,-0.0204,-0.0207,0.0053,-0.0163
ivica-zubac,Ivica Zubac,2021,394,394,382,8,4,0.6188,0.6536,0.0348,0.037,0.0373,-0.0719,0.0,0.0347
ja-morant,Ja Morant,2021,956,956,569,146,241,0.4918,0.488,-0.0038,-0.0327,0.0,-0.0081,-0.0069,-0.00298
jabari-parker,Jabari Parker,2021,55,55,29,15,11,0.5335,0.5636,0.0301,0.0305,0.0744,0.002,-0.0323,0.03331
jaden-mcdaniels,Jaden McDaniels,2021,367,367,129,40,198,0.545,0.545,0.0,-0.0196,0.0,0.0,0.0,0.0
jae-crowder,Jae Crowder,2021,489,489,59,53,377,0.5156,0.5552,0.0396,0.0129,-0.0224,-0.0062,0.0371,0.02523
jae-sean-tate,Jae'Sean Tate,2021,620,620,405,23,192,0.5524,0.5524,0.0,0.0018,0.0,0.0,0.0,0.0
jahlil-okafor,Jahlil Okafor,2021,101,101,83,9,9,0.5611,0.6337,0.0726,0.0865,0.0798,-0.0186,0.0648,0.0697
jahmi-us-ramsey,Jahmi'us Ramsey,2021,38,38,15,4,19,0.4605,0.4605,0.0,-0.0874,0.0,0.0,0.0,0.0
jakarr-sampson,JaKarr Sampson,2021,113,113,89,9,15,0.5507,0.5088,-0.0419,-0.0584,-0.0653,0.0972,0.0095,-0.04243
jake-layman,Jake Layman,2021,184,184,98,8,78,0.5626,0.5571,-0.0055,-0.0164,-0.0023,-0.006,-0.0063,-0.00416
jakob-poeltl,Jakob Poeltl,2021,431,431,384,47,0,0.6264,0.6148,-0.0116,0.002,-0.0047,-0.0684,,-0.01165
jalen-brunson,Jalen Brunson,2021,627,627,271,156,200,0.5579,0.5877,0.0298,0.0893,0.0246,0.0436,0.0174,0.02703
jalen-harris,Jalen Harris,2021,72,72,27,9,36,0.6181,0.6181,0.0,0.1073,0.0,0.0,0.0,0.0
jalen-lecque,Jalen Lecque,2021,9,9,5,3,1,0.1111,0.1111,0.0,-0.3148,0.0,0.0,0.0,0.0
jalen-mcdaniels,Jalen McDaniels,2021,283,283,152,26,105,0.5426,0.5318,-0.0108,-0.0354,-0.0102,0.0,-0.0096,-0.00904
jalen-smith,Jalen Smith,2021,50,50,28,5,17,0.48,0.48,0.0,-0.0964,0.0,0.0,0.0,0.0
jamal-murray,Jamal Murray,2021,785,785,200,270,315,0.5424,0.5599,0.0175,0.0636,0.0597,-0.022,0.0163,0.01418
james-ennis-iii,James Ennis III,2021,243,243,111,28,104,0.5329,0.5658,0.0329,0.0188,-0.0565,0.0179,0.0883,0.01404
james-harden,James Harden,2021,733,733,352,46,335,0.5589,0.5477,-0.0112,0.0439,-0.0053,0.0443,-0.0166,-0.00735
james-johnson,James Johnson,2021,327,327,183,24,120,0.5297,0.4939,-0.0358,-0.05,0.0018,0.0382,-0.072,-0.02261
james-nunnally,James Nunnally,2021,13,13,0,1,12,0.5038,0.5385,0.0347,0.002,,0.0,0.025,0.02308
james-wiseman,James Wiseman,2021,361,361,234,89,38,0.5319,0.5319,0.0,-0.0456,0.0,0.0,0.0,0.0
jamychal-green,JaMychal Green,2021,372,372,151,24,197,0.5698,0.5712,0.0014,0.0122,-0.0057,-0.1136,0.0139,-0.00228
jared-dudley,Jared Dudley,2021,9,9,1,2,6,0.5596,0.3333,-0.2263,-0.1456,0.0,-0.25,-0.1708,-0.16942
jared-harper,Jared Harper,2021,4,4,0,3,1,0.0,0.0,0.0,-0.4844,,0.0,0.0,0.0
jaren-jackson-jr,Jaren Jackson Jr.,2021,125,125,59,6,60,0.5557,0.492,-0.0637,-0.0682,-0.0216,-0.1,-0.0677,-0.04749
jarred-vanderbilt,Jarred Vanderbilt,2021,236,236,227,4,5,0.6059,0.6081,0.0022,-0.0282,0.0023,0.0,0.0,0.00221
jarrell-brantley,Jarrell Brantley,2021,52,52,22,2,28,0.505,0.5962,0.0912,0.0633,0.0758,0.0,0.0732,0.07148
jarrett-allen,Jarrett Allen,2021,479,479,419,41,19,0.5856,0.6242,0.0386,0.0207,0.0372,0.0061,0.0925,0.03673
jarrett-culver,Jarrett Culver,2021,168,168,109,6,53,0.4703,0.4494,-0.0209,-0.0919,-0.0218,-0.0556,-0.0101,-0.01932
javale-mcgee,JaVale McGee,2021,276,276,209,44,23,0.5364,0.5199,-0.0165,-0.0404,-0.0364,0.0035,0.084,-0.02001
javonte-green,Javonte Green,2021,102,102,66,6,30,0.5769,0.5686,-0.0083,-0.0256,-0.0136,0.0,0.0014,-0.00839
jaxson-hayes,Jaxson Hayes,2021,280,280,239,27,14,0.6513,0.6357,-0.0156,0.0011,-0.0154,-0.0062,-0.0238,-0.01493
jay-scrubb,Jay Scrubb,2021,19,19,8,6,5,0.4211,0.4211,0.0,-0.088,0.0,0.0,0.0,0.0
jaylen-adams,Jaylen Adams,2021,8,8,4,2,2,0.2567,0.125,-0.1317,-0.3425,-0.0833,0.0,-0.24,-0.10165
jaylen-brown,Jaylen Brown,2021,1111,1111,446,255,410,0.5337,0.5576,0.0239,0.0426,-0.0049,0.0297,0.0345,0.01758
jaylen-hoard,Jaylen Hoard,2021,83,83,71,3,9,0.4981,0.506,0.0079,-0.0439,0.0093,0.0,0.0,0.00796
jaylen-nowell,Jaylen Nowell,2021,335,335,114,71,150,0.4778,0.4985,0.0207,-0.0257,-0.0022,-0.0065,0.034,0.0131
jayson-tatum,Jayson Tatum,2021,1319,1319,518,316,485,0.5109,0.5296,0.0187,0.0361,0.0325,0.001,0.0104,0.01683
jeff-green,Jeff Green,2021,530,530,214,66,250,0.5814,0.5896,0.0082,0.0301,-0.0341,-0.0002,0.0311,0.00088
jeff-teague,Jeff Teague,2021,284,284,144,58,82,0.4839,0.4965,0.0126,-0.0175,0.0075,-0.0448,0.0413,0.00658
jerami-grant,Jerami Grant,2021,909,909,349,239,321,0.4832,0.4879,0.0047,-0.015,0.0058,0.0096,-0.0002,0.00468
jeremiah-martin,Jeremiah Martin,2021,33,33,17,4,12,0.368,0.3182,-0.0498,-0.1965,-0.0588,0.0,-0.0357,-0.04327
jeremy-lamb,Jeremy Lamb,2021,276,276,80,68,128,0.5312,0.529,-0.0022,0.021,-0.0665,0.0003,0.0244,-0.00789
jerome-robinson,Jerome Robinson,2021,95,95,22,31,42,0.3599,0.3526,-0.0073,-0.1392,-0.0563,0.0225,-0.0024,-0.00676
jevon-carter,Jevon Carter,2021,221,221,28,44,149,0.5079,0.5452,0.0373,0.0259,0.1293,0.0409,0.0127,0.03309
jimmy-butler,Jimmy Butler,2021,736,736,444,190,102,0.5173,0.5143,-0.003,0.0022,0.0028,0.0278,-0.0572,0.00094
jimmy-butler-iii,Jimmy Butler III,2021,736,736,444,190,102,0.5173,0.5143,-0.003,0.0022,0.0028,0.0278,-0.0572,0.00094
jj-redick,JJ Redick,2021,267,267,9,80,178,0.5415,0.5206,-0.0209,0.0228,0.0519,-0.0338,-0.0125,-0.01671
joe-harris,Joe Harris,2021,706,706,166,96,444,0.6327,0.6551,0.0224,0.1245,-0.0295,0.0193,0.0283,0.01349
joe-ingles,Joe Ingles,2021,562,562,135,21,406,0.6157,0.6521,0.0364,0.1193,0.0132,0.0607,0.0285,0.02603
joel-embiid,Joel Embiid,2021,897,897,353,389,155,0.5149,0.5452,0.0303,0.0511,-0.0011,0.0511,0.0329,0.02741
john-collins,John Collins,2021,771,771,428,135,208,0.5962,0.6102,0.014,0.0488,0.0077,0.0358,0.0086,0.01286
john-konchar,John Konchar,2021,138,138,73,9,56,0.5833,0.5761,-0.0072,-0.0045,-0.0068,0.0,-0.006,-0.00603
john-wall,John Wall,2021,725,725,315,161,249,0.4654,0.4586,-0.0068,-0.0471,-0.0191,-0.0243,0.0136,-0.00902
jonas-valan-i-nas,Jonas ValanÄiÅ«nas,2021,742,742,596,89,57,0.6055,0.6071,0.0016,0.0291,-0.005,0.0401,0.0073,0.00135
jonas-valanciunas,Jonas Valanciunas,2021,742,742,596,89,57,0.6055,0.6071,0.0016,0.0291,-0.005,0.0401,0.0073,0.00135
jontay-porter,Jontay Porter,2021,15,15,3,4,8,0.6333,0.6333,0.0,0.0987,0.0,0.0,0.0,0.0
jordan-bell,Jordan Bell,2021,22,22,18,2,2,0.4065,0.3182,-0.0883,-0.2531,-0.1027,0.1667,-0.1429,-0.08186
jordan-bone,Jordan Bone,2021,54,54,6,16,32,0.4905,0.5185,0.028,0.013,0.0833,0.0208,0.0141,0.02377
jordan-clarkson,Jordan Clarkson,2021,1071,1071,357,117,597,0.5288,0.5238,-0.005,0.0208,0.0027,-0.0324,-0.0029,-0.00426
jordan-mclaughlin,Jordan McLaughlin,2021,242,242,136,14,92,0.5142,0.4814,-0.0328,-0.0496,-0.0365,0.0,-0.0216,-0.02872
jordan-nwora,Jordan Nwora,2021,135,135,42,31,62,0.563,0.563,0.0,0.0426,0.0,0.0,0.0,0.0
jordan-poole,Jordan Poole,2021,474,474,131,67,276,0.5003,0.5348,0.0345,0.0043,0.0328,0.0019,0.0288,0.0261
josh-green,Josh Green,2021,93,93,54,14,25,0.4731,0.4731,0.0,-0.1114,0.0,0.0,0.0,0.0
josh-hall,Josh Hall,2021,78,78,36,11,31,0.2628,0.2628,0.0,-0.2382,0.0,0.0,0.0,0.0
josh-hart,Josh Hart,2021,343,343,124,26,193,0.5224,0.5321,0.0097,-0.0089,-0.0136,0.1073,0.0076,0.00749
josh-jackson,Josh Jackson,2021,699,699,331,114,254,0.4682,0.475,0.0068,-0.0376,0.0147,0.0576,-0.0175,0.01
josh-okogie,Josh Okogie,2021,254,254,136,10,108,0.4756,0.4587,-0.0169,-0.1126,-0.0287,-0.05,0.0005,-0.01712
josh-richardson,Josh Richardson,2021,618,618,180,171,267,0.4975,0.4984,0.0009,-0.0083,0.0311,0.0001,-0.0127,0.0036
jrue-holiday,Jrue Holiday,2021,824,824,398,142,284,0.5526,0.5698,0.0172,0.0441,-0.0234,0.0656,0.0332,0.01145
juan-toscano-anderson,Juan Toscano-Anderson,2021,209,209,114,3,92,0.6544,0.6675,0.0131,0.0699,0.0166,0.0,0.006,0.0117
juancho-hernangomez,Juancho Hernangomez,2021,298,298,130,1,167,0.5227,0.5285,0.0058,-0.0437,0.0342,0.0,-0.0108,0.00887
julius-randle,Julius Randle,2021,1319,1319,396,534,389,0.4993,0.5163,0.017,0.035,-0.0137,0.0045,0.0435,0.01054
justin-holiday,Justin Holiday,2021,624,624,124,47,453,0.5598,0.5521,-0.0077,0.0051,-0.0246,-0.0095,-0.0019,-0.00698
justin-jackson,Justin Jackson,2021,220,220,58,45,117,0.5102,0.4864,-0.0238,-0.0482,-0.0106,-0.0017,-0.026,-0.01697
justin-james,Justin James,2021,111,111,53,20,38,0.5188,0.5315,0.0127,-0.0049,0.0274,0.0417,-0.0154,0.01532
justin-patton,Justin Patton,2021,70,70,29,7,34,0.4797,0.4786,-0.0011,-0.1037,-0.031,0.0,0.0161,-0.00502
justin-robinson,Justin Robinson,2021,21,21,4,3,14,0.4643,0.4286,-0.0357,-0.1033,0.0,0.0,-0.0357,-0.0238
justise-winslow,Justise Winslow,2021,210,210,102,54,54,0.462,0.3762,-0.0858,-0.1583,0.0051,-0.1009,-0.1616,-0.06502
jusuf-nurki,Jusuf NurkiÄ‡,2021,331,331,276,25,30,0.5188,0.5347,0.0159,-0.0375,-0.0055,0.0458,0.1253,0.01023
jusuf-nurkic,Jusuf Nurkic,2021,331,331,276,25,30,0.5188,0.5347,0.0159,-0.0375,-0.0055,0.0458,0.1253,0.01023
juwan-morgan,Juwan Morgan,2021,30,30,16,1,13,0.5508,0.5333,-0.0175,-0.0834,0.0,0.0,-0.0269,-0.01166
karim-mane,Karim Mane,2021,13,13,10,1,2,0.2692,0.2692,0.0,-0.2173,0.0,0.0,0.0,0.0
karl-anthony-towns,Karl-Anthony Towns,2021,875,875,457,103,315,0.5771,0.5554,-0.0217,0.0144,-0.0315,-0.0136,-0.0066,-0.02043
kawhi-leonard,Kawhi Leonard,2021,906,906,277,375,254,0.5392,0.569,0.0298,0.0877,0.0563,0.0041,0.0259,0.02617
keita-bates-diop,Keita Bates-Diop,2021,66,66,42,7,17,0.4679,0.4924,0.0245,-0.0405,0.04,-0.0047,-0.0012,0.02465
kelan-martin,Kelan Martin,2021,138,138,56,22,60,0.5334,0.5362,0.0028,-0.012,-0.0513,-0.0061,0.0378,-0.00536
keldon-johnson,Keldon Johnson,2021,705,705,462,62,181,0.5365,0.522,-0.0145,-0.0114,-0.0053,0.007,-0.0302,-0.01061
keljin-blevins,Keljin Blevins,2021,20,20,11,1,8,0.3,0.3,0.0,-0.2223,0.0,0.0,0.0,0.0
kelly-olynyk,Kelly Olynyk,2021,696,696,296,33,367,0.5847,0.5733,-0.0114,0.0008,0.0144,0.0074,-0.0227,-0.00549
kelly-oubre-jr,Kelly Oubre Jr.,2021,718,718,358,77,283,0.506,0.5042,-0.0018,-0.0471,0.0074,-0.0404,-0.0021,-0.00147
kemba-walker,Kemba Walker,2021,676,676,189,134,353,0.5342,0.5141,-0.0201,0.0114,0.0043,-0.0474,-0.0152,-0.01613
kendrick-nunn,Kendrick Nunn,2021,658,658,231,107,320,0.5512,0.5775,0.0263,0.0478,0.0429,0.0332,0.008,0.02435
kenrich-williams,Kenrich Williams,2021,411,411,211,83,117,0.536,0.5961,0.0601,0.066,0.0389,0.0302,0.0796,0.04873
kent-bazemore,Kent Bazemore,2021,389,389,149,56,184,0.5119,0.5463,0.0344,-0.0074,0.032,-0.0423,0.0397,0.02495
kentavious-caldwell-pope,Kentavious Caldwell-Pope,2021,494,494,133,76,285,0.547,0.5557,0.0087,0.011,-0.0294,-0.0701,0.0316,-0.00047
kenyon-martin-jr,Kenyon Martin Jr.,2021,318,318,217,5,96,0.5645,0.5645,0.0,-0.0359,0.0,0.0,0.0,0.0
kevin-durant,Kevin Durant,2021,603,603,145,269,189,0.5846,0.6078,0.0232,0.1262,0.0141,-0.0064,0.0482,0.01564
kevin-huerter,Kevin Huerter,2021,731,731,210,135,386,0.5314,0.528,-0.0034,-0.0031,-0.0103,0.0306,-0.0077,-0.00137
kevin-knox-ii,Kevin Knox II,2021,142,142,37,16,89,0.488,0.5176,0.0296,-0.0283,-0.1094,0.0898,0.0511,0.01364
kevin-love,Kevin Love,2021,252,252,58,38,156,0.5427,0.5218,-0.0209,-0.0106,0.0398,-0.09,-0.0177,-0.01537
kevin-porter-jr,Kevin Porter Jr.,2021,367,367,151,55,161,0.4906,0.4932,0.0026,-0.0219,-0.0098,0.067,-0.0052,0.00373
