Player,Team,Opponent,Date,Closest Defender Distance,Shot Clock,Touch Time,Dribbles,FGA,eFG%,o10 eFG%,u10ft FG2M,u10ft FG2A,u10ft FG2%,u10ft FG2 Freq,o10ft FG2M,o10ft FG2A,o10ft FG2%,o10ft FG2 Freq,FG3M,FG3A,FG3%,FG3 Freq
Miles Bridges,CHA,MEM,3/13/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.75,0,3,3,1,0.1429,0,1,0,0.0476,0,0,,0
Miles Bridges,CHA,ORL,3/5/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.25,,1,4,0.25,0.25,0,0,,0,0,0,,0
Miles Bridges,CHA,PHI,3/1/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,,3,4,0.75,0.2222,0,0,,0,0,0,,0
Miles Bridges,CHA,LAL,2/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0385,1,3,0.3333,0.1154
Miles Bridges,CHA,CHI,1/8/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,1,0,0.0556,2,2,1,0.1111
Miles Bridges,CHA,LAC,12/26/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1304
Miles Bridges,CHA,DEN,12/23/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1304
Miles Bridges,CHA,NOP,12/15/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0.6667,,2,3,0.6667,0.125,0,0,,0,0,0,,0
Mitchell Robinson,NYK,LAC,11/6/2023,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,6,0.3333,,2,6,0.3333,0.6,0,0,,0,0,0,,0
Mitchell Robinson,NYK,CHA,11/18/2023,0-2 Feet - Very Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.8,0,0,,0,0,0,,0
Mitchell Robinson,NYK,CHA,11/12/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.5714,0,0,,0,0,0,,0
Mo Bamba,PHI,UTA,1/6/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.3333,0,0,,0,0,0,,0
Moritz Wagner,ORL,MIL,11/11/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.4444,0,0,,0,0,0,,0
Moritz Wagner,ORL,DEN,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2857
Moritz Wagner,ORL,ATL,11/9/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4444
Moritz Wagner,ORL,HOU,4/9/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.5,0,0,,0,0,0,,0
Moritz Wagner,ORL,NOP,4/3/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.4444,0,0,,0,0,0,,0
Moritz Wagner,ORL,MIL,12/21/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.2,0,0,,0,0,0,,0
Moritz Wagner,ORL,MIA,12/20/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.375,0,0,,0,0,0,,0
Moses Moody,GSW,NOP,1/10/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.2778
Moses Moody,GSW,TOR,1/7/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.5556
Moses Moody,GSW,PHI,2/7/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5
Myles Turner,IND,SAS,3/3/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.8571,0.8571,0,0,,0,0,1,0,0.0588,4,6,0.6667,0.3529
Myles Turner,IND,CHI,3/13/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.9167,0.9167,0,0,,0,1,1,1,0.0667,3,5,0.6,0.3333
Myles Turner,IND,CHI,10/30/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.8,0.8,0,0,,0,1,1,1,0.0714,2,4,0.5,0.2857
Myles Turner,IND,SAS,11/6/2023,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.5714,0,0,,0,0,0,,0
Myles Turner,IND,MIL,11/9/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.25
Myles Turner,IND,BOS,12/4/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.25
Myles Turner,IND,NYK,12/30/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.5,1.5,0,0,,0,0,0,,0,4,4,1,0.2353
Myles Turner,IND,TOR,4/9/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4
Myles Turner,IND,DAL,2/25/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.5,0.5,0,0,,0,2,2,1,0.1333,0,2,0,0.1333
Myles Turner,IND,MIA,11/30/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0,2,2,1,0.1429,0,1,0,0.0714,0,1,0,0.0714
Myles Turner,IND,GSW,2/8/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0833,1,3,0.3333,0.25
Myles Turner,IND,ATL,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.2727
Myles Turner,IND,NYK,12/30/2023,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,,1,3,0.3333,0.1765,0,0,,0,0,0,,0
Myles Turner,IND,NYK,12/30/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1765
Myles Turner,IND,CHI,12/28/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,1,1,1,0.0833,2,2,1,0.1667,0,0,,0
Naji Marshall,NOP,DET,3/24/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4
Naji Marshall,NOP,SAS,12/17/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.8333,0.75,1,1,1,0.1667,0,0,,0,1,2,0.5,0.3333
Nassir Little,PHX,BKN,12/13/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5714
Nassir Little,PHX,UTA,10/28/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.375
Naz Reid,MIN,UTA,3/16/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.6429,0.6429,0,0,,0,0,0,,0,3,7,0.4286,0.3889
Naz Reid,MIN,LAL,4/7/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,1.2,1.2,0,0,,0,0,0,,0,4,5,0.8,0.3125
Naz Reid,MIN,CLE,3/22/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.3333
Naz Reid,MIN,DAL,12/28/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.8
Naz Reid,MIN,MIL,2/23/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.4
Naz Reid,MIN,NYK,11/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.5
Naz Reid,MIN,DEN,4/10/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.5,1,1,3,0.3333,0.1579,1,1,1,0.0526,0,0,,0
Naz Reid,MIN,DET,3/27/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2222
Naz Reid,MIN,CLE,3/8/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.2222
Naz Reid,MIN,SAC,3/1/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,,3,4,0.75,0.2222,0,0,,0,0,0,,0
Naz Reid,MIN,BKN,2/24/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.4444
Naz Reid,MIN,CHA,12/2/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2857
Naz Reid,MIN,CHA,12/2/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,,2,4,0.5,0.2857,0,0,,0,0,0,,0
Naz Reid,MIN,DET,1/17/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.4444
Naz Reid,MIN,ATL,10/30/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.25
Naz Reid,MIN,HOU,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.2727
Naz Reid,MIN,DAL,12/14/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.2143
Naz Reid,MIN,DAL,12/14/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.2143
Neemias Queta,BOS,GSW,12/19/2023,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,,1,3,0.3333,0.375,0,0,,0,0,0,,0
Nic Claxton,BKN,LAL,1/19/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.25,0,0,,0,0,0,,0
Nic Claxton,BKN,OKC,1/5/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.2727,0,0,,0,0,0,,0
Nic Claxton,BKN,NOP,1/2/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.4286,0,0,,0,0,0,,0
Nic Claxton,BKN,GSW,12/16/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.25,0,0,,0,0,0,,0
Nick Richards,CHA,DET,1/24/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.8,,4,5,0.8,0.3846,0,0,,0,0,0,,0
Nick Richards,CHA,UTA,1/27/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.3636,0,0,,0,0,0,,0
Nick Richards,CHA,LAC,3/31/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.6667,0,0,,0,0,0,,0
Nick Richards,CHA,CHI,1/8/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.5,0,0,,0,0,0,,0
Nick Richards,CHA,DEN,1/1/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.25,0,0,,0,0,0,,0
Nick Smith Jr.,CHA,DEN,12/23/2023,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0,0,0,0,,0,0,3,0,0.25,0,0,,0
Nick Smith Jr.,CHA,TOR,12/18/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.3333
Nickeil Alexander-Walker,MIN,SAC,11/24/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5
Nicolas Batum,PHI,CHI,12/30/2023,4-6 Feet - Open,4-0 Very Late,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,1,0,0.1667,2,2,1,0.3333
Nikola Jokić,DEN,TOR,3/11/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.8333,,5,6,0.8333,0.2308,0,0,,0,0,0,,0
Nikola Jokić,DEN,NOP,11/17/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.4,0.25,1,1,1,0.05,1,1,1,0.05,0,3,0,0.15
Nikola Jokić,DEN,DAL,11/3/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.5,3,3,1,0.1875,0,0,,0,1,1,1,0.0625
Nikola Jokić,DEN,WAS,1/21/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.2,0,0,,0,0,0,,0
Nikola Jokić,DEN,NYK,1/25/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.2222,0,0,,0,0,0,,0
Nikola Jokić,DEN,GSW,2/25/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,1,0,0.0417,1,3,0.3333,0.125
Nikola Jokić,DEN,SAS,11/26/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0,2,2,1,0.069,0,2,0,0.069,0,0,,0
Nikola Jokić,DEN,LAC,12/6/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.125,0,0,,0,0,0,,0
Nikola Jokić,DEN,TOR,12/20/2023,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.1739,0,0,,0,0,0,,0
Nikola Jokić,DEN,DAL,11/3/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.25,0,0,,0,0,0,,0
Nikola Jokić,DEN,PHI,1/16/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.2,0,0,,0,0,0,,0
Nikola Jokić,DEN,SAC,12/2/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0.3333,0,1,0,0.0435,1,1,1,0.0435,0,2,0,0.087
Nikola Jokić,DEN,SAS,4/2/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0,3,3,1,0.0938,0,1,0,0.0313,0,0,,0
Nikola Jokić,DEN,CLE,3/31/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.75,,3,4,0.75,0.2222,0,0,,0,0,0,,0
Nikola Jokić,DEN,POR,2/23/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,1,2,3,0.6667,0.1765,1,1,1,0.0588,0,0,,0
Nikola Jokić,DEN,MIN,3/19/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0,2,3,0.6667,0.1364,0,1,0,0.0455,0,0,,0
Nikola Jokić,DEN,OKC,10/29/2023,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,,1,3,0.3333,0.1875,0,0,,0,0,0,,0
Nikola Jović,MIA,CLE,3/20/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.8,0.75,1,1,1,0.0833,0,0,,0,2,4,0.5,0.3333
Nikola Jović,MIA,TOR,4/12/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2222
Nikola Jović,MIA,GSW,3/26/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0909,1,3,0.3333,0.2727
Nikola Jović,MIA,HOU,1/8/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.3333
Nikola Jović,MIA,LAL,1/3/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0,1,2,0.5,0.1818,0,0,,0,0,1,0,0.0909
Nikola Jović,MIA,LAL,1/3/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.2727
Nikola Vucevic,CHI,DET,2/27/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,9,0.1111,0.1111,0,0,,0,1,3,0.3333,0.1304,0,6,0,0.2609
Nikola Vucevic,CHI,DET,11/12/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.5714,0.5714,0,0,,0,1,1,1,0.0588,2,6,0.3333,0.3529
Nikola Vucevic,CHI,MIN,3/31/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.1429,0,1,1,1,0.0625,0,3,0,0.1875,0,3,0,0.1875
Nikola Vucevic,CHI,MEM,2/8/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.7857,0.7857,0,0,,0,1,2,0.5,0.1053,3,5,0.6,0.2632
Nikola Vucevic,CHI,CLE,12/23/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,1,0,0.0909,2,4,0.5,0.3636
Nikola Vucevic,CHI,MIL,12/11/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.5,0.5,0,0,,0,1,2,0.5,0.125,1,3,0.3333,0.1875
Nikola Vucevic,CHI,LAL,12/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,1,0,0.0769,3,4,0.75,0.3077
Nikola Vucevic,CHI,MIL,11/13/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.2083
Nikola Vucevic,CHI,SAS,12/21/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2105
Nikola Vucevic,CHI,CHA,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,1,0,0.0833,1,3,0.3333,0.25
Nikola Vucevic,CHI,PHI,12/18/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2222
Nikola Vucevic,CHI,OKC,11/22/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0769,1,3,0.3333,0.2308
Nikola Vucevic,CHI,CHA,12/6/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,1,1,1,0.0588,0,0,,0,2,3,0.6667,0.1765
Nikola Vucevic,CHI,TOR,10/27/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2667
Nikola Vucevic,CHI,DEN,12/12/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,2,0.5,0.0952,1,2,0.5,0.0952
Nikola Vucevic,CHI,WAS,3/16/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0526,1,3,0.3333,0.1579
Nikola Vucevic,CHI,ORL,2/10/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.16,0,0,,0,0,0,,0
Nikola Vucevic,CHI,DEN,12/12/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.25,0.25,0,0,,0,1,2,0.5,0.0952,0,2,0,0.0952
Nikola Vucevic,CHI,SAS,12/8/2023,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.1818,0,0,,0,0,0,,0
Nikola Vucevic,CHI,CHA,1/31/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0.5,0,0,,0,2,4,0.5,0.1818,0,0,,0
Nikola Vucevic,CHI,PHX,1/22/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0588,1,3,0.3333,0.1765
Nikola Vucevic,CHI,MEM,1/20/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.125,0,1,0,0.125,1,2,0.5,0.25
Nikola Vucevic,CHI,IND,10/30/2023,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.1579,0,0,,0,0,0,,0
Nikola Vucevic,CHI,IND,10/30/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,0,2,2,1,0.1053,0,1,0,0.0526,0,0,,0
Nikola Vucevic,CHI,MIA,12/14/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1429
Nikola Vucevic,CHI,MIA,12/14/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.1429,0,0,,0,0,0,,0
Nikola Vučević,CHI,DET,2/27/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,9,0.1111,0.1111,0,0,,0,1,3,0.3333,0.1304,0,6,0,0.2609
Nikola Vučević,CHI,MIN,3/31/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.1429,0,1,1,1,0.0625,0,3,0,0.1875,0,3,0,0.1875
Nikola Vučević,CHI,MEM,2/8/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.7857,0.7857,0,0,,0,1,2,0.5,0.1053,3,5,0.6,0.2632
Nikola Vučević,CHI,DET,11/12/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.5714,0.5714,0,0,,0,1,1,1,0.0588,2,6,0.3333,0.3529
Nikola Vučević,CHI,CLE,12/23/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,1,0,0.0909,2,4,0.5,0.3636
Nikola Vučević,CHI,LAL,12/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,1,0,0.0769,3,4,0.75,0.3077
Nikola Vučević,CHI,MIL,12/11/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.5,0.5,0,0,,0,1,2,0.5,0.125,1,3,0.3333,0.1875
Nikola Vučević,CHI,MIL,11/13/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.2083
Nikola Vučević,CHI,SAS,12/21/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2105
Nikola Vučević,CHI,CHA,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,1,0,0.0833,1,3,0.3333,0.25
Nikola Vučević,CHI,MEM,1/20/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.125,0,1,0,0.125,1,2,0.5,0.25
Nikola Vučević,CHI,ORL,2/10/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.16,0,0,,0,0,0,,0
Nikola Vučević,CHI,PHI,12/18/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2222
Nikola Vučević,CHI,OKC,11/22/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0769,1,3,0.3333,0.2308
Nikola Vučević,CHI,SAS,12/8/2023,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.1818,0,0,,0,0,0,,0
Nikola Vučević,CHI,CHA,12/6/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,1,1,1,0.0588,0,0,,0,2,3,0.6667,0.1765
Nikola Vučević,CHI,DEN,12/12/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.25,0.25,0,0,,0,1,2,0.5,0.0952,0,2,0,0.0952
