season_id,player_id,player_name,team_id,team_abbreviation,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,player_stats,team_stats
22023,203496.0,Robert Covington,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.727,22.0,0.076,0.818,0.286,0.182,0.182,0.182,0.0,0.364,0.357,11.0,9.0,2.0,7.0,5.0,,
22023,1630197.0,Aleksej Pokusevski,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.727,17.0,0.085,0.818,0.571,0.0,0.364,0.0,0.0,0.364,0.643,11.0,9.0,4.0,7.0,3.0,,
22023,1628972.0,Troy Brown Jr.,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.587,21.0,0.074,0.9,0.25,0.2,0.0,0.2,0.0,0.4,0.25,10.0,9.0,2.0,8.0,6.0,,
22023,1629004.0,Svi Mykhailiuk,1610612738.0,BOS,Boston Celtics,Isolation,Defensive,0.587,33.0,0.088,0.9,0.333,0.3,0.1,0.3,0.0,0.5,0.333,10.0,9.0,2.0,6.0,4.0,,
22023,203995.0,Vasilije Micic,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.931,30.0,0.064,0.667,0.308,0.067,0.067,0.0,0.0,0.333,0.308,15.0,10.0,4.0,13.0,9.0,,
22023,200768.0,Kyle Lowry,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.706,23.0,0.061,0.833,0.429,0.167,0.25,0.167,0.0,0.417,0.429,12.0,10.0,3.0,7.0,4.0,,
22023,201599.0,DeAndre Jordan,1610612743.0,DEN,Denver Nuggets,Isolation,Defensive,0.57,29.0,0.06,0.909,0.286,0.455,0.0,0.364,0.091,0.545,0.286,11.0,10.0,2.0,7.0,5.0,,
22023,201568.0,Danilo Gallinari,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.57,24.0,0.067,0.909,0.375,0.182,0.091,0.182,0.0,0.455,0.375,11.0,10.0,3.0,8.0,5.0,,
22023,1631303.0,Justin Minaya,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.35,25.0,0.07,1.0,0.5,0.2,0.2,0.2,0.0,0.5,0.583,10.0,10.0,3.0,6.0,3.0,,
22023,202692.0,Alec Burks,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.943,40.0,0.063,0.647,0.267,0.059,0.059,0.0,0.0,0.294,0.3,17.0,11.0,4.0,15.0,11.0,,
22023,203095.0,Evan Fournier,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.912,28.0,0.09,0.688,0.333,0.188,0.313,0.188,0.063,0.313,0.333,16.0,11.0,3.0,9.0,6.0,,
22023,1641787.0,Tosan Evbuomwan,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.912,10.0,0.144,0.688,0.417,0.125,0.125,0.125,0.0,0.375,0.417,16.0,11.0,5.0,12.0,7.0,,
22023,202083.0,Wesley Matthews,1610612737.0,ATL,Atlanta Hawks,Isolation,Defensive,0.182,30.0,0.063,1.1,0.556,0.1,0.1,0.1,0.1,0.5,0.556,10.0,11.0,5.0,9.0,4.0,,
22023,1631101.0,Shaedon Sharpe,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.989,31.0,0.077,0.48,0.286,0.04,0.12,0.04,0.0,0.24,0.286,25.0,12.0,6.0,21.0,15.0,,
22023,203471.0,Dennis Schröder,1610612751.0,BKN,Brooklyn Nets,Isolation,Defensive,0.966,29.0,0.065,0.6,0.222,0.05,0.05,0.05,0.0,0.25,0.278,20.0,12.0,4.0,18.0,14.0,,
22023,1626196.0,Josh Richardson,1610612748.0,MIA,Miami Heat,Isolation,Defensive,0.949,43.0,0.049,0.632,0.25,0.105,0.053,0.105,0.0,0.316,0.25,19.0,12.0,4.0,16.0,12.0,,
22023,1627780.0,Gary Payton II,1610612744.0,GSW,Golden State Warriors,Isolation,Defensive,0.931,42.0,0.068,0.667,0.308,0.167,0.167,0.167,0.056,0.333,0.308,18.0,12.0,4.0,13.0,9.0,,
22023,203488.0,Mike Muscala,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.852,21.0,0.105,0.75,0.385,0.063,0.125,0.063,0.0,0.375,0.385,16.0,12.0,5.0,13.0,8.0,,
22023,1627863.0,Danuel House Jr.,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.761,32.0,0.074,0.8,0.333,0.0,0.0,0.0,0.0,0.333,0.4,15.0,12.0,5.0,15.0,10.0,,
22023,203935.0,Marcus Smart,1610612763.0,MEM,Memphis Grizzlies,Isolation,Defensive,0.761,20.0,0.075,0.8,0.4,0.067,0.267,0.067,0.0,0.333,0.5,15.0,12.0,4.0,10.0,6.0,,
22023,202397.0,Ish Smith,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.531,41.0,0.046,0.923,0.429,0.231,0.231,0.231,0.0,0.462,0.5,13.0,12.0,3.0,7.0,4.0,,
22023,1629670.0,Jordan Nwora,1610612761.0,TOR,Toronto Raptors,Isolation,Defensive,0.531,31.0,0.079,0.923,0.455,0.077,0.077,0.077,0.0,0.462,0.455,13.0,12.0,5.0,11.0,6.0,,
22023,203926.0,Doug McDermott,1610612759.0,SAS,San Antonio Spurs,Isolation,Defensive,0.35,45.0,0.054,1.0,0.4,0.167,0.083,0.167,0.083,0.417,0.45,12.0,12.0,4.0,10.0,6.0,,
22023,1626153.0,Delon Wright,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.35,30.0,0.075,1.0,0.4,0.167,0.083,0.167,0.083,0.417,0.45,12.0,12.0,4.0,10.0,6.0,,
22023,1628973.0,Jalen Brunson,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.997,76.0,0.045,0.406,0.238,0.031,0.313,0.031,0.0,0.188,0.286,32.0,13.0,5.0,21.0,16.0,,
22023,1629006.0,Josh Okogie,1610612756.0,PHX,Phoenix Suns,Isolation,Defensive,0.915,52.0,0.051,0.684,0.313,0.053,0.105,0.053,0.0,0.316,0.344,19.0,13.0,5.0,16.0,11.0,,
22023,1631119.0,Jaylin Williams,1610612760.0,OKC,Oklahoma City Thunder,Isolation,Defensive,0.884,58.0,0.042,0.722,0.375,0.0,0.111,0.0,0.0,0.333,0.406,18.0,13.0,6.0,16.0,10.0,,
22023,203897.0,Zach LaVine,1610612741.0,CHI,Chicago Bulls,Isolation,Defensive,0.816,25.0,0.067,0.765,0.273,0.176,0.176,0.176,0.0,0.353,0.364,17.0,13.0,3.0,11.0,8.0,,
22023,1630527.0,Brandon Boston,1610612746.0,LAC,LA Clippers,Isolation,Defensive,0.649,26.0,0.113,0.867,0.462,0.067,0.133,0.067,0.067,0.4,0.5,15.0,13.0,6.0,13.0,7.0,,
22023,1630649.0,Stanley Umude,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.52,19.0,0.123,0.929,0.308,0.143,0.0,0.143,0.071,0.357,0.385,14.0,13.0,4.0,13.0,9.0,,
22023,1630579.0,Jericho Sims,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.35,28.0,0.058,1.0,0.417,0.077,0.0,0.077,0.0,0.462,0.458,13.0,13.0,5.0,12.0,7.0,,
22023,1626145.0,Tyus Jones,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.992,66.0,0.053,0.467,0.273,0.067,0.233,0.067,0.033,0.233,0.273,30.0,14.0,6.0,22.0,16.0,,
22023,202330.0,Gordon Hayward,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.931,25.0,0.08,0.667,0.353,0.048,0.143,0.048,0.0,0.333,0.353,21.0,14.0,6.0,17.0,11.0,,
22023,1629011.0,Mitchell Robinson,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.794,26.0,0.052,0.778,0.353,0.0,0.056,0.0,0.0,0.333,0.412,18.0,14.0,6.0,17.0,11.0,,
22023,1628384.0,OG Anunoby,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.794,23.0,0.061,0.778,0.294,0.111,0.0,0.111,0.056,0.333,0.324,18.0,14.0,5.0,17.0,12.0,,
22023,1628379.0,Luke Kennard,1610612763.0,MEM,Memphis Grizzlies,Isolation,Defensive,0.794,38.0,0.074,0.778,0.385,0.111,0.167,0.111,0.0,0.389,0.385,18.0,14.0,5.0,13.0,8.0,,
22023,1641712.0,Rayan Rupert,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.511,30.0,0.09,0.933,0.333,0.267,0.133,0.267,0.0,0.467,0.389,15.0,14.0,3.0,9.0,6.0,,
22023,1629002.0,Chimezie Metu,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.35,14.0,0.09,1.0,0.5,0.071,0.071,0.071,0.0,0.5,0.5,14.0,14.0,6.0,12.0,6.0,,
22023,1628971.0,Bruce Brown,1610612754.0,IND,Indiana Pacers,Isolation,Defensive,0.852,32.0,0.05,0.75,0.385,0.1,0.25,0.1,0.0,0.35,0.423,20.0,15.0,5.0,13.0,8.0,,
22023,1628975.0,Jevon Carter,1610612741.0,CHI,Chicago Bulls,Isolation,Defensive,0.706,62.0,0.054,0.833,0.417,0.222,0.167,0.167,0.056,0.444,0.417,18.0,15.0,5.0,12.0,7.0,,
22023,1629642.0,Nassir Little,1610612756.0,PHX,Phoenix Suns,Isolation,Defensive,0.011,32.0,0.064,1.5,0.667,0.4,0.1,0.4,0.1,0.7,0.667,10.0,15.0,4.0,6.0,2.0,,
22023,1630162.0,Anthony Edwards,1610612750.0,MIN,Minnesota Timberwolves,Isolation,Defensive,0.994,79.0,0.045,0.432,0.1,0.189,0.27,0.108,0.0,0.243,0.1,37.0,16.0,2.0,20.0,18.0,,
22023,1630534.0,Ochai Agbaji,1610612762.0,UTA,Utah Jazz,Isolation,Defensive,0.969,51.0,0.071,0.593,0.24,0.037,0.037,0.037,0.0,0.259,0.28,27.0,16.0,6.0,25.0,19.0,,
22023,1627741.0,Buddy Hield,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.957,30.0,0.089,0.615,0.304,0.038,0.077,0.038,0.0,0.308,0.304,26.0,16.0,7.0,23.0,16.0,,
22023,1628998.0,Cody Martin,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.35,29.0,0.053,1.0,0.4,0.125,0.0,0.125,0.063,0.438,0.433,16.0,16.0,6.0,15.0,9.0,,
22023,1630625.0,Dalano Banton,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.35,29.0,0.07,1.0,0.5,0.125,0.125,0.125,0.125,0.438,0.5,16.0,16.0,7.0,14.0,7.0,,
22023,1629674.0,Neemias Queta,1610612738.0,BOS,Boston Celtics,Isolation,Defensive,0.148,22.0,0.071,1.143,0.545,0.143,0.143,0.143,0.071,0.5,0.636,14.0,16.0,6.0,11.0,5.0,,
22023,201567.0,Kevin Love,1610612748.0,MIA,Miami Heat,Isolation,Defensive,0.04,50.0,0.038,1.333,0.875,0.25,0.167,0.25,0.083,0.667,0.875,12.0,16.0,7.0,8.0,1.0,,
22023,1629656.0,Quentin Grimes,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.918,43.0,0.077,0.68,0.278,0.16,0.12,0.12,0.0,0.36,0.306,25.0,17.0,5.0,18.0,13.0,,
22023,1628426.0,Sasha Vezenkov,1610612758.0,SAC,Sacramento Kings,Isolation,Defensive,0.681,39.0,0.12,0.85,0.389,0.05,0.05,0.05,0.0,0.4,0.444,20.0,17.0,7.0,18.0,11.0,,
22023,1631216.0,Caleb Houstan,1610612753.0,ORL,Orlando Magic,Isolation,Defensive,0.476,46.0,0.08,0.944,0.357,0.111,0.111,0.111,0.0,0.389,0.464,18.0,17.0,5.0,14.0,9.0,,
22023,1631124.0,Julian Strawther,1610612743.0,DEN,Denver Nuggets,Isolation,Defensive,0.153,41.0,0.088,1.133,0.583,0.067,0.133,0.067,0.0,0.533,0.625,15.0,17.0,7.0,12.0,5.0,,
22023,1630215.0,Jared Butler,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.668,35.0,0.102,0.857,0.4,0.143,0.143,0.143,0.0,0.429,0.4,21.0,18.0,6.0,15.0,9.0,,
22023,1641877.0,Nathan Mensah,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.011,19.0,0.081,1.5,0.7,0.25,0.0,0.25,0.083,0.75,0.7,12.0,18.0,7.0,10.0,3.0,,
22023,203109.0,Jae Crowder,1610612749.0,MIL,Milwaukee Bucks,Isolation,Defensive,0.972,49.0,0.085,0.576,0.292,0.091,0.182,0.061,0.0,0.303,0.313,33.0,19.0,7.0,24.0,17.0,,
22023,1630170.0,Devin Vassell,1610612759.0,SAS,San Antonio Spurs,Isolation,Defensive,0.827,68.0,0.046,0.76,0.438,0.12,0.28,0.08,0.04,0.36,0.469,25.0,19.0,7.0,16.0,9.0,,
22023,1631109.0,Mark Williams,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.35,17.0,0.079,1.0,0.5,0.105,0.053,0.105,0.0,0.526,0.531,19.0,19.0,8.0,16.0,8.0,,
22023,1641998.0,Trey Jemison III,1610612763.0,MEM,Memphis Grizzlies,Isolation,Defensive,0.272,22.0,0.065,1.056,0.529,0.0,0.056,0.0,0.0,0.5,0.559,18.0,19.0,9.0,17.0,8.0,,
22023,204060.0,Joe Ingles,1610612753.0,ORL,Orlando Magic,Isolation,Defensive,0.162,59.0,0.072,1.118,0.533,0.118,0.059,0.118,0.059,0.529,0.567,17.0,19.0,8.0,15.0,7.0,,
22023,1626166.0,Cameron Payne,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.037,26.0,0.083,1.357,0.545,0.286,0.0,0.214,0.071,0.643,0.591,14.0,19.0,6.0,11.0,5.0,,
22023,1631116.0,Patrick Baldwin Jr.,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.008,30.0,0.065,1.583,0.75,0.333,0.167,0.333,0.167,0.667,0.813,12.0,19.0,6.0,8.0,2.0,,
22023,1630231.0,KJ Martin,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.807,41.0,0.119,0.769,0.368,0.154,0.154,0.154,0.038,0.385,0.395,26.0,20.0,7.0,19.0,12.0,,
22023,1630558.0,Davion Mitchell,1610612758.0,SAC,Sacramento Kings,Isolation,Defensive,0.646,64.0,0.059,0.87,0.375,0.174,0.174,0.174,0.043,0.391,0.406,23.0,20.0,6.0,16.0,10.0,,
22023,1641715.0,Cam Whitmore,1610612745.0,HOU,Houston Rockets,Isolation,Defensive,0.57,43.0,0.092,0.909,0.333,0.227,0.091,0.182,0.0,0.455,0.367,22.0,20.0,5.0,15.0,10.0,,
22023,203915.0,Spencer Dinwiddie,1610612747.0,LAL,Los Angeles Lakers,Isolation,Defensive,0.462,27.0,0.084,0.952,0.444,0.095,0.048,0.095,0.0,0.476,0.444,21.0,20.0,8.0,18.0,10.0,,
22023,1641733.0,Nick Smith Jr.,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.277,48.0,0.074,1.053,0.5,0.105,0.158,0.105,0.105,0.421,0.563,19.0,20.0,8.0,16.0,8.0,,
22023,1641748.0,Andre Jackson Jr.,1610612749.0,MIL,Milwaukee Bucks,Isolation,Defensive,0.277,42.0,0.087,1.053,0.467,0.211,0.105,0.211,0.105,0.474,0.5,19.0,20.0,7.0,15.0,8.0,,
22023,1629020.0,Jarred Vanderbilt,1610612747.0,LAL,Los Angeles Lakers,Isolation,Defensive,0.277,27.0,0.088,1.053,0.5,0.105,0.105,0.105,0.053,0.474,0.531,19.0,20.0,8.0,16.0,8.0,,
22023,1631098.0,Johnny Davis,1610612764.0,WAS,Washington Wizards,Isolation,Defensive,0.277,42.0,0.094,1.053,0.385,0.263,0.105,0.263,0.053,0.474,0.462,19.0,20.0,5.0,13.0,8.0,,
22023,1628972.0,Troy Brown Jr.,1610612750.0,MIN,Minnesota Timberwolves,Isolation,Defensive,0.071,30.0,0.091,1.25,0.571,0.188,0.063,0.188,0.125,0.563,0.571,16.0,20.0,8.0,14.0,6.0,,
22023,1626166.0,Cameron Payne,1610612749.0,MIL,Milwaukee Bucks,Isolation,Defensive,0.04,43.0,0.066,1.333,0.5,0.267,0.067,0.133,0.133,0.533,0.583,15.0,20.0,6.0,12.0,6.0,,
22023,1630235.0,Trent Forrest,1610612737.0,ATL,Atlanta Hawks,Isolation,Defensive,0.023,34.0,0.087,1.429,0.583,0.357,0.071,0.357,0.286,0.571,0.625,14.0,20.0,7.0,12.0,5.0,,
22023,202711.0,Bojan Bogdanovic,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.023,28.0,0.1,1.429,0.8,0.286,0.214,0.286,0.214,0.643,0.8,14.0,20.0,8.0,10.0,2.0,,
22023,1630540.0,Miles McBride,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.794,60.0,0.052,0.778,0.381,0.074,0.185,0.074,0.037,0.333,0.429,27.0,21.0,8.0,21.0,13.0,,
22023,1627763.0,Malcolm Brogdon,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.558,38.0,0.076,0.913,0.389,0.174,0.087,0.174,0.043,0.435,0.389,23.0,21.0,7.0,18.0,11.0,,
22023,1630249.0,Vít Krejčí,1610612737.0,ATL,Atlanta Hawks,Isolation,Defensive,0.456,22.0,0.114,0.955,0.4,0.273,0.091,0.273,0.045,0.5,0.433,22.0,21.0,6.0,15.0,9.0,,
22023,1629655.0,Daniel Gafford,1610612742.0,DAL,Dallas Mavericks,Isolation,Defensive,0.35,27.0,0.067,1.0,0.381,0.0,0.0,0.0,0.0,0.381,0.5,21.0,21.0,8.0,21.0,13.0,,
22023,1630346.0,Matt Ryan,1610612740.0,NOP,New Orleans Pelicans,Isolation,Defensive,0.35,25.0,0.158,1.0,0.474,0.048,0.048,0.048,0.0,0.476,0.5,21.0,21.0,9.0,19.0,10.0,,
22023,1630163.0,LaMelo Ball,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.079,22.0,0.083,1.235,0.6,0.353,0.118,0.294,0.059,0.588,0.65,17.0,21.0,6.0,10.0,4.0,,
22023,1631311.0,Lester Quinones,1610612744.0,GSW,Golden State Warriors,Isolation,Defensive,0.045,24.0,0.13,1.313,0.667,0.375,0.25,0.375,0.188,0.563,0.722,16.0,21.0,6.0,9.0,3.0,,
22023,1630531.0,Jaden Springer,1610612755.0,PHI,Philadelphia 76ers,Isolation,Defensive,0.028,23.0,0.099,1.4,0.615,0.267,0.0,0.2,0.133,0.667,0.654,15.0,21.0,8.0,13.0,5.0,,
22023,1628370.0,Malik Monk,1610612758.0,SAC,Sacramento Kings,Isolation,Defensive,0.943,70.0,0.065,0.647,0.24,0.206,0.088,0.147,0.029,0.353,0.24,34.0,22.0,6.0,25.0,19.0,,
22023,1630198.0,Isaiah Joe,1610612760.0,OKC,Oklahoma City Thunder,Isolation,Defensive,0.943,76.0,0.075,0.647,0.308,0.059,0.176,0.059,0.0,0.294,0.346,34.0,22.0,8.0,26.0,18.0,,
22023,1630230.0,Naji Marshall,1610612740.0,NOP,New Orleans Pelicans,Isolation,Defensive,0.931,65.0,0.073,0.667,0.261,0.152,0.152,0.152,0.0,0.333,0.261,33.0,22.0,6.0,23.0,17.0,,
22023,1631200.0,Kris Murray,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.69,51.0,0.084,0.846,0.333,0.192,0.077,0.192,0.077,0.385,0.357,26.0,22.0,7.0,21.0,14.0,,
22023,1628963.0,Marvin Bagley III,1610612765.0,DET,Detroit Pistons,Isolation,Defensive,0.35,26.0,0.083,1.0,0.412,0.273,0.0,0.273,0.045,0.545,0.412,22.0,22.0,7.0,17.0,10.0,,
22023,1629628.0,RJ Barrett,1610612752.0,NYK,New York Knicks,Isolation,Defensive,0.292,25.0,0.08,1.048,0.5,0.048,0.048,0.048,0.048,0.476,0.525,21.0,22.0,10.0,20.0,10.0,,
22023,1630692.0,Jordan Goodwin,1610612756.0,PHX,Phoenix Suns,Isolation,Defensive,0.003,35.0,0.059,1.833,0.714,0.417,0.0,0.333,0.0,0.833,0.857,12.0,22.0,5.0,7.0,2.0,,
22023,1630550.0,JT Thor,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.722,55.0,0.108,0.821,0.4,0.143,0.143,0.143,0.0,0.393,0.425,28.0,23.0,8.0,20.0,12.0,,
22023,1629626.0,Bol Bol,1610612756.0,PHX,Phoenix Suns,Isolation,Defensive,0.722,35.0,0.159,0.821,0.421,0.107,0.214,0.107,0.0,0.357,0.5,28.0,23.0,8.0,19.0,11.0,,
22023,1631104.0,Blake Wesley,1610612759.0,SAS,San Antonio Spurs,Isolation,Defensive,0.671,55.0,0.073,0.852,0.444,0.111,0.222,0.074,0.0,0.407,0.5,27.0,23.0,8.0,18.0,10.0,,
22023,1630702.0,Jaden Hardy,1610612742.0,DAL,Dallas Mavericks,Isolation,Defensive,0.62,63.0,0.083,0.885,0.333,0.269,0.192,0.154,0.038,0.423,0.333,26.0,23.0,5.0,15.0,10.0,,
22023,1629012.0,Collin Sexton,1610612762.0,UTA,Utah Jazz,Isolation,Defensive,0.54,78.0,0.041,0.92,0.455,0.08,0.08,0.08,0.04,0.44,0.455,25.0,23.0,10.0,22.0,12.0,,
22023,1630217.0,Desmond Bane,1610612763.0,MEM,Memphis Grizzlies,Isolation,Defensive,0.54,42.0,0.065,0.92,0.3,0.16,0.04,0.16,0.0,0.4,0.35,25.0,23.0,6.0,20.0,14.0,,
22023,1629680.0,Matisse Thybulle,1610612757.0,POR,Portland Trail Blazers,Isolation,Defensive,0.193,64.0,0.043,1.095,0.471,0.143,0.095,0.143,0.048,0.476,0.559,21.0,23.0,8.0,17.0,9.0,,
22023,1628966.0,Keita Bates-Diop,1610612756.0,PHX,Phoenix Suns,Isolation,Defensive,0.193,34.0,0.109,1.095,0.556,0.095,0.048,0.095,0.0,0.571,0.556,21.0,23.0,10.0,18.0,8.0,,
22023,1629022.0,Lonnie Walker IV,1610612751.0,BKN,Brooklyn Nets,Isolation,Defensive,0.085,53.0,0.064,1.211,0.5,0.263,0.105,0.211,0.0,0.579,0.583,19.0,23.0,6.0,12.0,6.0,,
22023,1629667.0,Jalen McDaniels,1610612761.0,TOR,Toronto Raptors,Isolation,Defensive,0.059,42.0,0.088,1.278,0.563,0.056,0.056,0.056,0.0,0.556,0.656,18.0,23.0,9.0,16.0,7.0,,
22023,1628384.0,OG Anunoby,1610612761.0,TOR,Toronto Raptors,Isolation,Defensive,0.875,27.0,0.096,0.727,0.308,0.152,0.091,0.121,0.03,0.364,0.327,33.0,24.0,8.0,26.0,18.0,,
22023,1626179.0,Terry Rozier,1610612766.0,CHA,Charlotte Hornets,Isolation,Defensive,0.45,30.0,0.075,0.96,0.526,0.12,0.12,0.12,0.0,0.52,0.526,25.0,24.0,10.0,19.0,9.0,,
22023,1631106.0,Tari Eason,1610612745.0,HOU,Houston Rockets,Isolation,Defensive,0.35,22.0,0.122,1.0,0.409,0.167,0.0,0.167,0.083,0.458,0.432,24.0,24.0,9.0,22.0,13.0,,
22023,1628449.0,Chris Boucher,1610612761.0,TOR,Toronto Raptors,Isolation,Defensive,0.297,45.0,0.099,1.043,0.381,0.13,0.0,0.13,0.043,0.435,0.476,23.0,24.0,8.0,21.0,13.0,,
22023,201152.0,Thaddeus Young,1610612761.0,TOR,Toronto Raptors,Isolation,Defensive,0.099,17.0,0.146,1.2,0.533,0.2,0.1,0.2,0.05,0.55,0.6,20.0,24.0,8.0,15.0,7.0,,
22023,1630543.0,Isaiah Jackson,1610612754.0,IND,Indiana Pacers,Isolation,Defensive,0.89,41.0,0.087,0.714,0.321,0.114,0.086,0.086,0.0,0.371,0.339,35.0,25.0,9.0,28.0,19.0,,
22023,1641722.0,Jordan Hawkins,1610612740.0,NOP,New Orleans Pelicans,Isolation,Defensive,0.836,60.0,0.083,0.758,0.308,0.121,0.121,0.121,0.03,0.333,0.365,33.0,25.0,8.0,26.0,18.0,,
22023,1631323.0,Simone Fontecchio,1610612762.0,UTA,Utah Jazz,Isolation,Defensive,0.785,50.0,0.087,0.781,0.333,0.094,0.094,0.094,0.031,0.344,0.37,32.0,25.0,9.0,27.0,18.0,,
22023,1630172.0,Patrick Williams,1610612741.0,CHI,Chicago Bulls,Isolation,Defensive,0.748,43.0,0.08,0.806,0.36,0.129,0.129,0.129,0.065,0.355,0.38,31.0,25.0,9.0,25.0,16.0,,
22023,1641730.0,Noah Clowney,1610612751.0,BKN,Brooklyn Nets,Isolation,Defensive,0.35,17.0,0.156,1.0,0.526,0.08,0.16,0.08,0.0,0.48,0.579,25.0,25.0,10.0,19.0,9.0,,
22023,1641854.0,Craig Porter Jr.,1610612739.0,CLE,Cleveland Cavaliers,Isolation,Defensive,0.215,44.0,0.097,1.087,0.471,0.217,0.087,0.217,0.043,0.522,0.5,23.0,25.0,8.0,17.0,9.0,,
22023,1628371.0,Jonathan Isaac,1610612753.0,ORL,Orlando Magic,Isolation,Defensive,0.963,56.0,0.13,0.605,0.263,0.093,0.047,0.093,0.023,0.302,0.263,43.0,26.0,10.0,38.0,28.0,,
